risk_history_id,customer_id,credit_score_band,credit_score,risk_segment,income_band,employment_status,effective_start_date,effective_end_date,is_current
4185,3480,Good,706,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
4186,3481,Very Good,740,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4187,3482,Good,691,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4188,3483,Very Good,742,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4189,3484,Very Good,733,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4190,3485,Fair,623,Low,<40K,Unemployed,2023-01-01,2099-12-31,True
4191,3486,Poor,546,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4192,3487,No Score,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
4193,3487,Very Good,764,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
4194,3488,Very Good,766,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4195,3489,Fair,580,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4196,3490,Good,722,Low,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4197,3491,Poor,530,Medium,90K-125K,Retired,2023-01-01,2099-12-31,True
4198,3492,Excellent,804,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4199,3493,Good,,Low,<40K,Employed,2023-01-01,2024-12-31,False
4200,3493,Very Good,744,Low,<40K,Employed,2025-01-01,2099-12-31,True
4201,3494,Very Good,743,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4202,3495,Good,686,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4203,3496,No Score,,Medium,125K-200K,Student,2023-01-01,2024-12-31,False
4204,3496,Good,683,Low,125K-200K,Student,2025-01-01,2099-12-31,True
4205,3497,Fair,649,High,60K-90K,Self-employed,2023-01-01,2099-12-31,True
4206,3498,Very Good,750,Low,<40K,Student,2023-01-01,2099-12-31,True
4207,3499,Poor,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
4208,3499,No Score,,High,60K-90K,Employed,2025-01-01,2099-12-31,True
4209,3500,Good,705,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
4210,3501,Very Good,759,Low,125K-200K,Retired,2023-01-01,2099-12-31,True
4211,3502,Fair,600,High,60K-90K,Unemployed,2023-01-01,2099-12-31,True
4212,3503,Fair,608,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4213,3504,Good,689,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4214,3505,Fair,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
4215,3505,Fair,589,High,90K-125K,Employed,2025-01-01,2099-12-31,True
4216,3506,Good,690,Low,<40K,Employed,2023-01-01,2099-12-31,True
4217,3507,Poor,574,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4218,3508,Good,699,High,<40K,Unemployed,2023-01-01,2099-12-31,True
4219,3509,Poor,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
4220,3509,Excellent,848,Low,125K-200K,Employed,2025-01-01,2099-12-31,True
4221,3510,Good,699,Low,<40K,Student,2023-01-01,2099-12-31,True
4222,3511,Very Good,,Low,40K-60K,Self-employed,2023-01-01,2024-12-31,False
4223,3511,Excellent,849,Low,40K-60K,Self-employed,2025-01-01,2099-12-31,True
4224,3512,Good,672,Medium,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4225,3513,Good,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
4226,3513,Very Good,735,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
4227,3514,Fair,644,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4228,3515,Very Good,757,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4229,3516,Very Good,731,Low,90K-125K,Student,2023-01-01,2099-12-31,True
4230,3517,No Score,,High,125K-200K,Employed,2023-01-01,2024-12-31,False
4231,3517,Very Good,758,Low,125K-200K,Employed,2025-01-01,2099-12-31,True
4232,3518,Good,666,Low,60K-90K,Student,2023-01-01,2099-12-31,True
4233,3519,Fair,602,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4234,3520,Fair,,Low,40K-60K,Self-employed,2023-01-01,2024-12-31,False
4235,3520,Excellent,795,Medium,40K-60K,Self-employed,2025-01-01,2099-12-31,True
4236,3521,No Score,,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4237,3522,Good,722,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4238,3523,Poor,576,High,90K-125K,Retired,2023-01-01,2099-12-31,True
4239,3524,Fair,591,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4240,3525,Good,690,Low,90K-125K,Student,2023-01-01,2099-12-31,True
4241,3526,Good,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
4242,3526,Good,678,Medium,90K-125K,Employed,2025-01-01,2099-12-31,True
4243,3527,Poor,,Low,40K-60K,Retired,2023-01-01,2024-12-31,False
4244,3527,Excellent,789,Medium,40K-60K,Retired,2025-01-01,2099-12-31,True
4245,3528,Good,681,Medium,90K-125K,Student,2023-01-01,2099-12-31,True
4246,3529,Excellent,794,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
4247,3530,Good,707,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4248,3531,Good,704,Low,125K-200K,Student,2023-01-01,2099-12-31,True
4249,3532,Very Good,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
4250,3532,Good,675,New/Thin File,<40K,Employed,2025-01-01,2099-12-31,True
4251,3533,Fair,586,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4252,3534,Good,719,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4253,3535,Very Good,758,Low,60K-90K,Retired,2023-01-01,2099-12-31,True
4254,3536,Good,704,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4255,3537,No Score,,Low,<40K,Retired,2023-01-01,2099-12-31,True
4256,3538,Good,683,Medium,40K-60K,Student,2023-01-01,2099-12-31,True
4257,3539,Very Good,727,Low,<40K,Employed,2023-01-01,2099-12-31,True
4258,3540,No Score,,High,<40K,Employed,2023-01-01,2099-12-31,True
4259,3541,Very Good,761,New/Thin File,125K-200K,Employed,2023-01-01,2099-12-31,True
4260,3542,Fair,616,High,200K+,Employed,2023-01-01,2099-12-31,True
4261,3543,Good,709,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4262,3544,Good,679,Low,<40K,Employed,2023-01-01,2099-12-31,True
4263,3545,Fair,607,High,<40K,Employed,2023-01-01,2099-12-31,True
4264,3546,Good,679,New/Thin File,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4265,3547,Fair,,New/Thin File,<40K,Self-employed,2023-01-01,2024-12-31,False
4266,3547,Good,710,New/Thin File,<40K,Self-employed,2025-01-01,2099-12-31,True
4267,3548,Good,661,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4268,3549,Poor,,Low,<40K,Employed,2023-01-01,2024-12-31,False
4269,3549,Good,687,High,<40K,Employed,2025-01-01,2099-12-31,True
4270,3550,Good,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
4271,3550,Good,711,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
4272,3551,Good,705,Low,<40K,Unemployed,2023-01-01,2099-12-31,True
4273,3552,Fair,587,Medium,200K+,Self-employed,2023-01-01,2099-12-31,True
4274,3553,Poor,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
4275,3553,Fair,610,High,90K-125K,Employed,2025-01-01,2099-12-31,True
4276,3554,Very Good,776,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4277,3555,Very Good,770,Low,<40K,Unemployed,2023-01-01,2099-12-31,True
4278,3556,Excellent,831,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4279,3557,Good,668,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4280,3558,Very Good,726,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4281,3559,Excellent,801,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4282,3560,Good,675,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4283,3561,Excellent,840,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4284,3562,Excellent,,New/Thin File,125K-200K,Self-employed,2023-01-01,2024-12-31,False
4285,3562,Very Good,736,New/Thin File,125K-200K,Self-employed,2025-01-01,2099-12-31,True
4286,3563,Very Good,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
4287,3563,Very Good,746,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
4288,3564,Excellent,820,Medium,<40K,Student,2023-01-01,2099-12-31,True
4289,3565,Very Good,746,Medium,<40K,Retired,2023-01-01,2099-12-31,True
4290,3566,No Score,,Low,200K+,Retired,2023-01-01,2099-12-31,True
4291,3567,Fair,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
4292,3567,Fair,598,Medium,<40K,Employed,2025-01-01,2099-12-31,True
4293,3568,Good,682,Low,40K-60K,Student,2023-01-01,2099-12-31,True
4294,3569,Excellent,838,Medium,40K-60K,Student,2023-01-01,2099-12-31,True
4295,3570,No Score,,New/Thin File,<40K,Employed,2023-01-01,2024-12-31,False
4296,3570,Very Good,765,Medium,<40K,Employed,2025-01-01,2099-12-31,True
4297,3571,Very Good,749,New/Thin File,125K-200K,Employed,2023-01-01,2099-12-31,True
4298,3572,Good,,New/Thin File,200K+,Employed,2023-01-01,2024-12-31,False
4299,3572,Poor,560,High,200K+,Employed,2025-01-01,2099-12-31,True
4300,3573,Fair,,New/Thin File,125K-200K,Employed,2023-01-01,2024-12-31,False
4301,3573,Good,668,Low,125K-200K,Employed,2025-01-01,2099-12-31,True
4302,3574,Very Good,733,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4303,3575,Excellent,,Medium,90K-125K,Student,2023-01-01,2024-12-31,False
4304,3575,Poor,571,High,90K-125K,Student,2025-01-01,2099-12-31,True
4305,3576,Excellent,832,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4306,3577,No Score,,Low,<40K,Student,2023-01-01,2099-12-31,True
4307,3578,Very Good,757,Low,<40K,Employed,2023-01-01,2099-12-31,True
4308,3579,Excellent,,Medium,40K-60K,Newcomer/Temporary,2023-01-01,2024-12-31,False
4309,3579,Good,717,Low,40K-60K,Newcomer/Temporary,2025-01-01,2099-12-31,True
4310,3580,Very Good,765,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4311,3581,Good,694,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4312,3582,Poor,530,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4313,3583,Good,718,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4314,3584,No Score,,High,<40K,Employed,2023-01-01,2099-12-31,True
4315,3585,Very Good,740,Low,60K-90K,Student,2023-01-01,2099-12-31,True
4316,3586,Very Good,727,Medium,125K-200K,Retired,2023-01-01,2099-12-31,True
4317,3587,Very Good,728,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4318,3588,Fair,652,High,<40K,Employed,2023-01-01,2099-12-31,True
4319,3589,Good,673,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4320,3590,Very Good,732,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
4321,3591,Good,695,Low,<40K,Employed,2023-01-01,2099-12-31,True
4322,3592,Fair,601,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4323,3593,Very Good,753,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4324,3594,Excellent,832,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4325,3595,Good,718,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
4326,3596,No Score,,Medium,200K+,Employed,2023-01-01,2024-12-31,False
4327,3596,No Score,,Low,200K+,Employed,2025-01-01,2099-12-31,True
4328,3597,Good,724,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4329,3598,No Score,,New/Thin File,<40K,Employed,2023-01-01,2099-12-31,True
4330,3599,Excellent,,High,<40K,Employed,2023-01-01,2024-12-31,False
4331,3599,Excellent,846,Medium,<40K,Employed,2025-01-01,2099-12-31,True
4332,3600,Good,699,New/Thin File,<40K,Self-employed,2023-01-01,2099-12-31,True
4333,3601,Very Good,727,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4334,3602,Very Good,732,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4335,3603,Very Good,745,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4336,3604,Fair,618,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4337,3605,Very Good,,Low,<40K,Employed,2023-01-01,2024-12-31,False
4338,3605,Excellent,793,High,<40K,Employed,2025-01-01,2099-12-31,True
4339,3606,Good,710,High,<40K,Employed,2023-01-01,2099-12-31,True
4340,3607,Good,667,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4341,3608,Poor,575,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4342,3609,Very Good,725,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4343,3610,Good,682,High,40K-60K,Unemployed,2023-01-01,2099-12-31,True
4344,3611,Very Good,751,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4345,3612,Poor,560,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4346,3613,Excellent,821,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
4347,3614,Good,697,Medium,200K+,Newcomer/Temporary,2023-01-01,2099-12-31,True
4348,3615,Fair,598,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4349,3616,Good,700,New/Thin File,<40K,Retired,2023-01-01,2099-12-31,True
4350,3617,Fair,591,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4351,3618,Poor,,New/Thin File,<40K,Self-employed,2023-01-01,2024-12-31,False
4352,3618,Excellent,784,High,<40K,Self-employed,2025-01-01,2099-12-31,True
4353,3619,Good,696,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4354,3620,Very Good,738,High,200K+,Newcomer/Temporary,2023-01-01,2099-12-31,True
4355,3621,Good,668,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4356,3622,Good,709,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4357,3623,Good,685,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4358,3624,No Score,,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4359,3625,Poor,557,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4360,3626,Poor,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
4361,3626,Good,690,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
4362,3627,Very Good,764,Low,60K-90K,Student,2023-01-01,2099-12-31,True
4363,3628,No Score,,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4364,3629,Good,717,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4365,3630,Good,714,New/Thin File,125K-200K,Employed,2023-01-01,2099-12-31,True
4366,3631,Good,694,High,<40K,Self-employed,2023-01-01,2099-12-31,True
4367,3632,Fair,,New/Thin File,200K+,Employed,2023-01-01,2024-12-31,False
4368,3632,Very Good,756,High,200K+,Employed,2025-01-01,2099-12-31,True
4369,3633,Good,696,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4370,3634,Good,687,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
4371,3635,Very Good,,High,90K-125K,Newcomer/Temporary,2023-01-01,2024-12-31,False
4372,3635,Fair,654,High,90K-125K,Newcomer/Temporary,2025-01-01,2099-12-31,True
4373,3636,Fair,,Low,200K+,Employed,2023-01-01,2024-12-31,False
4374,3636,Good,664,Medium,200K+,Employed,2025-01-01,2099-12-31,True
4375,3637,Good,675,Medium,60K-90K,Student,2023-01-01,2099-12-31,True
4376,3638,Very Good,747,Low,200K+,Employed,2023-01-01,2099-12-31,True
4377,3639,Good,700,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4378,3640,Fair,615,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4379,3641,Very Good,735,New/Thin File,125K-200K,Retired,2023-01-01,2099-12-31,True
4380,3642,Poor,545,High,90K-125K,Student,2023-01-01,2099-12-31,True
4381,3643,Very Good,751,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4382,3644,Fair,,Medium,60K-90K,Retired,2023-01-01,2024-12-31,False
4383,3644,Fair,652,High,60K-90K,Retired,2025-01-01,2099-12-31,True
4384,3645,Good,677,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4385,3646,Very Good,761,High,<40K,Employed,2023-01-01,2099-12-31,True
4386,3647,Fair,643,Medium,125K-200K,Retired,2023-01-01,2099-12-31,True
4387,3648,Very Good,753,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4388,3649,Very Good,754,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
4389,3650,No Score,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
4390,3650,Very Good,753,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
4391,3651,Good,705,New/Thin File,60K-90K,Student,2023-01-01,2099-12-31,True
4392,3652,Excellent,828,High,60K-90K,Unemployed,2023-01-01,2099-12-31,True
4393,3653,No Score,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
4394,3653,Good,691,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
4395,3654,Very Good,737,High,200K+,Employed,2023-01-01,2099-12-31,True
4396,3655,Fair,595,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4397,3656,Very Good,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
4398,3656,Good,667,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
4399,3657,Fair,647,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4400,3658,Very Good,773,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
4401,3659,Good,675,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
4402,3660,Very Good,739,Medium,60K-90K,Unemployed,2023-01-01,2099-12-31,True
4403,3661,Good,717,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4404,3662,Good,702,Low,200K+,Employed,2023-01-01,2099-12-31,True
4405,3663,Very Good,779,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4406,3664,Poor,548,High,40K-60K,Unemployed,2023-01-01,2099-12-31,True
4407,3665,No Score,,Medium,90K-125K,Self-employed,2023-01-01,2024-12-31,False
4408,3665,Very Good,769,High,90K-125K,Self-employed,2025-01-01,2099-12-31,True
4409,3666,Fair,,High,60K-90K,Self-employed,2023-01-01,2024-12-31,False
4410,3666,Fair,589,Medium,60K-90K,Self-employed,2025-01-01,2099-12-31,True
4411,3667,Very Good,728,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4412,3668,Very Good,730,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
4413,3669,Very Good,729,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
4414,3670,Fair,582,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4415,3671,Poor,,Medium,90K-125K,Newcomer/Temporary,2023-01-01,2024-12-31,False
4416,3671,Fair,622,High,90K-125K,Newcomer/Temporary,2025-01-01,2099-12-31,True
4417,3672,Very Good,747,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4418,3673,Fair,624,New/Thin File,<40K,Employed,2023-01-01,2099-12-31,True
4419,3674,Excellent,829,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
4420,3675,Good,,High,60K-90K,Retired,2023-01-01,2024-12-31,False
4421,3675,Fair,646,High,60K-90K,Retired,2025-01-01,2099-12-31,True
4422,3676,Good,707,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
4423,3677,Good,717,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4424,3678,Very Good,766,High,60K-90K,Self-employed,2023-01-01,2099-12-31,True
4425,3679,Good,680,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4426,3680,Good,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
4427,3680,Good,720,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
4428,3681,Good,690,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4429,3682,Very Good,750,Low,200K+,Unemployed,2023-01-01,2099-12-31,True
4430,3683,Fair,632,High,60K-90K,Student,2023-01-01,2099-12-31,True
4431,3684,Fair,625,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4432,3685,No Score,,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
4433,3686,No Score,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
4434,3686,Excellent,815,High,<40K,Employed,2025-01-01,2099-12-31,True
4435,3687,Good,695,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4436,3688,Very Good,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
4437,3688,Good,689,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
4438,3689,Fair,638,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4439,3690,Good,668,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4440,3691,Poor,577,High,<40K,Student,2023-01-01,2099-12-31,True
4441,3692,Good,,Medium,125K-200K,Employed,2023-01-01,2024-12-31,False
4442,3692,Fair,589,High,125K-200K,Employed,2025-01-01,2099-12-31,True
4443,3693,No Score,,Low,200K+,Employed,2023-01-01,2099-12-31,True
4444,3694,Excellent,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
4445,3694,Fair,650,High,60K-90K,Employed,2025-01-01,2099-12-31,True
4446,3695,No Score,,Low,90K-125K,Unemployed,2023-01-01,2099-12-31,True
4447,3696,Very Good,,Medium,125K-200K,Student,2023-01-01,2024-12-31,False
4448,3696,Good,661,Low,125K-200K,Student,2025-01-01,2099-12-31,True
4449,3697,Very Good,742,Medium,125K-200K,Retired,2023-01-01,2099-12-31,True
4450,3698,Very Good,778,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4451,3699,Good,697,New/Thin File,60K-90K,Employed,2023-01-01,2099-12-31,True
4452,3700,Very Good,762,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4453,3701,Very Good,727,Low,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4454,3702,Good,,High,<40K,Employed,2023-01-01,2024-12-31,False
4455,3702,Good,663,Low,<40K,Employed,2025-01-01,2099-12-31,True
4456,3703,Good,706,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4457,3704,Good,703,Medium,90K-125K,Unemployed,2023-01-01,2099-12-31,True
4458,3705,Very Good,753,Medium,<40K,Self-employed,2023-01-01,2099-12-31,True
4459,3706,Excellent,839,Low,<40K,Employed,2023-01-01,2099-12-31,True
4460,3707,Good,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
4461,3707,Fair,645,New/Thin File,60K-90K,Employed,2025-01-01,2099-12-31,True
4462,3708,Fair,630,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4463,3709,Fair,,High,200K+,Retired,2023-01-01,2024-12-31,False
4464,3709,Fair,625,High,200K+,Retired,2025-01-01,2099-12-31,True
4465,3710,Good,676,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4466,3711,Poor,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
4467,3711,Poor,548,High,40K-60K,Employed,2025-01-01,2099-12-31,True
4468,3712,Poor,566,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4469,3713,Very Good,774,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4470,3714,Good,716,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4471,3715,Excellent,801,Medium,200K+,Student,2023-01-01,2099-12-31,True
4472,3716,Excellent,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
4473,3716,Fair,630,High,60K-90K,Employed,2025-01-01,2099-12-31,True
4474,3717,Very Good,746,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4475,3718,Excellent,802,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4476,3719,Very Good,771,Medium,200K+,Self-employed,2023-01-01,2099-12-31,True
4477,3720,Poor,,Low,40K-60K,Self-employed,2023-01-01,2024-12-31,False
4478,3720,Good,671,Medium,40K-60K,Self-employed,2025-01-01,2099-12-31,True
4479,3721,Excellent,,New/Thin File,<40K,Employed,2023-01-01,2024-12-31,False
4480,3721,Fair,609,High,<40K,Employed,2025-01-01,2099-12-31,True
4481,3722,Poor,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
4482,3722,Very Good,763,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
4483,3723,Fair,654,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4484,3724,Good,700,New/Thin File,200K+,Retired,2023-01-01,2099-12-31,True
4485,3725,Good,700,Low,<40K,Employed,2023-01-01,2099-12-31,True
4486,3726,Fair,656,Medium,90K-125K,Retired,2023-01-01,2099-12-31,True
4487,3727,Fair,601,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4488,3728,Excellent,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
4489,3728,Very Good,771,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
4490,3729,No Score,,Low,40K-60K,Newcomer/Temporary,2023-01-01,2024-12-31,False
4491,3729,Very Good,736,Low,40K-60K,Newcomer/Temporary,2025-01-01,2099-12-31,True
4492,3730,Very Good,737,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
4493,3731,Excellent,786,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4494,3732,Very Good,,New/Thin File,60K-90K,Unemployed,2023-01-01,2024-12-31,False
4495,3732,Good,715,Low,60K-90K,Unemployed,2025-01-01,2099-12-31,True
4496,3733,Very Good,746,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4497,3734,Poor,556,High,200K+,Employed,2023-01-01,2099-12-31,True
4498,3735,Excellent,797,Low,<40K,Employed,2023-01-01,2099-12-31,True
4499,3736,Very Good,744,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4500,3737,Excellent,,High,<40K,Employed,2023-01-01,2024-12-31,False
4501,3737,Fair,580,High,<40K,Employed,2025-01-01,2099-12-31,True
4502,3738,Excellent,823,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4503,3739,Very Good,748,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4504,3740,Very Good,770,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4505,3741,No Score,,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4506,3742,Good,680,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4507,3743,Excellent,846,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
4508,3744,No Score,,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4509,3745,Good,707,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
4510,3746,Good,699,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4511,3747,Poor,,Low,<40K,Employed,2023-01-01,2024-12-31,False
4512,3747,Excellent,820,Medium,<40K,Employed,2025-01-01,2099-12-31,True
4513,3748,Excellent,823,Low,200K+,Employed,2023-01-01,2099-12-31,True
4514,3749,Poor,,Medium,125K-200K,Employed,2023-01-01,2024-12-31,False
4515,3749,Very Good,760,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
4516,3750,Good,712,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4517,3751,Good,,High,90K-125K,Student,2023-01-01,2024-12-31,False
4518,3751,Good,711,High,90K-125K,Student,2025-01-01,2099-12-31,True
4519,3752,Very Good,752,Low,90K-125K,Retired,2023-01-01,2099-12-31,True
4520,3753,Fair,633,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4521,3754,Good,678,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
4522,3755,Very Good,741,Low,<40K,Student,2023-01-01,2099-12-31,True
