account_customer_id,account_id,customer_id,ownership_role,ownership_percent
8676,8026,3923,Primary,1.0
8677,8027,3923,Primary,1.0
8678,8028,3924,Primary,1.0
8679,8029,3925,Primary,1.0
8680,8030,3925,Primary,1.0
8681,8031,3925,Primary,1.0
8682,8032,3926,Primary,1.0
8683,8033,3926,Primary,1.0
8684,8034,3926,Primary,1.0
8685,8035,3927,Primary,1.0
8686,8036,3927,Primary,1.0
8687,8037,3928,Primary,1.0
8688,8038,3929,Primary,1.0
8689,8039,3929,Primary,1.0
8690,8040,3929,Primary,1.0
8691,8041,3930,Primary,1.0
8692,8042,3930,Primary,1.0
8693,8043,3931,Primary,1.0
8694,8044,3931,Primary,1.0
8695,8045,3932,Primary,1.0
8696,8046,3932,Primary,1.0
8697,8047,3932,Primary,1.0
8698,8048,3933,Primary,1.0
8699,8048,6873,Joint,0.5
8700,8049,3933,Primary,1.0
8701,8050,3933,Primary,1.0
8702,8051,3934,Primary,1.0
8703,8052,3935,Primary,1.0
8704,8053,3935,Primary,1.0
8705,8054,3936,Primary,1.0
8706,8055,3936,Primary,1.0
8707,8056,3937,Primary,1.0
8708,8057,3938,Primary,1.0
8709,8058,3939,Primary,1.0
8710,8059,3940,Primary,1.0
8711,8060,3940,Primary,1.0
8712,8061,3941,Primary,1.0
8713,8062,3942,Primary,1.0
8714,8063,3942,Primary,1.0
8715,8064,3942,Primary,1.0
8716,8065,3943,Primary,1.0
8717,8066,3943,Primary,1.0
8718,8067,3944,Primary,1.0
8719,8068,3945,Primary,1.0
8720,8069,3946,Primary,1.0
8721,8070,3947,Primary,1.0
8722,8071,3948,Primary,1.0
8723,8072,3948,Primary,1.0
8724,8073,3948,Primary,1.0
8725,8074,3948,Primary,1.0
8726,8075,3949,Primary,1.0
8727,8075,1032,Joint,0.5
8728,8076,3949,Primary,1.0
8729,8077,3949,Primary,1.0
8730,8078,3949,Primary,1.0
8731,8078,6875,Joint,0.5
8732,8079,3950,Primary,1.0
8733,8080,3951,Primary,1.0
8734,8081,3952,Primary,1.0
8735,8081,1319,Joint,0.5
8736,8082,3952,Primary,1.0
8737,8083,3952,Primary,1.0
8738,8084,3953,Primary,1.0
8739,8085,3954,Primary,1.0
8740,8086,3954,Primary,1.0
8741,8087,3955,Primary,1.0
8742,8088,3955,Primary,1.0
8743,8089,3956,Primary,1.0
8744,8090,3956,Primary,1.0
8745,8091,3956,Primary,1.0
8746,8092,3956,Primary,1.0
8747,8093,3957,Primary,1.0
8748,8094,3957,Primary,1.0
8749,8095,3958,Primary,1.0
8750,8096,3958,Primary,1.0
8751,8097,3958,Primary,1.0
8752,8098,3959,Primary,1.0
8753,8099,3959,Primary,1.0
8754,8100,3959,Primary,1.0
8755,8100,5615,Joint,0.5
8756,8101,3959,Primary,1.0
8757,8102,3960,Primary,1.0
8758,8103,3960,Primary,1.0
8759,8104,3960,Primary,1.0
8760,8105,3961,Primary,1.0
8761,8106,3961,Primary,1.0
8762,8107,3961,Primary,1.0
8763,8108,3962,Primary,1.0
8764,8108,4532,Joint,0.5
8765,8109,3963,Primary,1.0
8766,8110,3963,Primary,1.0
8767,8111,3964,Primary,1.0
8768,8112,3964,Primary,1.0
8769,8113,3965,Primary,1.0
8770,8114,3965,Primary,1.0
8771,8115,3966,Primary,1.0
8772,8116,3966,Primary,1.0
8773,8117,3966,Primary,1.0
8774,8118,3967,Primary,1.0
8775,8119,3967,Primary,1.0
8776,8120,3968,Primary,1.0
8777,8121,3968,Primary,1.0
8778,8122,3968,Primary,1.0
8779,8123,3969,Primary,1.0
8780,8124,3970,Primary,1.0
8781,8125,3970,Primary,1.0
8782,8126,3970,Primary,1.0
8783,8126,3222,Joint,0.5
8784,8127,3971,Primary,1.0
8785,8128,3971,Primary,1.0
8786,8129,3971,Primary,1.0
8787,8130,3972,Primary,1.0
8788,8131,3972,Primary,1.0
8789,8131,125,Joint,0.5
8790,8132,3972,Primary,1.0
8791,8133,3973,Primary,1.0
8792,8134,3974,Primary,1.0
8793,8135,3975,Primary,1.0
8794,8136,3976,Primary,1.0
8795,8137,3976,Primary,1.0
8796,8137,4678,Joint,0.5
8797,8138,3977,Primary,1.0
8798,8138,841,Joint,0.5
8799,8139,3978,Primary,1.0
8800,8140,3978,Primary,1.0
8801,8141,3978,Primary,1.0
8802,8142,3978,Primary,1.0
8803,8143,3979,Primary,1.0
8804,8144,3980,Primary,1.0
8805,8145,3981,Primary,1.0
8806,8146,3982,Primary,1.0
8807,8147,3982,Primary,1.0
8808,8148,3982,Primary,1.0
8809,8149,3983,Primary,1.0
8810,8150,3983,Primary,1.0
8811,8151,3983,Primary,1.0
8812,8152,3984,Primary,1.0
8813,8153,3985,Primary,1.0
8814,8154,3986,Primary,1.0
8815,8155,3986,Primary,1.0
8816,8156,3986,Primary,1.0
8817,8157,3987,Primary,1.0
8818,8158,3988,Primary,1.0
8819,8159,3988,Primary,1.0
8820,8160,3988,Primary,1.0
8821,8161,3989,Primary,1.0
8822,8162,3989,Primary,1.0
8823,8163,3990,Primary,1.0
8824,8164,3990,Primary,1.0
8825,8165,3990,Primary,1.0
8826,8166,3991,Primary,1.0
8827,8167,3992,Primary,1.0
8828,8168,3993,Primary,1.0
8829,8169,3993,Primary,1.0
8830,8170,3994,Primary,1.0
8831,8171,3995,Primary,1.0
8832,8172,3995,Primary,1.0
8833,8173,3996,Primary,1.0
8834,8174,3996,Primary,1.0
8835,8175,3997,Primary,1.0
8836,8176,3997,Primary,1.0
8837,8177,3998,Primary,1.0
8838,8178,3999,Primary,1.0
8839,8179,4000,Primary,1.0
8840,8180,4000,Primary,1.0
8841,8181,4001,Primary,1.0
8842,8182,4001,Primary,1.0
8843,8183,4001,Primary,1.0
8844,8184,4002,Primary,1.0
8845,8185,4003,Primary,1.0
8846,8185,5402,Joint,0.5
8847,8186,4003,Primary,1.0
8848,8187,4003,Primary,1.0
8849,8188,4004,Primary,1.0
8850,8189,4004,Primary,1.0
8851,8190,4005,Primary,1.0
8852,8191,4005,Primary,1.0
8853,8192,4005,Primary,1.0
8854,8193,4006,Primary,1.0
8855,8194,4006,Primary,1.0
8856,8195,4007,Primary,1.0
8857,8196,4007,Primary,1.0
8858,8197,4008,Primary,1.0
8859,8198,4009,Primary,1.0
8860,8199,4009,Primary,1.0
8861,8200,4010,Primary,1.0
8862,8201,4010,Primary,1.0
8863,8202,4011,Primary,1.0
8864,8203,4011,Primary,1.0
8865,8204,4011,Primary,1.0
8866,8205,4012,Primary,1.0
8867,8206,4012,Primary,1.0
8868,8207,4013,Primary,1.0
8869,8208,4013,Primary,1.0
8870,8209,4014,Primary,1.0
8871,8210,4014,Primary,1.0
8872,8211,4014,Primary,1.0
8873,8212,4015,Primary,1.0
8874,8213,4016,Primary,1.0
8875,8214,4016,Primary,1.0
8876,8215,4017,Primary,1.0
8877,8216,4017,Primary,1.0
8878,8217,4018,Primary,1.0
8879,8218,4018,Primary,1.0
8880,8219,4018,Primary,1.0
8881,8220,4018,Primary,1.0
8882,8221,4019,Primary,1.0
8883,8222,4020,Primary,1.0
8884,8223,4020,Primary,1.0
8885,8224,4021,Primary,1.0
8886,8225,4021,Primary,1.0
8887,8226,4022,Primary,1.0
8888,8227,4022,Primary,1.0
8889,8228,4022,Primary,1.0
8890,8229,4023,Primary,1.0
8891,8230,4023,Primary,1.0
8892,8231,4024,Primary,1.0
8893,8232,4024,Primary,1.0
8894,8233,4025,Primary,1.0
8895,8234,4025,Primary,1.0
8896,8235,4025,Primary,1.0
8897,8236,4026,Primary,1.0
8898,8237,4026,Primary,1.0
8899,8238,4027,Primary,1.0
8900,8239,4028,Primary,1.0
8901,8240,4029,Primary,1.0
8902,8241,4029,Primary,1.0
8903,8242,4029,Primary,1.0
8904,8243,4030,Primary,1.0
8905,8244,4030,Primary,1.0
8906,8245,4031,Primary,1.0
8907,8246,4031,Primary,1.0
8908,8247,4032,Primary,1.0
8909,8248,4033,Primary,1.0
8910,8249,4033,Primary,1.0
8911,8250,4034,Primary,1.0
8912,8251,4034,Primary,1.0
8913,8252,4035,Primary,1.0
8914,8253,4036,Primary,1.0
8915,8254,4037,Primary,1.0
8916,8255,4037,Primary,1.0
8917,8256,4038,Primary,1.0
8918,8257,4038,Primary,1.0
8919,8258,4039,Primary,1.0
8920,8259,4039,Primary,1.0
8921,8260,4039,Primary,1.0
8922,8261,4039,Primary,1.0
8923,8262,4040,Primary,1.0
8924,8263,4041,Primary,1.0
8925,8264,4042,Primary,1.0
8926,8265,4042,Primary,1.0
8927,8266,4043,Primary,1.0
8928,8267,4043,Primary,1.0
8929,8268,4044,Primary,1.0
8930,8269,4044,Primary,1.0
8931,8270,4044,Primary,1.0
8932,8271,4045,Primary,1.0
8933,8272,4046,Primary,1.0
8934,8273,4046,Primary,1.0
8935,8274,4047,Primary,1.0
8936,8274,3399,Joint,0.5
8937,8275,4047,Primary,1.0
8938,8276,4047,Primary,1.0
8939,8277,4048,Primary,1.0
8940,8278,4048,Primary,1.0
8941,8279,4049,Primary,1.0
8942,8280,4050,Primary,1.0
8943,8281,4050,Primary,1.0
8944,8282,4051,Primary,1.0
8945,8283,4051,Primary,1.0
8946,8284,4051,Primary,1.0
8947,8285,4051,Primary,1.0
8948,8286,4052,Primary,1.0
8949,8287,4052,Primary,1.0
8950,8287,392,Joint,0.5
8951,8288,4052,Primary,1.0
8952,8289,4052,Primary,1.0
8953,8290,4053,Primary,1.0
8954,8291,4053,Primary,1.0
8955,8292,4054,Primary,1.0
8956,8293,4054,Primary,1.0
8957,8294,4055,Primary,1.0
8958,8295,4056,Primary,1.0
8959,8295,4073,Joint,0.5
8960,8296,4056,Primary,1.0
8961,8297,4057,Primary,1.0
8962,8297,2862,Joint,0.5
8963,8298,4058,Primary,1.0
8964,8298,6,Joint,0.5
8965,8299,4059,Primary,1.0
8966,8300,4059,Primary,1.0
8967,8300,3405,Joint,0.5
8968,8301,4059,Primary,1.0
8969,8302,4059,Primary,1.0
8970,8303,4060,Primary,1.0
8971,8304,4060,Primary,1.0
8972,8305,4061,Primary,1.0
8973,8306,4061,Primary,1.0
8974,8307,4061,Primary,1.0
8975,8308,4061,Primary,1.0
8976,8309,4062,Primary,1.0
8977,8310,4063,Primary,1.0
8978,8310,3876,Joint,0.5
8979,8311,4063,Primary,1.0
8980,8312,4063,Primary,1.0
8981,8313,4064,Primary,1.0
8982,8314,4064,Primary,1.0
8983,8315,4064,Primary,1.0
8984,8316,4065,Primary,1.0
8985,8317,4065,Primary,1.0
8986,8318,4065,Primary,1.0
8987,8319,4065,Primary,1.0
8988,8320,4066,Primary,1.0
8989,8321,4066,Primary,1.0
8990,8322,4067,Primary,1.0
8991,8323,4067,Primary,1.0
8992,8324,4068,Primary,1.0
8993,8325,4068,Primary,1.0
8994,8326,4069,Primary,1.0
8995,8327,4070,Primary,1.0
8996,8328,4070,Primary,1.0
8997,8329,4071,Primary,1.0
8998,8330,4072,Primary,1.0
8999,8331,4073,Primary,1.0
9000,8332,4073,Primary,1.0
9001,8333,4074,Primary,1.0
9002,8334,4074,Primary,1.0
9003,8335,4075,Primary,1.0
9004,8336,4075,Primary,1.0
9005,8337,4076,Primary,1.0
9006,8338,4076,Primary,1.0
9007,8339,4077,Primary,1.0
9008,8339,5384,Joint,0.5
9009,8340,4078,Primary,1.0
9010,8341,4078,Primary,1.0
9011,8342,4078,Primary,1.0
9012,8343,4079,Primary,1.0
9013,8344,4079,Primary,1.0
9014,8345,4080,Primary,1.0
9015,8346,4080,Primary,1.0
9016,8347,4081,Primary,1.0
9017,8348,4081,Primary,1.0
9018,8349,4081,Primary,1.0
9019,8350,4081,Primary,1.0
9020,8351,4082,Primary,1.0
9021,8351,4054,Joint,0.5
9022,8352,4082,Primary,1.0
9023,8352,3845,Joint,0.5
9024,8353,4083,Primary,1.0
9025,8354,4083,Primary,1.0
9026,8354,2447,Joint,0.5
9027,8355,4083,Primary,1.0
9028,8356,4083,Primary,1.0
9029,8357,4084,Primary,1.0
9030,8358,4085,Primary,1.0
9031,8359,4085,Primary,1.0
9032,8360,4086,Primary,1.0
9033,8361,4086,Primary,1.0
9034,8362,4086,Primary,1.0
9035,8363,4087,Primary,1.0
9036,8364,4087,Primary,1.0
9037,8365,4088,Primary,1.0
9038,8366,4089,Primary,1.0
9039,8367,4089,Primary,1.0
9040,8368,4089,Primary,1.0
9041,8368,2615,Joint,0.5
9042,8369,4090,Primary,1.0
9043,8370,4091,Primary,1.0
9044,8371,4091,Primary,1.0
9045,8372,4092,Primary,1.0
9046,8373,4092,Primary,1.0
9047,8374,4092,Primary,1.0
9048,8375,4093,Primary,1.0
9049,8376,4094,Primary,1.0
9050,8377,4095,Primary,1.0
9051,8378,4096,Primary,1.0
9052,8379,4096,Primary,1.0
9053,8379,447,Joint,0.5
9054,8380,4097,Primary,1.0
9055,8381,4097,Primary,1.0
9056,8382,4097,Primary,1.0
9057,8383,4098,Primary,1.0
9058,8384,4098,Primary,1.0
9059,8385,4099,Primary,1.0
9060,8386,4099,Primary,1.0
9061,8387,4099,Primary,1.0
9062,8388,4099,Primary,1.0
9063,8389,4100,Primary,1.0
9064,8390,4100,Primary,1.0
9065,8391,4101,Primary,1.0
9066,8392,4101,Primary,1.0
9067,8393,4102,Primary,1.0
9068,8394,4102,Primary,1.0
9069,8395,4103,Primary,1.0
9070,8396,4103,Primary,1.0
9071,8397,4104,Primary,1.0
9072,8398,4104,Primary,1.0
9073,8399,4104,Primary,1.0
9074,8400,4105,Primary,1.0
9075,8401,4106,Primary,1.0
9076,8401,2488,Joint,0.5
9077,8402,4106,Primary,1.0
9078,8403,4106,Primary,1.0
9079,8404,4106,Primary,1.0
9080,8405,4107,Primary,1.0
9081,8405,5549,Joint,0.5
9082,8406,4107,Primary,1.0
9083,8407,4107,Primary,1.0
9084,8407,5312,Joint,0.5
9085,8408,4108,Primary,1.0
9086,8409,4109,Primary,1.0
9087,8410,4110,Primary,1.0
9088,8411,4110,Primary,1.0
9089,8412,4111,Primary,1.0
9090,8413,4111,Primary,1.0
9091,8414,4112,Primary,1.0
9092,8415,4112,Primary,1.0
9093,8416,4113,Primary,1.0
9094,8417,4113,Primary,1.0
9095,8418,4113,Primary,1.0
9096,8419,4114,Primary,1.0
9097,8420,4115,Primary,1.0
9098,8421,4116,Primary,1.0
9099,8421,947,Joint,0.5
9100,8422,4116,Primary,1.0
9101,8423,4116,Primary,1.0
9102,8424,4117,Primary,1.0
9103,8425,4117,Primary,1.0
9104,8426,4118,Primary,1.0
9105,8427,4118,Primary,1.0
9106,8428,4119,Primary,1.0
9107,8429,4119,Primary,1.0
9108,8430,4120,Primary,1.0
9109,8431,4121,Primary,1.0
9110,8432,4122,Primary,1.0
9111,8433,4123,Primary,1.0
9112,8434,4123,Primary,1.0
9113,8435,4124,Primary,1.0
9114,8436,4125,Primary,1.0
9115,8437,4125,Primary,1.0
9116,8438,4125,Primary,1.0
9117,8439,4126,Primary,1.0
9118,8440,4126,Primary,1.0
9119,8441,4126,Primary,1.0
9120,8442,4126,Primary,1.0
9121,8443,4127,Primary,1.0
9122,8444,4127,Primary,1.0
9123,8445,4127,Primary,1.0
9124,8445,5145,Joint,0.5
9125,8446,4128,Primary,1.0
9126,8447,4128,Primary,1.0
9127,8448,4128,Primary,1.0
9128,8449,4129,Primary,1.0
9129,8450,4129,Primary,1.0
9130,8451,4130,Primary,1.0
9131,8452,4130,Primary,1.0
9132,8453,4131,Primary,1.0
9133,8454,4131,Primary,1.0
9134,8455,4132,Primary,1.0
9135,8456,4132,Primary,1.0
9136,8457,4133,Primary,1.0
9137,8458,4134,Primary,1.0
9138,8459,4134,Primary,1.0
9139,8460,4134,Primary,1.0
9140,8461,4135,Primary,1.0
9141,8462,4135,Primary,1.0
9142,8463,4135,Primary,1.0
9143,8464,4135,Primary,1.0
9144,8465,4136,Primary,1.0
9145,8466,4136,Primary,1.0
9146,8467,4137,Primary,1.0
9147,8468,4137,Primary,1.0
9148,8469,4137,Primary,1.0
9149,8470,4138,Primary,1.0
9150,8471,4139,Primary,1.0
9151,8472,4140,Primary,1.0
9152,8473,4140,Primary,1.0
9153,8473,6570,Joint,0.5
9154,8474,4140,Primary,1.0
9155,8475,4141,Primary,1.0
9156,8476,4141,Primary,1.0
9157,8477,4141,Primary,1.0
9158,8478,4141,Primary,1.0
9159,8479,4142,Primary,1.0
9160,8480,4143,Primary,1.0
9161,8481,4144,Primary,1.0
9162,8482,4145,Primary,1.0
9163,8483,4145,Primary,1.0
9164,8484,4146,Primary,1.0
9165,8485,4147,Primary,1.0
9166,8486,4147,Primary,1.0
9167,8487,4148,Primary,1.0
9168,8488,4148,Primary,1.0
9169,8489,4148,Primary,1.0
9170,8490,4149,Primary,1.0
9171,8491,4150,Primary,1.0
9172,8492,4150,Primary,1.0
9173,8493,4151,Primary,1.0
9174,8494,4152,Primary,1.0
9175,8495,4152,Primary,1.0
9176,8496,4152,Primary,1.0
9177,8496,2236,Joint,0.5
9178,8497,4152,Primary,1.0
9179,8498,4153,Primary,1.0
9180,8499,4153,Primary,1.0
9181,8500,4154,Primary,1.0
9182,8501,4154,Primary,1.0
9183,8502,4155,Primary,1.0
9184,8503,4156,Primary,1.0
9185,8504,4156,Primary,1.0
9186,8505,4157,Primary,1.0
9187,8506,4157,Primary,1.0
9188,8507,4158,Primary,1.0
9189,8508,4158,Primary,1.0
9190,8509,4158,Primary,1.0
9191,8510,4159,Primary,1.0
9192,8511,4159,Primary,1.0
9193,8512,4159,Primary,1.0
9194,8513,4159,Primary,1.0
9195,8514,4160,Primary,1.0
9196,8515,4160,Primary,1.0
9197,8516,4160,Primary,1.0
9198,8517,4161,Primary,1.0
9199,8518,4162,Primary,1.0
9200,8518,134,Joint,0.5
9201,8519,4162,Primary,1.0
9202,8520,4163,Primary,1.0
9203,8521,4163,Primary,1.0
9204,8522,4163,Primary,1.0
9205,8522,1519,Joint,0.5
9206,8523,4164,Primary,1.0
9207,8524,4164,Primary,1.0
9208,8525,4164,Primary,1.0
9209,8526,4165,Primary,1.0
9210,8527,4166,Primary,1.0
9211,8527,3017,Joint,0.5
9212,8528,4166,Primary,1.0
9213,8528,5170,Joint,0.5
9214,8529,4167,Primary,1.0
9215,8530,4167,Primary,1.0
9216,8531,4167,Primary,1.0
9217,8532,4168,Primary,1.0
9218,8533,4169,Primary,1.0
9219,8534,4169,Primary,1.0
9220,8535,4169,Primary,1.0
9221,8536,4170,Primary,1.0
9222,8536,325,Joint,0.5
9223,8537,4170,Primary,1.0
9224,8538,4170,Primary,1.0
9225,8539,4171,Primary,1.0
9226,8540,4172,Primary,1.0
9227,8541,4172,Primary,1.0
9228,8542,4173,Primary,1.0
9229,8543,4174,Primary,1.0
9230,8544,4175,Primary,1.0
9231,8545,4175,Primary,1.0
9232,8546,4175,Primary,1.0
9233,8547,4176,Primary,1.0
9234,8548,4177,Primary,1.0
9235,8549,4178,Primary,1.0
9236,8550,4178,Primary,1.0
9237,8551,4178,Primary,1.0
9238,8552,4179,Primary,1.0
9239,8553,4179,Primary,1.0
9240,8554,4179,Primary,1.0
9241,8555,4180,Primary,1.0
9242,8556,4180,Primary,1.0
9243,8557,4180,Primary,1.0
9244,8558,4180,Primary,1.0
9245,8559,4181,Primary,1.0
9246,8560,4182,Primary,1.0
9247,8561,4182,Primary,1.0
9248,8562,4183,Primary,1.0
9249,8563,4183,Primary,1.0
9250,8564,4184,Primary,1.0
9251,8565,4184,Primary,1.0
9252,8566,4184,Primary,1.0
9253,8567,4185,Primary,1.0
9254,8567,3733,Joint,0.5
9255,8568,4185,Primary,1.0
9256,8569,4185,Primary,1.0
9257,8570,4185,Primary,1.0
9258,8571,4186,Primary,1.0
9259,8572,4187,Primary,1.0
9260,8573,4187,Primary,1.0
9261,8574,4187,Primary,1.0
9262,8575,4188,Primary,1.0
9263,8576,4188,Primary,1.0
9264,8577,4189,Primary,1.0
9265,8578,4189,Primary,1.0
9266,8579,4189,Primary,1.0
9267,8580,4190,Primary,1.0
9268,8581,4190,Primary,1.0
9269,8582,4191,Primary,1.0
9270,8583,4191,Primary,1.0
9271,8584,4191,Primary,1.0
9272,8585,4191,Primary,1.0
9273,8586,4192,Primary,1.0
9274,8586,5586,Joint,0.5
9275,8587,4192,Primary,1.0
9276,8587,3873,Joint,0.5
9277,8588,4192,Primary,1.0
9278,8589,4192,Primary,1.0
9279,8590,4193,Primary,1.0
9280,8591,4194,Primary,1.0
9281,8592,4194,Primary,1.0
9282,8593,4194,Primary,1.0
9283,8594,4194,Primary,1.0
9284,8595,4195,Primary,1.0
9285,8596,4196,Primary,1.0
9286,8597,4197,Primary,1.0
9287,8598,4197,Primary,1.0
9288,8599,4198,Primary,1.0
9289,8600,4198,Primary,1.0
9290,8601,4198,Primary,1.0
9291,8602,4199,Primary,1.0
9292,8603,4199,Primary,1.0
9293,8604,4199,Primary,1.0
9294,8604,300,Joint,0.5
9295,8605,4200,Primary,1.0
9296,8606,4201,Primary,1.0
9297,8607,4202,Primary,1.0
9298,8608,4202,Primary,1.0
9299,8609,4202,Primary,1.0
9300,8610,4203,Primary,1.0
9301,8611,4203,Primary,1.0
9302,8612,4203,Primary,1.0
9303,8613,4204,Primary,1.0
9304,8614,4205,Primary,1.0
9305,8615,4205,Primary,1.0
9306,8616,4205,Primary,1.0
9307,8617,4206,Primary,1.0
9308,8618,4207,Primary,1.0
9309,8619,4208,Primary,1.0
9310,8620,4208,Primary,1.0
9311,8620,2546,Joint,0.5
9312,8621,4209,Primary,1.0
9313,8622,4209,Primary,1.0
9314,8623,4209,Primary,1.0
9315,8624,4210,Primary,1.0
9316,8625,4210,Primary,1.0
9317,8626,4210,Primary,1.0
9318,8627,4211,Primary,1.0
9319,8628,4211,Primary,1.0
9320,8629,4212,Primary,1.0
9321,8630,4212,Primary,1.0
9322,8631,4212,Primary,1.0
9323,8632,4213,Primary,1.0
9324,8632,3904,Joint,0.5
9325,8633,4214,Primary,1.0
9326,8634,4214,Primary,1.0
9327,8635,4215,Primary,1.0
9328,8636,4215,Primary,1.0
9329,8637,4216,Primary,1.0
9330,8638,4217,Primary,1.0
9331,8639,4217,Primary,1.0
9332,8640,4218,Primary,1.0
9333,8641,4218,Primary,1.0
9334,8642,4219,Primary,1.0
9335,8643,4219,Primary,1.0
9336,8644,4220,Primary,1.0
9337,8645,4220,Primary,1.0
9338,8646,4220,Primary,1.0
9339,8647,4221,Primary,1.0
9340,8648,4222,Primary,1.0
9341,8649,4223,Primary,1.0
9342,8650,4224,Primary,1.0
9343,8651,4224,Primary,1.0
9344,8652,4224,Primary,1.0
9345,8653,4225,Primary,1.0
9346,8654,4226,Primary,1.0
9347,8654,3025,Joint,0.5
9348,8655,4226,Primary,1.0
9349,8656,4226,Primary,1.0
9350,8657,4227,Primary,1.0
9351,8658,4227,Primary,1.0
9352,8659,4228,Primary,1.0
9353,8660,4228,Primary,1.0
9354,8661,4229,Primary,1.0
9355,8662,4230,Primary,1.0
9356,8663,4230,Primary,1.0
9357,8664,4230,Primary,1.0
9358,8665,4231,Primary,1.0
9359,8666,4232,Primary,1.0
9360,8667,4233,Primary,1.0
9361,8668,4234,Primary,1.0
9362,8669,4234,Primary,1.0
9363,8670,4234,Primary,1.0
9364,8671,4235,Primary,1.0
9365,8672,4236,Primary,1.0
9366,8673,4236,Primary,1.0
9367,8674,4237,Primary,1.0
9368,8675,4237,Primary,1.0
9369,8676,4238,Primary,1.0
9370,8677,4238,Primary,1.0
9371,8678,4239,Primary,1.0
9372,8679,4239,Primary,1.0
9373,8679,6675,Joint,0.5
9374,8680,4239,Primary,1.0
9375,8681,4240,Primary,1.0
9376,8682,4240,Primary,1.0
9377,8683,4241,Primary,1.0
9378,8684,4242,Primary,1.0
9379,8685,4243,Primary,1.0
9380,8686,4243,Primary,1.0
9381,8687,4244,Primary,1.0
9382,8688,4244,Primary,1.0
9383,8689,4245,Primary,1.0
9384,8690,4246,Primary,1.0
9385,8691,4247,Primary,1.0
9386,8692,4248,Primary,1.0
9387,8693,4249,Primary,1.0
9388,8694,4250,Primary,1.0
9389,8695,4250,Primary,1.0
9390,8696,4251,Primary,1.0
9391,8697,4251,Primary,1.0
9392,8698,4252,Primary,1.0
9393,8699,4252,Primary,1.0
9394,8700,4253,Primary,1.0
9395,8701,4254,Primary,1.0
9396,8702,4254,Primary,1.0
9397,8703,4255,Primary,1.0
9398,8704,4256,Primary,1.0
9399,8705,4256,Primary,1.0
9400,8706,4257,Primary,1.0
9401,8707,4258,Primary,1.0
9402,8708,4259,Primary,1.0
9403,8708,4730,Joint,0.5
9404,8709,4259,Primary,1.0
9405,8710,4259,Primary,1.0
9406,8711,4260,Primary,1.0
9407,8712,4260,Primary,1.0
9408,8712,2667,Joint,0.5
9409,8713,4260,Primary,1.0
9410,8714,4260,Primary,1.0
9411,8715,4261,Primary,1.0
9412,8716,4262,Primary,1.0
9413,8717,4262,Primary,1.0
9414,8718,4262,Primary,1.0
9415,8719,4263,Primary,1.0
9416,8720,4264,Primary,1.0
9417,8721,4264,Primary,1.0
9418,8722,4265,Primary,1.0
9419,8723,4265,Primary,1.0
9420,8724,4266,Primary,1.0
9421,8725,4266,Primary,1.0
9422,8726,4267,Primary,1.0
9423,8727,4267,Primary,1.0
9424,8727,6517,Joint,0.5
9425,8728,4268,Primary,1.0
9426,8729,4269,Primary,1.0
9427,8730,4269,Primary,1.0
9428,8731,4270,Primary,1.0
9429,8732,4271,Primary,1.0
9430,8732,6527,Joint,0.5
9431,8733,4271,Primary,1.0
9432,8734,4272,Primary,1.0
9433,8735,4272,Primary,1.0
9434,8736,4272,Primary,1.0
9435,8737,4272,Primary,1.0
9436,8738,4273,Primary,1.0
9437,8739,4273,Primary,1.0
9438,8740,4274,Primary,1.0
9439,8741,4275,Primary,1.0
9440,8742,4276,Primary,1.0
9441,8743,4276,Primary,1.0
9442,8744,4277,Primary,1.0
9443,8745,4277,Primary,1.0
9444,8746,4278,Primary,1.0
9445,8747,4278,Primary,1.0
9446,8748,4278,Primary,1.0
9447,8749,4279,Primary,1.0
9448,8750,4279,Primary,1.0
9449,8750,789,Joint,0.5
9450,8751,4280,Primary,1.0
9451,8752,4281,Primary,1.0
9452,8753,4282,Primary,1.0
9453,8754,4282,Primary,1.0
9454,8755,4282,Primary,1.0
9455,8756,4282,Primary,1.0
9456,8757,4283,Primary,1.0
9457,8757,2548,Joint,0.5
9458,8758,4284,Primary,1.0
9459,8759,4284,Primary,1.0
9460,8760,4284,Primary,1.0
9461,8761,4285,Primary,1.0
9462,8762,4285,Primary,1.0
9463,8763,4286,Primary,1.0
9464,8763,1962,Joint,0.5
9465,8764,4286,Primary,1.0
9466,8765,4287,Primary,1.0
9467,8766,4287,Primary,1.0
9468,8767,4288,Primary,1.0
9469,8768,4288,Primary,1.0
9470,8769,4288,Primary,1.0
9471,8770,4289,Primary,1.0
9472,8771,4289,Primary,1.0
9473,8771,1033,Joint,0.5
9474,8772,4290,Primary,1.0
9475,8773,4290,Primary,1.0
9476,8774,4290,Primary,1.0
9477,8774,2793,Joint,0.5
9478,8775,4291,Primary,1.0
9479,8776,4291,Primary,1.0
9480,8777,4292,Primary,1.0
9481,8778,4292,Primary,1.0
9482,8778,3690,Joint,0.5
9483,8779,4293,Primary,1.0
9484,8780,4293,Primary,1.0
9485,8781,4294,Primary,1.0
9486,8782,4295,Primary,1.0
9487,8783,4295,Primary,1.0
9488,8784,4296,Primary,1.0
9489,8785,4297,Primary,1.0
9490,8785,6904,Joint,0.5
9491,8786,4297,Primary,1.0
9492,8787,4298,Primary,1.0
9493,8788,4298,Primary,1.0
9494,8789,4298,Primary,1.0
9495,8790,4299,Primary,1.0
9496,8791,4300,Primary,1.0
9497,8792,4300,Primary,1.0
