loan_id,account_id,customer_id,institution_id,branch_id,product_id,origination_date,close_date,original_principal,annual_interest_rate,term_months,scheduled_monthly_payment,loan_status
660,5430,2667,5,178,12,2024-12-09,,35000.0,0.0955,48,880.15,Delinquent 30
661,5441,2672,6,212,12,2024-09-12,,150000.0,0.098,120,1965.45,Current
662,5445,2673,3,125,10,2021-03-22,,350000.0,0.048,300,2005.72,Current
663,5459,2679,1,19,13,2025-08-18,,350000.0,0.0832,48,8597.18,Current
664,5461,2680,1,44,10,2020-07-24,,65000.0,0.0467,300,367.76,Current
665,5466,2682,5,171,12,2025-06-13,,550000.0,0.0828,84,8649.5,Current
666,5476,2687,5,195,11,2024-02-16,,350000.0,0.064,300,2341.29,Current
667,5479,2690,4,163,11,2025-09-08,,350000.0,0.0587,300,2227.95,Current
668,5482,2691,5,172,13,2024-08-19,,350000.0,0.0769,36,10917.12,Current
669,5496,2697,3,95,12,2024-05-09,,150000.0,0.1014,36,4849.92,Current
670,5503,2700,2,46,10,2022-12-21,,350000.0,0.0595,300,2244.49,Current
671,5507,2701,3,100,12,2025-01-18,,35000.0,0.0952,48,879.56,Current
672,5515,2706,2,77,10,2023-11-21,,25000.0,0.0466,300,141.23,Current
673,5518,2707,2,88,11,2021-04-10,,15000.0,0.0721,300,108.0,Current
674,5520,2709,1,45,12,2024-09-15,,15000.0,0.0938,120,193.15,Current
675,5524,2711,1,25,10,2022-12-22,2024-01-29,550000.0,0.0609,300,3574.64,Current
676,5529,2714,5,177,13,2024-04-19,,35000.0,0.0808,120,426.11,Current
677,5530,2714,5,188,10,2023-06-27,,550000.0,0.0586,300,3495.91,Current
678,5532,2714,1,25,11,2022-02-28,,550000.0,0.0604,300,3558.37,Current
679,5534,2715,1,18,11,2025-09-09,,350000.0,0.056,300,2169.97,Current
680,5536,2716,2,80,10,2025-03-27,,550000.0,0.0554,300,3390.38,Current
681,5539,2718,5,182,12,2022-08-02,,65000.0,0.0984,48,1643.47,Current
682,5545,2721,5,190,10,2023-07-05,,65000.0,0.0488,300,375.6,Current
683,5562,2729,5,188,12,2020-09-24,,15000.0,0.0961,48,377.61,Current
684,5577,2736,3,115,13,2024-09-12,,35000.0,0.0938,84,569.91,Current
685,5598,2749,2,59,13,2025-08-09,,350000.0,0.0794,84,5444.71,Current
686,5609,2752,4,141,12,2024-12-12,,150000.0,0.0953,120,1943.49,Current
687,5611,2754,2,55,11,2023-04-02,,150000.0,0.0629,300,993.33,Paid Off
688,5615,2755,1,43,12,2025-08-31,,25000.0,0.0944,60,524.35,Current
689,5617,2756,4,167,10,2022-07-05,,35000.0,0.0519,300,208.6,Current
690,5620,2757,3,114,11,2023-01-24,,350000.0,0.0589,300,2230.57,Current
691,5627,2760,4,147,10,2023-08-17,,25000.0,0.0516,300,148.5,Current
692,5637,2766,5,175,13,2024-07-15,,350000.0,0.0824,48,8584.04,Current
693,5644,2770,4,139,11,2021-11-03,,350000.0,0.0651,300,2366.5,Charged Off
694,5651,2773,5,186,11,2025-06-11,,350000.0,0.0588,300,2228.54,Current
695,5652,2773,4,133,12,2023-10-02,,35000.0,0.0987,36,1127.17,Current
696,5655,2774,5,208,13,2025-03-12,,25000.0,0.081,60,508.09,Current
697,5660,2775,4,148,11,2021-06-04,,65000.0,0.0651,300,439.23,Current
698,5667,2777,5,177,13,2024-08-31,,150000.0,0.0822,48,3677.47,Current
699,5684,2786,2,57,13,2022-06-13,,25000.0,0.0926,60,522.15,Current
700,5697,2794,3,130,12,2022-07-20,,65000.0,0.0973,60,1372.5,Current
701,5724,2806,1,26,10,2025-04-21,,350000.0,0.0556,300,2161.23,Current
702,5726,2806,5,197,11,2024-11-07,,35000.0,0.0746,300,257.73,Delinquent 30
703,5734,2811,1,10,13,2022-10-05,,350000.0,0.0757,48,8473.81,Current
704,5757,2826,3,111,13,2024-06-25,,150000.0,0.082,120,1835.47,Paid Off
705,5761,2829,3,92,13,2025-10-23,,550000.0,0.0816,60,11194.74,Current
706,5763,2829,6,222,12,2025-10-23,,35000.0,0.0953,48,879.85,Current
707,5770,2833,3,115,13,2023-10-20,,350000.0,0.096,120,4548.6,Current
708,5811,2853,1,3,12,2025-06-01,,150000.0,0.0923,48,3749.27,Current
709,5815,2855,5,177,11,2023-05-14,,35000.0,0.0516,300,207.97,Current
710,5820,2858,6,222,10,2024-03-04,,25000.0,0.0434,300,136.74,Current
711,5835,2863,3,130,12,2024-09-30,,35000.0,0.0962,36,1123.11,Current
712,5840,2867,3,127,10,2024-02-11,,550000.0,0.0483,300,3160.08,Paid Off
713,5846,2869,3,103,10,2025-06-07,,550000.0,0.0557,300,3400.53,Current
714,5849,2870,2,66,10,2025-01-20,,150000.0,0.0513,300,888.2,Current
715,5854,2873,3,129,10,2022-03-21,,15000.0,0.0646,300,100.91,Current
716,5858,2875,1,29,11,2025-12-08,,15000.0,0.0603,300,96.9,Current
717,5862,2877,1,34,10,2021-01-03,,25000.0,0.0462,300,140.65,Current
718,5869,2881,4,152,12,2023-03-04,,65000.0,0.092,84,1052.4,Current
719,5892,2894,1,16,12,2025-06-07,,350000.0,0.0942,120,4513.09,Current
720,5893,2894,4,141,13,2023-10-11,,35000.0,0.0838,60,716.02,Current
721,5915,2903,3,108,12,2024-10-02,,350000.0,0.0978,84,5770.48,Current
722,5920,2904,4,164,11,2025-10-30,,550000.0,0.0509,300,3244.53,Current
723,5927,2907,4,133,12,2024-05-18,,350000.0,0.0985,120,4596.19,Current
724,5928,2907,1,40,10,2024-05-18,,15000.0,0.0589,300,95.63,Current
725,5929,2908,3,104,11,2025-05-25,,25000.0,0.056,300,154.99,Delinquent 30
726,5945,2917,5,183,12,2024-12-18,,25000.0,0.0975,48,631.08,Current
727,5947,2917,6,222,13,2024-12-18,,65000.0,0.0906,84,1047.77,Current
728,5952,2919,6,217,12,2020-10-16,,35000.0,0.1017,84,584.19,Current
729,5955,2921,5,187,10,2024-09-20,,15000.0,0.0477,300,85.71,Delinquent 30
730,5958,2922,4,159,10,2021-01-04,,350000.0,0.0513,300,2071.69,Current
731,5968,2927,4,153,12,2021-11-17,,65000.0,0.1041,60,1394.23,Current
732,5976,2929,4,164,12,2024-07-11,,35000.0,0.0868,48,865.63,Current
733,5977,2930,5,207,12,2021-04-12,,15000.0,0.0892,60,310.83,Delinquent 90+
734,5979,2930,4,152,11,2022-10-27,,150000.0,0.0684,300,1044.54,Current
735,5980,2931,2,76,12,2023-05-07,,15000.0,0.092,120,191.6,Current
736,5989,2935,3,102,10,2025-06-01,,350000.0,0.0562,300,2175.12,Paid Off
737,6016,2949,4,155,10,2024-07-04,,25000.0,0.0553,300,154.0,Current
738,6062,2969,3,121,11,2023-04-25,,65000.0,0.0603,300,419.95,Current
739,6084,2982,1,42,12,2023-12-18,,35000.0,0.0971,60,738.71,Current
740,6092,2985,6,220,12,2023-03-10,,550000.0,0.0978,120,7202.09,Current
741,6112,2995,5,191,12,2025-07-21,,350000.0,0.0988,36,11274.0,Current
742,6125,3002,3,108,13,2025-11-11,,25000.0,0.0849,84,395.75,Current
743,6139,3008,1,27,11,2022-12-11,,150000.0,0.0583,300,950.93,Current
744,6149,3013,5,200,10,2022-04-21,,550000.0,0.0609,300,3574.42,Current
745,6155,3015,3,120,10,2024-07-22,,25000.0,0.0505,300,146.89,Current
746,6172,3022,2,78,13,2023-08-06,2023-11-03,35000.0,0.09,120,443.36,Current
747,6175,3024,5,188,12,2024-03-03,,65000.0,0.0992,84,1076.23,Current
748,6201,3037,6,212,13,2021-09-11,,150000.0,0.0741,84,2294.26,Paid Off
749,6225,3049,3,114,11,2025-07-29,,350000.0,0.0517,300,2080.45,Current
750,6226,3050,6,219,10,2025-06-30,,35000.0,0.0484,300,201.34,Current
751,6227,3050,4,145,12,2025-06-30,,35000.0,0.1044,48,895.03,Current
752,6228,3050,1,40,11,2025-06-30,,65000.0,0.071,300,463.48,Current
753,6232,3051,4,132,12,2024-12-01,,35000.0,0.0961,48,881.17,Current
754,6241,3054,1,32,12,2025-09-27,,350000.0,0.0984,84,5782.01,Delinquent 30
755,6243,3055,1,15,10,2025-12-14,,35000.0,0.0453,300,195.1,Current
756,6253,3060,6,222,13,2022-10-25,,550000.0,0.0816,84,8617.43,Delinquent 90+
757,6254,3060,5,192,12,2023-10-07,,350000.0,0.0938,48,8772.75,Current
758,6266,3066,3,127,12,2024-04-03,,65000.0,0.1027,120,868.78,Current
759,6272,3070,6,214,12,2024-12-23,,550000.0,0.0941,120,7090.99,Current
760,6284,3075,3,102,11,2024-07-20,,550000.0,0.0559,300,3408.61,Current
761,6335,3103,1,29,12,2024-07-02,,350000.0,0.0837,36,11028.07,Current
762,6342,3106,2,68,11,2025-11-15,,15000.0,0.0553,300,92.37,Delinquent 30
763,6350,3109,2,85,13,2025-12-06,,15000.0,0.084,60,307.01,Current
764,6375,3121,4,134,10,2024-10-28,,25000.0,0.048,300,143.23,Paid Off
765,6381,3125,4,154,12,2023-12-22,,15000.0,0.1053,120,202.67,Current
766,6383,3126,3,102,11,2025-10-14,,350000.0,0.0515,300,2076.72,Delinquent 60
767,6387,3128,1,2,10,2024-05-01,,65000.0,0.0486,300,374.82,Charged Off
768,6392,3131,5,180,11,2024-07-20,,35000.0,0.0539,300,212.65,Current
769,6407,3138,3,126,11,2024-10-29,,15000.0,0.0557,300,92.76,Delinquent 90+
770,6408,3138,2,54,10,2024-10-16,,35000.0,0.0493,300,203.28,Current
771,6418,3142,5,197,11,2024-08-21,,150000.0,0.0621,300,985.81,Delinquent 90+
772,6428,3147,6,215,12,2024-07-31,,350000.0,0.0981,60,7404.02,Current
773,6433,3150,3,109,10,2023-09-02,,350000.0,0.0431,300,1908.33,Current
774,6450,3157,2,74,10,2024-02-09,,25000.0,0.0619,300,164.04,Paid Off
775,6451,3157,5,174,12,2024-02-09,,35000.0,0.0926,60,730.93,Current
776,6458,3161,4,160,12,2025-10-15,,15000.0,0.1002,84,249.16,Delinquent 90+
777,6469,3166,3,127,11,2023-05-16,,350000.0,0.0649,300,2361.32,Current
778,6485,3171,4,137,10,2024-09-22,,35000.0,0.0623,300,230.49,Current
779,6489,3172,3,116,11,2021-11-25,,65000.0,0.0576,300,409.16,Current
780,6505,3179,1,5,11,2025-08-23,,15000.0,0.0642,300,100.56,Current
781,6506,3179,6,211,10,2024-01-04,2025-01-03,25000.0,0.0527,300,150.04,Current
782,6529,3188,5,188,10,2025-07-20,,25000.0,0.0507,300,147.2,Current
783,6541,3196,5,204,10,2025-12-12,,15000.0,0.0506,300,88.2,Current
784,6549,3198,2,83,11,2025-11-09,,65000.0,0.065,300,438.88,Current
785,6575,3214,6,213,12,2025-09-24,,15000.0,0.1008,48,381.0,Current
786,6578,3215,2,65,13,2022-11-22,,35000.0,0.0848,60,717.69,Current
787,6580,3216,5,171,12,2023-05-30,,350000.0,0.0899,60,7262.95,Current
788,6583,3216,1,24,11,2023-04-05,,35000.0,0.058,300,221.33,Current
789,6584,3217,1,23,12,2023-02-19,,150000.0,0.0942,84,2445.21,Current
790,6593,3220,5,178,13,2024-08-16,,350000.0,0.0838,84,5521.97,Charged Off
791,6607,3226,1,40,12,2025-08-30,,350000.0,0.0907,84,5644.0,Current
792,6627,3240,3,102,13,2023-07-08,,35000.0,0.0883,36,1110.2,Paid Off
793,6636,3245,1,3,12,2023-12-13,,35000.0,0.1025,36,1133.47,Delinquent 30
794,6637,3245,1,15,10,2025-08-28,,35000.0,0.0451,300,194.64,Current
795,6654,3258,2,54,12,2025-01-07,,35000.0,0.1131,48,909.84,Current
796,6658,3259,1,19,10,2025-08-28,,550000.0,0.0443,300,3036.31,Current
797,6659,3259,5,207,11,2025-11-15,,550000.0,0.0671,300,3786.2,Current
798,6664,3262,1,3,12,2024-08-21,,15000.0,0.0998,120,198.08,Delinquent 90+
799,6667,3263,2,57,12,2020-07-25,,550000.0,0.087,48,13608.92,Current
800,6685,3275,5,206,12,2023-10-11,,150000.0,0.0889,120,1891.52,Current
801,6712,3288,5,186,10,2024-07-25,,35000.0,0.0535,300,211.85,Current
802,6718,3290,4,158,10,2025-04-03,,350000.0,0.0502,300,2050.99,Current
803,6722,3292,2,66,13,2025-04-02,,65000.0,0.096,48,1636.15,Current
804,6732,3297,1,8,10,2022-05-18,2024-04-27,25000.0,0.063,300,165.65,Current
805,6739,3300,2,51,13,2025-11-08,,25000.0,0.0908,36,795.96,Current
806,6742,3302,2,70,12,2025-11-23,,15000.0,0.0947,48,376.62,Current
807,6745,3303,2,90,12,2023-03-06,,25000.0,0.1003,60,531.5,Current
808,6751,3305,3,125,12,2025-10-26,,35000.0,0.0978,60,739.95,Current
809,6758,3308,5,172,10,2024-09-20,,25000.0,0.0512,300,147.92,Paid Off
810,6783,3321,2,65,12,2024-07-16,,350000.0,0.1037,84,5877.53,Delinquent 30
811,6793,3327,5,193,11,2025-06-30,,15000.0,0.0587,300,95.47,Current
812,6799,3330,5,177,10,2024-12-29,,150000.0,0.053,300,902.91,Delinquent 30
813,6815,3335,1,42,10,2024-10-22,,350000.0,0.0543,300,2134.26,Current
814,6825,3342,4,165,13,2022-10-12,,350000.0,0.0937,36,11189.46,Current
815,6847,3353,5,184,12,2023-09-09,,15000.0,0.0995,36,483.66,Current
816,6853,3357,4,158,11,2022-04-14,2022-12-22,15000.0,0.052,300,89.44,Current
817,6862,3363,1,30,13,2024-11-07,,350000.0,0.0789,84,5435.37,Current
818,6870,3368,2,76,11,2025-01-18,,65000.0,0.0637,300,433.5,Current
819,6880,3373,4,158,12,2025-08-24,,15000.0,0.0906,60,311.85,Current
820,6883,3374,4,143,12,2024-01-31,,25000.0,0.0954,120,324.03,Current
821,6904,3384,5,208,12,2023-08-27,,35000.0,0.0974,60,739.19,Current
822,6911,3388,3,122,13,2024-12-15,,35000.0,0.0973,60,738.98,Current
823,6924,3393,4,138,13,2022-02-18,,25000.0,0.0846,36,788.75,Current
824,6927,3395,1,9,12,2022-05-25,,35000.0,0.0912,84,565.17,Current
825,6938,3400,1,7,11,2022-03-05,,35000.0,0.0532,300,211.1,Delinquent 30
826,6943,3402,4,168,13,2022-01-19,,350000.0,0.0959,48,8807.78,Current
827,6946,3403,1,37,11,2023-03-27,,350000.0,0.0701,300,2475.08,Current
828,6961,3410,6,213,13,2023-06-27,,350000.0,0.0858,60,7194.91,Current
829,6980,3418,4,134,12,2023-04-23,,15000.0,0.094,60,314.31,Delinquent 30
830,6989,3424,5,208,12,2024-10-26,,65000.0,0.106,48,1667.42,Current
831,6991,3425,4,165,11,2025-01-10,,350000.0,0.048,300,2006.06,Current
832,6994,3426,2,84,10,2020-05-25,,350000.0,0.056,300,2170.04,Current
833,7003,3430,1,34,11,2025-07-29,,25000.0,0.0685,300,174.38,Current
834,7007,3431,1,9,11,2024-10-08,,35000.0,0.0669,300,240.58,Delinquent 30
835,7018,3436,1,37,13,2023-06-18,,25000.0,0.0764,120,298.55,Current
836,7023,3438,3,113,10,2025-04-14,,350000.0,0.061,300,2275.61,Current
837,7025,3439,5,191,12,2021-11-23,,350000.0,0.1061,36,11394.66,Current
838,7030,3441,2,55,11,2025-08-08,,25000.0,0.0549,300,153.3,Current
839,7032,3442,2,77,11,2024-08-09,,550000.0,0.0571,300,3445.38,Current
840,7034,3444,3,123,10,2024-11-22,,15000.0,0.0433,300,81.97,Current
841,7045,3450,2,71,10,2025-08-02,,25000.0,0.0482,300,143.52,Current
842,7051,3452,3,94,12,2023-05-09,,150000.0,0.0979,60,3171.84,Current
843,7058,3454,2,85,12,2025-02-03,,350000.0,0.1003,48,8882.48,Current
844,7073,3462,5,186,10,2023-09-11,,150000.0,0.0589,300,956.09,Current
845,7076,3463,6,215,12,2022-10-09,,35000.0,0.0987,60,741.42,Delinquent 30
846,7091,3472,3,103,13,2024-07-03,,550000.0,0.0958,36,17637.9,Current
847,7094,3473,1,33,12,2023-07-30,,350000.0,0.0987,60,7414.42,Current
848,7096,3474,4,148,12,2024-10-23,,350000.0,0.0939,120,4507.55,Current
849,7106,3478,2,75,13,2021-06-29,,35000.0,0.0905,36,1113.76,Current
850,7115,3482,2,73,12,2022-09-24,,25000.0,0.0925,120,320.06,Current
851,7122,3485,3,99,12,2023-11-26,,65000.0,0.0987,48,1644.66,Current
852,7150,3500,5,176,12,2022-05-24,,65000.0,0.0886,60,1344.97,Delinquent 30
853,7173,3513,2,75,12,2022-06-16,,25000.0,0.0833,120,307.7,Current
854,7183,3519,3,129,10,2025-01-09,,25000.0,0.0479,300,143.12,Current
855,7185,3521,3,124,11,2024-10-20,,25000.0,0.0661,300,170.58,Charged Off
856,7189,3522,4,134,10,2022-12-26,,550000.0,0.0615,300,3593.81,Current
857,7192,3523,5,205,10,2023-11-21,,150000.0,0.0545,300,916.88,Current
858,7201,3528,4,164,10,2020-04-04,,65000.0,0.0473,300,369.91,Current
859,7206,3530,2,74,11,2025-03-09,,15000.0,0.0627,300,99.11,Paid Off
860,7207,3530,2,49,10,2025-03-09,,65000.0,0.0558,300,402.11,Current
861,7220,3537,6,210,11,2023-08-11,,150000.0,0.0655,300,1017.68,Paid Off
862,7224,3539,2,90,12,2025-12-01,,150000.0,0.0915,84,2424.96,Delinquent 30
863,7230,3543,2,86,12,2021-08-18,,15000.0,0.1,36,484.04,Current
864,7232,3543,1,40,13,2024-01-19,,65000.0,0.087,36,2057.79,Current
865,7236,3545,5,173,12,2024-08-25,,15000.0,0.1028,36,485.98,Current
866,7242,3547,3,97,10,2025-04-06,,150000.0,0.0652,300,1015.13,Delinquent 30
867,7247,3550,1,35,10,2024-12-12,,15000.0,0.0587,300,95.46,Delinquent 90+
868,7264,3560,2,53,13,2023-11-30,,150000.0,0.0892,48,3726.88,Current
869,7266,3561,3,115,12,2024-12-27,,350000.0,0.1077,120,4776.71,Current
870,7287,3572,5,171,12,2024-11-17,,350000.0,0.1052,84,5905.72,Current
871,7290,3573,1,5,13,2023-11-07,,350000.0,0.0881,36,11098.72,Current
872,7293,3575,4,161,12,2021-11-29,,65000.0,0.101,60,1384.14,Current
873,7296,3578,4,156,12,2025-09-27,,550000.0,0.0999,84,9126.68,Current
874,7303,3581,2,79,11,2025-11-24,,350000.0,0.057,300,2190.35,Current
875,7310,3585,6,214,10,2025-02-15,,35000.0,0.0539,300,212.67,Current
876,7311,3586,2,53,12,2021-08-12,,35000.0,0.0922,60,730.3,Current
877,7320,3590,3,105,10,2025-08-14,,65000.0,0.0667,300,445.75,Current
878,7323,3591,1,4,12,2023-01-09,,25000.0,0.0981,120,327.72,Delinquent 30
879,7326,3592,6,213,12,2024-08-28,,25000.0,0.1114,120,346.43,Paid Off
880,7332,3595,5,198,12,2025-12-14,,15000.0,0.1025,84,250.97,Current
881,7373,3613,3,125,12,2021-05-05,,35000.0,0.109,84,597.46,Current
882,7382,3618,5,185,13,2025-05-06,,35000.0,0.0802,120,425.1,Current
883,7391,3622,3,94,10,2024-08-31,,25000.0,0.0485,300,144.02,Current
884,7396,3625,4,135,12,2020-09-30,,65000.0,0.1037,60,1392.93,Current
885,7412,3634,2,90,12,2025-03-30,,150000.0,0.0961,36,4812.52,Current
886,7414,3634,3,126,11,2025-03-30,,550000.0,0.0573,300,3452.92,Current
887,7433,3643,2,85,12,2021-04-04,,550000.0,0.0889,84,8817.63,Current
888,7440,3646,4,161,13,2025-08-19,,15000.0,0.0971,84,246.8,Current
889,7444,3647,3,126,11,2025-07-03,,350000.0,0.0715,300,2506.47,Current
890,7450,3650,1,24,13,2024-07-14,,350000.0,0.0747,60,7008.19,Current
891,7455,3652,1,42,11,2025-11-05,,350000.0,0.0534,300,2117.01,Current
892,7473,3661,5,176,13,2022-09-09,,350000.0,0.0807,48,8555.98,Current
893,7492,3670,5,194,11,2024-02-11,,65000.0,0.0621,300,427.15,Current
894,7493,3670,1,12,13,2023-03-03,,35000.0,0.076,48,847.9,Current
895,7495,3671,2,61,12,2025-01-19,,25000.0,0.099,84,413.73,Current
896,7501,3673,3,104,12,2022-11-14,,25000.0,0.1016,84,417.15,Current
897,7511,3678,1,8,12,2023-06-04,,35000.0,0.0957,48,880.54,Delinquent 90+
898,7513,3680,4,156,11,2024-02-25,,150000.0,0.065,300,1012.5,Current
899,7525,3687,6,215,10,2022-02-01,2024-08-21,25000.0,0.0515,300,148.31,Delinquent 30
900,7540,3693,1,27,10,2025-12-05,,150000.0,0.0455,300,838.26,Current
901,7554,3700,1,16,10,2024-03-04,,65000.0,0.0541,300,395.76,Current
902,7559,3702,2,72,10,2021-10-25,,25000.0,0.0378,300,128.88,Delinquent 60
903,7583,3715,3,98,12,2025-08-01,,15000.0,0.0978,36,482.49,Current
904,7592,3718,4,140,12,2021-07-19,,15000.0,0.0957,120,194.71,Current
905,7594,3719,4,154,10,2025-04-14,,150000.0,0.0519,300,893.68,Current
906,7597,3720,6,216,11,2024-05-17,,35000.0,0.051,300,206.75,Delinquent 60
907,7608,3726,4,170,10,2023-07-23,,15000.0,0.0462,300,84.38,Delinquent 30
908,7613,3729,3,116,13,2024-06-09,,550000.0,0.076,84,8462.98,Current
909,7615,3729,1,5,11,2023-10-10,,150000.0,0.0759,300,1117.05,Current
910,7621,3732,6,218,12,2023-01-20,,25000.0,0.0982,84,412.7,Current
911,7623,3733,4,158,10,2025-11-20,,550000.0,0.048,300,3151.24,Delinquent 60
912,7630,3737,6,226,12,2025-06-27,,150000.0,0.081,48,3668.75,Delinquent 30
913,7632,3737,3,130,11,2025-06-27,,15000.0,0.0538,300,91.05,Current
914,7638,3740,4,134,12,2022-11-13,,15000.0,0.0985,48,379.36,Current
915,7646,3744,1,31,11,2021-04-26,2022-04-02,35000.0,0.0606,300,226.79,Current
916,7650,3746,5,195,10,2024-06-24,,350000.0,0.0427,300,1899.39,Delinquent 60
917,7651,3746,5,194,13,2025-09-08,,350000.0,0.0671,84,5233.74,Current
918,7657,3748,2,58,13,2024-04-04,,550000.0,0.0894,36,17475.55,Current
919,7663,3751,6,224,11,2025-05-18,,350000.0,0.0521,300,2089.11,Delinquent 30
920,7667,3753,3,93,13,2024-09-04,,15000.0,0.0927,48,375.22,Current
921,7678,3758,4,158,12,2023-04-13,,25000.0,0.0942,120,322.46,Current
922,7686,3763,2,75,11,2024-12-30,,35000.0,0.053,300,210.77,Current
923,7692,3765,1,16,12,2025-10-07,,150000.0,0.0929,84,2435.47,Current
924,7693,3766,2,78,12,2025-08-17,,25000.0,0.093,120,320.76,Current
925,7706,3771,5,194,11,2023-08-26,,350000.0,0.0697,300,2465.96,Current
926,7723,3781,4,154,12,2022-10-03,,550000.0,0.0993,36,17728.67,Current
927,7729,3783,4,162,11,2023-08-28,,65000.0,0.0654,300,440.65,Current
928,7732,3784,3,115,11,2022-02-19,,150000.0,0.0633,300,996.89,Current
929,7733,3784,2,80,12,2023-10-24,,35000.0,0.1001,120,462.74,Delinquent 60
930,7734,3785,3,130,10,2024-06-24,,550000.0,0.0594,300,3523.17,Current
931,7739,3786,2,52,11,2023-10-31,,350000.0,0.0647,300,2357.23,Current
932,7740,3787,2,80,13,2022-12-06,,350000.0,0.0796,84,5447.38,Current
933,7745,3789,4,164,10,2024-11-17,,350000.0,0.0506,300,2057.34,Current
934,7768,3801,6,218,12,2021-05-02,,35000.0,0.1015,120,465.39,Current
935,7776,3804,2,60,11,2024-09-30,,25000.0,0.056,300,155.07,Current
936,7780,3806,1,6,12,2025-09-08,,550000.0,0.1061,60,11850.71,Current
937,7787,3808,2,69,12,2025-01-02,,25000.0,0.0928,36,798.21,Current
938,7802,3815,4,157,11,2024-06-14,,65000.0,0.0656,300,441.27,Current
939,7835,3831,4,146,13,2023-08-31,,350000.0,0.0853,84,5548.38,Current
940,7840,3833,4,145,11,2025-05-14,,350000.0,0.0625,300,2309.32,Current
941,7856,3840,5,208,11,2024-06-25,,350000.0,0.0618,300,2293.56,Current
942,7862,3843,4,141,12,2025-07-23,,15000.0,0.0993,48,379.92,Current
943,7872,3848,1,11,10,2025-11-25,,25000.0,0.0592,300,159.81,Paid Off
944,7886,3856,6,209,10,2025-10-05,,15000.0,0.0513,300,88.84,Current
945,7893,3861,5,180,10,2024-09-25,,35000.0,0.0516,300,207.96,Current
946,7897,3862,2,60,12,2024-12-22,,550000.0,0.1016,36,17787.61,Current
947,7901,3864,6,222,13,2021-01-23,,150000.0,0.0862,84,2384.46,Current
948,7911,3869,2,70,12,2025-03-31,,150000.0,0.0952,84,2453.07,Current
949,7913,3870,1,14,13,2022-08-30,2024-05-05,550000.0,0.0861,120,6851.96,Current
950,7931,3879,1,16,10,2022-05-11,,65000.0,0.0407,300,345.62,Current
951,7946,3885,1,10,11,2023-06-20,,25000.0,0.0663,300,170.81,Current
952,7952,3888,3,97,11,2025-02-20,,25000.0,0.0574,300,157.08,Current
953,7965,3894,3,119,12,2023-07-10,,65000.0,0.107,84,1102.57,Current
954,7968,3896,6,209,13,2024-01-24,,350000.0,0.0859,84,5557.89,Current
955,7979,3900,4,162,10,2023-05-02,2025-07-31,350000.0,0.0551,300,2151.78,Delinquent 60
956,8002,3912,5,189,13,2024-10-10,,65000.0,0.0844,48,1600.43,Current
957,8009,3917,2,72,11,2021-04-23,,65000.0,0.0592,300,415.51,Current
958,8011,3917,3,124,12,2021-10-07,,350000.0,0.096,84,5738.42,Delinquent 60
959,8020,3921,5,202,10,2025-03-11,,150000.0,0.0524,300,897.79,Current
960,8021,3921,5,200,12,2025-01-04,2025-03-06,350000.0,0.0907,60,7278.0,Paid Off
961,8031,3925,4,150,13,2025-03-30,,550000.0,0.0792,84,8549.29,Current
962,8039,3929,3,107,10,2023-11-09,,350000.0,0.0486,300,2018.39,Current
963,8041,3930,2,50,13,2024-10-07,,150000.0,0.0911,60,3121.61,Current
964,8055,3936,4,138,12,2023-11-01,,350000.0,0.1026,60,7481.75,Current
965,8059,3940,1,3,12,2024-11-26,,350000.0,0.0997,60,7431.17,Delinquent 60
966,8062,3942,3,116,10,2022-07-18,,15000.0,0.0528,300,90.16,Current
967,8074,3948,3,93,11,2025-06-12,,35000.0,0.0731,300,254.34,Current
968,8075,3949,5,191,13,2024-06-26,,65000.0,0.0746,84,995.78,Paid Off
969,8077,3949,5,182,12,2024-06-26,,15000.0,0.0863,48,370.65,Current
970,8100,3959,1,20,10,2023-03-10,2024-09-08,350000.0,0.045,300,1944.79,Current
971,8101,3959,3,115,13,2022-12-17,,550000.0,0.0742,60,10999.11,Paid Off
972,8113,3965,3,122,11,2024-08-04,,65000.0,0.0618,300,425.95,Current
973,8127,3971,5,202,10,2022-05-01,,35000.0,0.0551,300,215.23,Current
974,8142,3978,4,170,10,2024-08-22,,550000.0,0.0537,300,3333.52,Current
975,8146,3982,5,193,12,2025-11-05,,15000.0,0.1058,60,323.0,Delinquent 90+
976,8151,3983,1,1,11,2022-12-14,2023-06-09,350000.0,0.0704,300,2483.04,Current
977,8161,3989,6,222,11,2023-04-19,2024-12-08,550000.0,0.0562,300,3418.64,Current
978,8164,3990,3,124,12,2025-11-08,,35000.0,0.0953,60,735.56,Current
979,8188,4004,3,117,11,2025-05-25,,35000.0,0.0689,300,244.93,Delinquent 30
980,8190,4005,1,39,12,2024-01-01,,550000.0,0.0923,36,17549.52,Charged Off
981,8203,4011,1,26,10,2024-07-31,,350000.0,0.0579,300,2210.63,Current
982,8217,4018,5,186,12,2025-07-08,,550000.0,0.1033,84,9224.82,Current
983,8222,4020,5,196,12,2024-09-08,,15000.0,0.0977,84,247.22,Current
984,8225,4021,4,153,11,2025-10-21,,350000.0,0.0671,300,2410.1,Current
985,8228,4022,5,184,11,2021-06-07,,65000.0,0.0584,300,412.61,Current
986,8229,4023,2,70,13,2023-08-20,,25000.0,0.0855,120,310.61,Delinquent 30
987,8232,4024,3,113,12,2022-01-28,,65000.0,0.0892,120,820.53,Current
