fraud_alert_id,transaction_id,account_id,customer_id,institution_id,branch_id,alert_date,alert_type,severity,confirmed_fraud_flag,estimated_loss_amount,resolution_status
577,48450,5543,2720,2,81,2023-08-21,Unusual Amount,Medium,False,0.0,Closed - False Positive
578,6371,8639,4217,5,206,2024-03-02,High Risk Merchant,Medium,True,47.33,Closed - Confirmed Fraud
579,16990,8542,4173,2,88,2025-03-14,Velocity Spike,Medium,False,0.0,Under Review
580,11698,1347,655,6,211,2023-03-10,Known Compromise,High,True,68.97,Account Frozen
581,51360,7467,3659,4,170,2023-06-18,High Risk Merchant,Medium,False,0.0,Closed - False Positive
582,23887,6326,3098,6,218,2024-12-01,Unusual Amount,High,False,0.0,Closed - False Positive
583,9161,582,277,2,51,2023-04-07,Velocity Spike,Medium,False,0.0,Closed - False Positive
584,61531,3555,1741,6,223,2023-04-24,Unusual Amount,Critical,False,0.0,Closed - False Positive
585,25533,3148,1539,2,80,2025-04-25,Velocity Spike,Medium,False,0.0,Customer Contacted
586,69793,4031,1969,5,202,2025-03-05,Card Not Present,Low,False,0.0,Account Frozen
587,32355,8587,4192,2,81,2023-07-21,Velocity Spike,Medium,False,0.0,Closed - False Positive
588,62150,323,156,5,207,2025-06-02,High Risk Merchant,Low,False,0.0,Closed - Confirmed Fraud
589,14402,2039,996,1,35,2025-02-17,Velocity Spike,Medium,False,0.0,Closed - False Positive
590,37986,5671,2780,2,67,2025-04-29,Card Not Present,Low,False,0.0,Closed - False Positive
591,1963,12292,5977,1,41,2025-03-28,Unusual Amount,High,False,0.0,Closed - False Positive
592,59930,7634,3739,1,20,2023-10-08,Geo Mismatch,Medium,False,0.0,Under Review
593,19218,11112,5410,2,71,2024-05-22,Geo Mismatch,Low,False,0.0,Closed - False Positive
594,21963,7972,3897,4,165,2023-08-18,Velocity Spike,Low,False,0.0,Under Review
595,37650,2908,1414,2,58,2023-07-05,Card Not Present,Medium,False,0.0,Closed - False Positive
596,65116,10175,4959,5,175,2025-02-27,Unusual Amount,Medium,False,0.0,Closed - False Positive
597,42426,5264,2586,5,193,2023-02-08,Velocity Spike,Medium,False,0.0,Customer Contacted
598,39708,2772,1342,4,165,2023-11-07,Card Not Present,Low,False,0.0,Closed - False Positive
599,14683,13316,6482,3,100,2025-02-19,High Risk Merchant,Low,False,0.0,Customer Contacted
600,1690,3988,1949,1,29,2023-05-28,Unusual Amount,Low,False,0.0,Closed - Confirmed Fraud
601,19749,7509,3677,1,15,2025-02-16,Unusual Amount,Low,False,0.0,Customer Contacted
602,64599,6778,3320,2,76,2023-11-14,Known Compromise,High,False,0.0,Closed - Confirmed Fraud
603,14040,14134,6887,1,6,2023-12-26,Unusual Amount,Low,False,0.0,Closed - False Positive
604,1209,8065,3943,1,4,2023-04-10,High Risk Merchant,Low,False,0.0,Under Review
605,260,1355,658,2,53,2024-10-21,Known Compromise,Low,False,0.0,Closed - False Positive
606,17952,258,126,2,76,2024-05-31,Card Not Present,Low,False,0.0,Customer Contacted
607,51710,13903,6777,4,136,2025-06-29,Geo Mismatch,High,False,0.0,Closed - Confirmed Fraud
608,45145,419,201,2,67,2023-03-25,Unusual Amount,Medium,False,0.0,Customer Contacted
609,54832,5049,2475,5,203,2023-04-05,Geo Mismatch,High,False,0.0,Closed - False Positive
610,44556,2360,1148,2,73,2024-09-09,Known Compromise,Medium,False,0.0,Customer Contacted
611,45780,6121,3001,5,178,2023-01-22,High Risk Merchant,Low,False,0.0,Customer Contacted
612,30429,5452,2676,6,221,2024-06-14,Card Not Present,Medium,False,0.0,Customer Contacted
613,29568,13128,6389,5,202,2024-01-29,Card Not Present,Low,False,0.0,Closed - Confirmed Fraud
614,39337,4222,2063,1,22,2023-02-08,High Risk Merchant,Medium,False,0.0,Under Review
615,20530,3622,1772,2,76,2023-01-29,Card Not Present,Medium,False,0.0,Closed - Confirmed Fraud
616,43093,3297,1611,3,125,2025-05-30,Card Not Present,Low,False,0.0,Closed - False Positive
617,15267,10850,5285,5,207,2024-04-20,High Risk Merchant,Critical,True,64.24,Customer Contacted
618,35738,13279,6466,6,223,2025-02-12,Geo Mismatch,High,False,0.0,Closed - False Positive
619,53044,1992,969,4,164,2024-12-06,Velocity Spike,Medium,False,0.0,Closed - False Positive
620,47632,5538,2718,5,179,2024-04-05,Known Compromise,Low,False,0.0,Closed - Confirmed Fraud
621,14536,12353,6006,1,36,2024-05-21,Card Not Present,High,False,0.0,Closed - False Positive
622,69693,2735,1322,2,88,2023-11-10,Card Not Present,Medium,False,0.0,Closed - False Positive
623,9346,3314,1620,2,65,2025-03-10,Velocity Spike,Low,False,0.0,Under Review
624,57521,10560,5144,1,28,2023-03-20,Velocity Spike,Low,False,0.0,Customer Contacted
625,14589,7912,3870,6,221,2023-11-04,Unusual Amount,Low,False,0.0,Closed - False Positive
626,45044,8341,4078,3,121,2025-07-23,High Risk Merchant,High,False,0.0,Closed - Confirmed Fraud
627,5336,9332,4555,3,125,2023-03-08,Unusual Amount,Low,False,0.0,Closed - False Positive
628,12016,7761,3798,3,92,2024-01-14,Velocity Spike,High,True,46.54,Closed - Confirmed Fraud
629,40076,12552,6104,6,219,2024-12-05,Geo Mismatch,High,False,0.0,Closed - False Positive
630,43551,3320,1622,4,141,2023-10-26,Geo Mismatch,Medium,False,0.0,Closed - False Positive
631,68247,11692,5705,5,173,2024-11-05,Geo Mismatch,Low,False,0.0,Closed - False Positive
632,45466,12228,5947,2,84,2025-11-14,Velocity Spike,Low,False,0.0,Closed - False Positive
633,60616,13232,6442,3,112,2025-10-08,Unusual Amount,Medium,False,0.0,Customer Contacted
634,2389,6057,2967,5,207,2023-10-22,Geo Mismatch,Low,False,0.0,Customer Contacted
635,45388,2231,1087,3,123,2025-10-08,Unusual Amount,Critical,True,1696.56,Closed - Confirmed Fraud
636,37487,9718,4742,6,226,2024-06-06,Unusual Amount,Low,False,0.0,Customer Contacted
637,56720,6446,3156,5,207,2023-03-20,Unusual Amount,High,False,0.0,Closed - False Positive
638,59509,13088,6372,2,47,2023-05-06,Geo Mismatch,Medium,False,0.0,Closed - False Positive
639,1754,9511,4642,1,37,2024-01-02,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
640,11290,3652,1787,5,178,2025-06-14,High Risk Merchant,High,False,0.0,Closed - False Positive
641,16192,5075,2488,2,71,2024-06-16,Known Compromise,Critical,False,0.0,Customer Contacted
642,10248,13425,6535,2,62,2025-06-21,High Risk Merchant,Low,False,0.0,Closed - False Positive
643,63613,6848,3353,4,143,2024-11-03,Known Compromise,Low,False,0.0,Customer Contacted
644,33032,13107,6381,4,170,2024-03-17,Card Not Present,High,False,0.0,Account Frozen
645,41184,3611,1767,3,113,2025-05-24,Unusual Amount,Medium,False,0.0,Closed - False Positive
646,51030,16,8,2,48,2025-10-28,Known Compromise,Low,False,0.0,Under Review
647,47646,11447,5578,5,197,2023-01-12,Velocity Spike,Critical,False,0.0,Under Review
648,65890,1182,575,5,192,2024-08-06,High Risk Merchant,Low,False,0.0,Account Frozen
649,56327,11384,5548,1,37,2025-03-05,High Risk Merchant,Low,False,0.0,Closed - False Positive
650,39421,10134,4941,1,19,2024-07-11,Unusual Amount,Medium,False,0.0,Closed - False Positive
651,62568,10307,5026,5,177,2023-10-29,Velocity Spike,Medium,False,0.0,Account Frozen
652,26128,1213,588,5,181,2025-03-16,Card Not Present,Medium,False,0.0,Under Review
653,26234,9269,4525,1,3,2025-01-06,Velocity Spike,Medium,False,0.0,Closed - False Positive
654,67169,13283,6467,1,33,2024-12-12,Unusual Amount,Low,True,129.55,Customer Contacted
655,56159,6598,3222,2,88,2025-10-13,Velocity Spike,Critical,False,0.0,Closed - False Positive
656,18509,10302,5024,3,106,2024-12-07,High Risk Merchant,Medium,False,0.0,Under Review
657,45216,10762,5242,1,33,2025-11-24,Velocity Spike,High,False,0.0,Closed - False Positive
658,3137,4315,2110,6,213,2025-01-28,High Risk Merchant,Low,False,0.0,Closed - False Positive
659,24671,12644,6146,4,157,2023-08-22,Card Not Present,Medium,True,502.45,Customer Contacted
660,23209,46,22,1,6,2024-12-30,Unusual Amount,Medium,False,0.0,Closed - False Positive
661,33857,4987,2444,5,183,2023-03-17,Unusual Amount,Medium,True,11.96,Closed - Confirmed Fraud
662,33742,8506,4157,1,22,2023-06-03,Known Compromise,Low,False,0.0,Closed - False Positive
663,54491,154,72,4,161,2023-10-08,Unusual Amount,High,False,0.0,Account Frozen
664,9243,1724,836,2,89,2024-06-26,Geo Mismatch,Low,False,0.0,Under Review
665,65056,4901,2402,1,36,2023-03-14,Card Not Present,Critical,False,0.0,Closed - False Positive
666,43812,3650,1786,1,5,2023-09-24,Card Not Present,Medium,False,0.0,Closed - False Positive
667,20621,13147,6398,3,110,2024-04-27,Known Compromise,Low,False,0.0,Closed - False Positive
668,21764,12982,6318,2,77,2025-01-30,Velocity Spike,Medium,False,0.0,Closed - False Positive
669,16651,10037,4894,6,216,2024-07-14,Velocity Spike,Low,False,0.0,Closed - False Positive
670,28102,6282,3074,2,50,2023-09-25,Card Not Present,Critical,True,296.82,Closed - Confirmed Fraud
671,39604,13920,6785,4,162,2025-07-25,Geo Mismatch,Low,False,0.0,Closed - False Positive
672,27944,666,321,4,161,2023-12-21,Card Not Present,Low,False,0.0,Closed - False Positive
673,16591,7534,3690,4,147,2024-10-03,Known Compromise,High,True,19.57,Closed - Confirmed Fraud
674,43784,8531,4167,1,19,2024-08-25,High Risk Merchant,Medium,False,0.0,Closed - False Positive
675,5573,5528,2713,4,170,2024-05-04,Unusual Amount,Low,False,0.0,Closed - False Positive
676,14405,12190,5929,3,105,2023-03-07,Card Not Present,Low,False,0.0,Closed - False Positive
677,53946,13351,6501,4,166,2023-06-25,Velocity Spike,High,False,0.0,Customer Contacted
678,14439,11870,5786,5,180,2023-10-15,High Risk Merchant,Low,False,0.0,Closed - False Positive
679,13218,1063,520,5,172,2023-11-05,Unusual Amount,Medium,False,0.0,Customer Contacted
680,27652,10950,5335,1,41,2025-11-21,Geo Mismatch,Low,False,0.0,Closed - False Positive
681,64956,986,481,1,23,2025-08-06,Velocity Spike,High,True,801.68,Customer Contacted
682,23870,9305,4542,4,147,2023-11-29,Geo Mismatch,High,False,0.0,Closed - False Positive
683,61375,4017,1964,2,78,2023-05-01,Geo Mismatch,High,True,402.17,Closed - Confirmed Fraud
684,1975,5855,2874,5,178,2025-04-07,Known Compromise,Medium,False,0.0,Closed - Confirmed Fraud
685,30484,10166,4955,1,42,2024-07-22,Card Not Present,Medium,False,0.0,Closed - False Positive
686,8369,5785,2841,1,20,2025-06-21,Velocity Spike,Low,False,0.0,Customer Contacted
687,17941,641,310,4,160,2024-09-18,Velocity Spike,Critical,True,52.1,Closed - Confirmed Fraud
688,4936,8883,4345,2,51,2025-07-04,Geo Mismatch,Medium,False,0.0,Closed - Confirmed Fraud
689,47714,12636,6143,2,79,2024-12-31,High Risk Merchant,Low,False,0.0,Closed - False Positive
690,5598,11189,5449,3,100,2023-12-24,Geo Mismatch,Medium,False,0.0,Closed - Confirmed Fraud
691,21603,7860,3842,1,36,2023-06-05,Card Not Present,High,True,54.97,Closed - Confirmed Fraud
692,12533,9029,4414,2,76,2023-08-09,Unusual Amount,Low,False,0.0,Closed - Confirmed Fraud
693,52109,3530,1730,4,146,2024-09-24,High Risk Merchant,High,True,86.73,Customer Contacted
694,55339,557,263,1,4,2023-11-03,Card Not Present,Medium,False,0.0,Customer Contacted
695,60008,12102,5892,5,199,2024-09-29,Known Compromise,Low,False,0.0,Closed - False Positive
696,19896,7379,3617,1,29,2023-10-15,Velocity Spike,Low,False,0.0,Closed - False Positive
697,49504,1919,936,2,89,2025-08-22,Unusual Amount,Medium,False,0.0,Closed - False Positive
698,69726,8441,4126,5,188,2024-08-23,Velocity Spike,Medium,False,0.0,Under Review
699,42734,501,240,2,88,2023-06-27,Velocity Spike,Medium,True,184.2,Customer Contacted
700,8970,3308,1617,1,11,2023-01-21,Known Compromise,Low,False,0.0,Closed - False Positive
701,28632,1390,675,2,50,2025-01-14,Card Not Present,Medium,False,0.0,Closed - False Positive
702,53434,2256,1097,1,24,2024-08-07,Unusual Amount,High,False,0.0,Closed - False Positive
703,64670,6724,3292,3,118,2024-12-11,Known Compromise,Low,False,0.0,Closed - Confirmed Fraud
704,43089,6215,3044,2,77,2025-08-07,Velocity Spike,Critical,True,56.32,Customer Contacted
705,14167,13308,6479,2,63,2025-11-16,Velocity Spike,High,False,0.0,Closed - False Positive
706,19955,9422,4598,4,150,2023-06-05,Card Not Present,Medium,False,0.0,Closed - False Positive
707,68033,14068,6858,6,223,2025-10-27,Card Not Present,Low,False,0.0,Customer Contacted
708,33072,4880,2393,2,52,2023-04-11,Velocity Spike,Medium,False,0.0,Closed - Confirmed Fraud
709,32698,520,248,1,5,2023-01-16,Card Not Present,Medium,False,0.0,Customer Contacted
710,15,10765,5244,1,14,2023-06-03,Card Not Present,Low,False,0.0,Account Frozen
711,53391,13675,6656,2,86,2023-11-14,Card Not Present,Medium,False,0.0,Closed - False Positive
712,65606,13751,6694,1,41,2024-06-26,Unusual Amount,Medium,False,0.0,Closed - False Positive
713,13996,12759,6200,4,148,2024-10-01,Velocity Spike,High,True,140.38,Account Frozen
714,43568,7797,3812,3,100,2023-08-04,Geo Mismatch,Medium,True,488.19,Account Frozen
715,13897,9461,4616,3,94,2024-10-28,High Risk Merchant,Medium,False,0.0,Customer Contacted
716,30221,5477,2688,6,218,2025-08-08,Geo Mismatch,Low,False,0.0,Closed - False Positive
717,55683,4387,2146,5,181,2024-05-26,Unusual Amount,Low,False,0.0,Under Review
718,58962,2590,1258,1,41,2024-10-21,Velocity Spike,Medium,False,0.0,Closed - False Positive
719,59594,8266,4043,1,38,2025-02-06,Card Not Present,Low,False,0.0,Closed - False Positive
720,64711,11657,5687,2,74,2023-03-08,High Risk Merchant,Medium,False,0.0,Account Frozen
721,15769,484,231,5,172,2025-02-17,Card Not Present,Medium,False,0.0,Customer Contacted
722,3327,13091,6373,2,70,2025-02-14,Card Not Present,Medium,False,0.0,Under Review
723,61739,4928,2415,1,38,2025-02-11,Known Compromise,High,False,0.0,Customer Contacted
724,56231,4625,2265,5,179,2023-01-29,Velocity Spike,Low,False,0.0,Closed - False Positive
725,2091,5715,2802,2,47,2025-11-20,High Risk Merchant,Medium,False,0.0,Customer Contacted
726,51033,11352,5533,1,41,2024-12-04,Card Not Present,High,True,61.1,Closed - Confirmed Fraud
727,50217,4880,2393,2,52,2025-06-18,Known Compromise,Low,False,0.0,Customer Contacted
728,37420,7454,3652,1,34,2024-11-11,High Risk Merchant,Low,False,0.0,Closed - False Positive
729,61260,6698,3282,5,191,2023-04-13,High Risk Merchant,Medium,False,0.0,Customer Contacted
730,36023,7074,3462,3,92,2024-10-09,Unusual Amount,Low,False,0.0,Closed - False Positive
731,57507,2009,977,4,154,2025-07-11,Geo Mismatch,Low,False,0.0,Closed - False Positive
732,23845,11919,5806,2,85,2024-05-09,Card Not Present,Low,True,84.02,Account Frozen
733,9979,9393,4584,3,109,2023-11-26,Geo Mismatch,Medium,False,0.0,Closed - False Positive
734,41330,13556,6598,4,136,2025-05-08,High Risk Merchant,Low,False,0.0,Customer Contacted
735,40179,2679,1296,1,10,2023-01-29,Unusual Amount,Low,False,0.0,Closed - False Positive
736,10549,1153,564,1,34,2025-05-30,Unusual Amount,Low,False,0.0,Closed - Confirmed Fraud
737,34575,136,63,5,183,2023-04-26,Unusual Amount,Medium,False,0.0,Customer Contacted
738,24473,13767,6703,5,191,2023-08-26,Velocity Spike,Low,False,0.0,Under Review
739,54494,878,426,6,214,2023-01-19,Unusual Amount,Low,False,0.0,Customer Contacted
740,17880,6077,2979,3,97,2024-05-01,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
741,17159,2307,1123,4,169,2025-09-30,Unusual Amount,Critical,True,207.1,Account Frozen
742,37713,1621,786,3,105,2023-03-16,Card Not Present,Medium,False,0.0,Closed - False Positive
743,61500,13853,6750,4,135,2023-05-01,Unusual Amount,High,True,23.01,Closed - Confirmed Fraud
744,53273,3431,1681,2,60,2023-06-02,Geo Mismatch,Low,False,0.0,Under Review
745,40888,9947,4846,2,57,2025-07-08,Known Compromise,Medium,False,0.0,Customer Contacted
746,64921,9790,4773,6,212,2025-07-28,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
747,62163,78,34,5,177,2025-11-19,Known Compromise,Low,False,0.0,Customer Contacted
748,65469,12877,6264,2,84,2025-07-19,Geo Mismatch,Low,False,0.0,Closed - False Positive
749,48246,12295,5978,2,73,2025-11-11,Known Compromise,Medium,False,0.0,Customer Contacted
750,3030,9611,4690,2,75,2025-09-08,Card Not Present,Low,False,0.0,Customer Contacted
751,46879,6858,3360,2,47,2024-04-02,High Risk Merchant,Low,False,0.0,Closed - False Positive
752,69411,310,147,1,11,2024-02-10,Velocity Spike,Low,False,0.0,Closed - False Positive
753,44323,11912,5803,1,18,2023-05-25,High Risk Merchant,Low,False,0.0,Closed - False Positive
754,54701,9674,4723,1,16,2025-04-07,Card Not Present,Low,False,0.0,Closed - False Positive
755,67341,10435,5085,5,197,2025-10-30,Unusual Amount,Medium,False,0.0,Closed - False Positive
756,52531,9598,4684,5,203,2025-02-04,High Risk Merchant,Medium,True,152.35,Closed - Confirmed Fraud
757,45999,6210,3041,4,167,2023-02-05,Velocity Spike,Low,False,0.0,Under Review
758,23554,4617,2260,4,134,2024-12-04,Velocity Spike,Critical,False,0.0,Closed - False Positive
759,57647,10617,5169,6,221,2023-07-26,Velocity Spike,Medium,True,174.41,Closed - Confirmed Fraud
760,38178,4212,2058,1,25,2023-10-24,Card Not Present,Medium,False,0.0,Under Review
761,43979,1758,853,2,46,2024-07-14,Velocity Spike,Low,False,0.0,Customer Contacted
762,60514,11742,5729,2,89,2023-09-24,Card Not Present,Critical,True,39.08,Account Frozen
763,56608,174,81,6,216,2025-07-04,Known Compromise,Low,False,0.0,Closed - False Positive
764,56894,318,153,5,172,2023-02-18,Geo Mismatch,Low,False,0.0,Closed - False Positive
765,28030,6273,3070,4,146,2025-08-05,Velocity Spike,Medium,False,0.0,Customer Contacted
766,7902,10142,4943,1,10,2023-04-05,Velocity Spike,High,True,230.14,Account Frozen
767,24868,3335,1630,1,5,2024-06-04,Geo Mismatch,Medium,True,199.66,Account Frozen
768,57466,1087,533,4,166,2024-05-31,Unusual Amount,Low,False,0.0,Closed - Confirmed Fraud
769,56580,13014,6336,1,4,2023-02-27,Card Not Present,Low,True,114.5,Closed - Confirmed Fraud
770,12549,2859,1386,6,215,2024-09-30,High Risk Merchant,Medium,True,287.35,Closed - Confirmed Fraud
771,40036,8938,4371,4,138,2025-11-19,Known Compromise,Medium,False,0.0,Closed - False Positive
772,62886,7939,3883,2,47,2023-12-14,Geo Mismatch,Medium,True,197.57,Customer Contacted
773,38543,2920,1420,4,163,2024-03-21,Velocity Spike,Medium,False,0.0,Customer Contacted
774,36600,6632,3243,3,104,2025-10-18,Velocity Spike,Low,False,0.0,Closed - False Positive
775,38990,2381,1159,1,30,2025-10-27,Velocity Spike,Low,False,0.0,Customer Contacted
776,11037,7949,3887,2,72,2024-07-26,Card Not Present,Low,False,0.0,Under Review
777,16071,8195,4007,1,24,2023-04-15,Geo Mismatch,Low,False,0.0,Closed - False Positive
778,48956,826,397,4,158,2023-01-09,Geo Mismatch,Low,False,0.0,Closed - False Positive
779,60825,1444,703,3,92,2023-01-18,Unusual Amount,Low,False,0.0,Closed - False Positive
780,17378,9291,4534,5,196,2023-08-29,Card Not Present,Low,False,0.0,Account Frozen
781,56190,10078,4915,1,27,2023-08-15,High Risk Merchant,Low,False,0.0,Closed - False Positive
782,41197,13818,6731,6,226,2023-09-04,Geo Mismatch,Medium,False,0.0,Under Review
783,55618,604,288,2,52,2023-05-19,Card Not Present,Low,False,0.0,Closed - False Positive
784,36404,6325,3098,1,18,2023-05-24,Geo Mismatch,High,True,64.75,Closed - Confirmed Fraud
785,47104,5228,2566,3,130,2023-03-06,Velocity Spike,Low,False,0.0,Closed - False Positive
786,44766,3232,1578,2,90,2025-07-26,Geo Mismatch,Low,False,0.0,Closed - False Positive
787,42471,10555,5143,5,203,2024-11-11,Geo Mismatch,Low,False,0.0,Customer Contacted
788,38074,7356,3606,2,66,2023-03-07,Velocity Spike,Low,False,0.0,Closed - Confirmed Fraud
789,12103,5455,2677,3,110,2025-06-19,Geo Mismatch,Low,False,0.0,Account Frozen
790,956,8591,4194,2,88,2025-01-03,Geo Mismatch,Medium,False,0.0,Customer Contacted
791,25092,4836,2372,2,47,2024-04-18,Velocity Spike,Medium,False,0.0,Under Review
792,6427,5408,2657,3,106,2023-03-08,Velocity Spike,Low,False,0.0,Account Frozen
793,62913,7473,3661,5,176,2024-08-12,Unusual Amount,Medium,False,0.0,Closed - False Positive
794,33714,2906,1413,2,77,2025-09-26,Velocity Spike,Medium,True,423.75,Account Frozen
795,18362,3019,1475,3,119,2025-08-31,Velocity Spike,Medium,False,0.0,Closed - False Positive
796,46735,4280,2094,5,203,2025-05-16,Geo Mismatch,Medium,False,0.0,Closed - False Positive
797,39543,13161,6406,4,159,2023-05-17,Card Not Present,Low,False,0.0,Closed - False Positive
798,39891,2562,1245,5,198,2025-05-27,Velocity Spike,Medium,False,0.0,Closed - False Positive
799,61303,4588,2245,6,214,2023-01-11,Card Not Present,Low,False,0.0,Under Review
800,12105,10495,5111,1,29,2024-05-30,Velocity Spike,High,False,0.0,Closed - False Positive
801,51879,8482,4145,3,125,2024-10-12,Geo Mismatch,Critical,True,27.12,Closed - Confirmed Fraud
802,69047,13039,6347,3,118,2023-11-18,Unusual Amount,Low,False,0.0,Under Review
803,63787,9223,4504,5,171,2024-04-07,Geo Mismatch,High,False,0.0,Closed - False Positive
804,15895,4255,2082,1,31,2025-07-12,Velocity Spike,Medium,False,0.0,Closed - False Positive
805,47627,765,365,3,106,2023-07-17,Card Not Present,Low,False,0.0,Closed - False Positive
806,48192,6061,2969,3,94,2023-09-03,High Risk Merchant,Medium,False,0.0,Closed - False Positive
807,41024,3770,1840,3,102,2023-04-30,Card Not Present,Low,False,0.0,Closed - Confirmed Fraud
808,6108,4525,2215,1,19,2024-03-03,Geo Mismatch,Low,False,0.0,Customer Contacted
809,163,9156,4472,4,131,2023-05-26,Card Not Present,Medium,False,0.0,Under Review
810,51461,10344,5045,4,159,2024-08-24,Card Not Present,Low,False,0.0,Closed - False Positive
811,22187,9053,4424,2,77,2025-06-23,Velocity Spike,Low,False,0.0,Closed - Confirmed Fraud
812,50419,4635,2268,4,142,2025-06-27,Card Not Present,Medium,False,0.0,Account Frozen
813,26440,3828,1868,4,136,2023-02-11,Geo Mismatch,Low,False,0.0,Under Review
814,40009,6646,3253,1,8,2023-09-19,Card Not Present,Medium,False,0.0,Closed - False Positive
815,50414,5816,2856,5,176,2024-01-01,Velocity Spike,Medium,False,0.0,Closed - False Positive
816,628,732,347,3,120,2025-06-12,Geo Mismatch,Low,False,0.0,Closed - False Positive
817,45362,1943,947,5,200,2025-04-23,Geo Mismatch,Medium,False,0.0,Closed - False Positive
818,55145,8362,4086,3,130,2025-11-05,Card Not Present,High,False,0.0,Closed - False Positive
819,53992,4792,2349,2,55,2024-01-18,Unusual Amount,Low,False,0.0,Customer Contacted
820,6065,12323,5991,1,5,2025-03-07,Known Compromise,Low,False,0.0,Closed - False Positive
821,7498,1891,922,6,214,2024-11-04,High Risk Merchant,High,True,184.55,Account Frozen
822,24759,1435,697,3,95,2023-04-16,Velocity Spike,Low,False,0.0,Customer Contacted
823,27548,6372,3120,2,88,2024-10-12,Geo Mismatch,Low,False,0.0,Closed - False Positive
824,39908,675,325,4,162,2025-04-02,Unusual Amount,Medium,False,0.0,Customer Contacted
825,41492,11763,5737,2,88,2024-01-24,Velocity Spike,High,False,0.0,Closed - False Positive
826,24665,13441,6541,6,218,2025-11-18,Unusual Amount,Low,False,0.0,Account Frozen
827,36106,4231,2068,2,89,2025-01-10,Known Compromise,Low,False,0.0,Closed - False Positive
828,31898,9204,4497,4,165,2025-11-18,Velocity Spike,Critical,True,249.9,Closed - Confirmed Fraud
829,60806,1013,492,3,104,2025-12-23,Geo Mismatch,Medium,False,0.0,Under Review
830,14415,14194,6916,1,44,2023-11-07,Unusual Amount,Low,False,0.0,Closed - False Positive
831,25510,8800,4303,5,187,2023-08-07,High Risk Merchant,High,False,0.0,Closed - Confirmed Fraud
832,22898,11933,5816,1,33,2024-02-28,Velocity Spike,Low,False,0.0,Closed - Confirmed Fraud
833,27672,11216,5462,1,44,2024-07-01,High Risk Merchant,Low,False,0.0,Closed - False Positive
834,62024,4293,2099,1,43,2023-03-19,Known Compromise,Medium,False,0.0,Closed - False Positive
835,59908,1060,518,3,129,2023-05-01,High Risk Merchant,Medium,False,0.0,Closed - False Positive
836,1864,10903,5312,2,88,2024-08-21,Card Not Present,Low,False,0.0,Closed - False Positive
837,33075,7155,3502,3,100,2024-04-21,Unusual Amount,Medium,False,0.0,Closed - False Positive
838,14649,6432,3149,4,168,2024-02-23,Known Compromise,High,False,0.0,Closed - False Positive
839,13650,1887,920,2,52,2023-11-16,High Risk Merchant,High,True,21.56,Account Frozen
840,41554,12197,5932,4,132,2023-09-01,Velocity Spike,Medium,False,0.0,Closed - False Positive
841,15072,7512,3679,1,44,2024-05-20,Geo Mismatch,Low,False,0.0,Customer Contacted
842,3722,860,415,6,218,2024-04-07,Card Not Present,Low,False,0.0,Closed - False Positive
843,55388,7446,3648,2,83,2025-01-27,Card Not Present,Medium,False,0.0,Account Frozen
844,58128,12353,6006,1,36,2025-05-17,Known Compromise,High,False,0.0,Closed - False Positive
845,22509,6375,3121,4,134,2025-09-13,Velocity Spike,High,False,0.0,Account Frozen
846,50350,5918,2904,2,54,2025-02-16,Velocity Spike,Medium,False,0.0,Closed - False Positive
847,22015,6598,3222,2,88,2025-12-15,Unusual Amount,Medium,False,0.0,Account Frozen
848,461,3805,1857,2,61,2024-01-08,Unusual Amount,Medium,False,0.0,Closed - False Positive
849,68865,5865,2878,2,76,2025-08-09,Card Not Present,Medium,False,0.0,Closed - False Positive
850,38680,13709,6671,3,103,2023-02-04,Card Not Present,High,False,0.0,Customer Contacted
851,44049,11172,5438,2,87,2024-04-10,Unusual Amount,Medium,False,0.0,Closed - Confirmed Fraud
852,58178,8252,4035,4,156,2025-07-20,High Risk Merchant,Low,False,0.0,Closed - False Positive
853,36015,5657,2774,4,141,2023-10-08,Unusual Amount,Low,False,0.0,Account Frozen
854,64408,5767,2831,2,62,2024-01-17,Card Not Present,Critical,True,124.31,Customer Contacted
855,35051,6331,3101,6,223,2024-08-22,High Risk Merchant,Low,False,0.0,Closed - False Positive
856,51886,9750,4754,3,101,2024-01-21,Velocity Spike,Medium,False,0.0,Customer Contacted
857,48338,12911,6283,5,172,2025-02-12,Known Compromise,Low,False,0.0,Closed - False Positive
858,15319,2902,1410,4,143,2024-08-09,Velocity Spike,Low,False,0.0,Closed - False Positive
859,5131,8773,4290,4,163,2024-07-25,Velocity Spike,Low,False,0.0,Closed - False Positive
860,46070,6592,3220,2,52,2023-07-06,Velocity Spike,High,False,0.0,Closed - False Positive
861,17788,7365,3610,3,122,2024-06-02,Known Compromise,Critical,False,0.0,Closed - False Positive
862,5424,5057,2478,4,150,2025-09-05,Unusual Amount,Low,False,0.0,Customer Contacted
863,63884,303,144,3,129,2023-02-02,Geo Mismatch,Medium,False,0.0,Account Frozen
864,24157,5058,2479,2,51,2024-11-04,Velocity Spike,High,True,103.56,Closed - Confirmed Fraud
865,58309,9974,4858,4,152,2025-09-02,Unusual Amount,Low,False,0.0,Closed - False Positive
866,6581,1007,489,6,219,2024-02-07,Velocity Spike,Medium,False,0.0,Under Review
