service_request_id,service_request_number,customer_id,account_id,institution_id,branch_id,created_date,request_type,priority,sla_target_hours,resolution_hours,sla_breached_flag,request_status,request_channel
2900,SR-00002900,2435,4968,2,48,2023-11-03,Dispute,Medium,48,76.4,True,Resolved,Mobile App
2901,SR-00002901,3642,7431,5,175,2024-05-11,Fraud Support,Medium,48,32.8,False,Resolved,Phone
2902,SR-00002902,994,2036,1,8,2023-01-07,Dispute,Medium,48,44.7,False,Resolved,Mobile App
2903,SR-00002903,2358,4808,4,134,2025-11-22,Digital Banking Support,Low,72,32.8,False,Resolved,Email
2904,SR-00002904,1979,4053,1,31,2024-01-17,Card Replacement,High,24,9.8,False,Resolved,Phone
2905,SR-00002905,3605,7353,1,2,2025-09-30,Fraud Support,Low,72,47.5,False,Escalated,Phone
2906,SR-00002906,967,1988,2,83,2025-11-28,Card Replacement,Low,72,48.6,False,Resolved,Mobile App
2907,SR-00002907,4688,9606,3,101,2024-12-15,Investment Inquiry,Medium,48,58.0,True,Closed Without Resolution,Phone
2908,SR-00002908,5644,11569,2,88,2025-12-09,Investment Inquiry,Low,72,61.7,False,Resolved,Online Banking
2909,SR-00002909,1057,2171,5,178,2024-05-14,Account Maintenance,High,24,27.9,True,Resolved,Online Banking
2910,SR-00002910,5071,10401,5,188,2024-07-01,Digital Banking Support,Medium,48,28.3,False,Resolved,Mobile App
2911,SR-00002911,6511,13375,3,93,2025-05-28,Card Replacement,Low,72,37.0,False,Resolved,Phone
2912,SR-00002912,892,1835,1,5,2025-10-18,Digital Banking Support,Urgent,8,5.1,False,Resolved,Online Banking
2913,SR-00002913,2108,4310,1,2,2025-02-19,Mortgage Inquiry,Low,72,91.3,True,Resolved,Phone
2914,SR-00002914,995,2038,4,148,2023-07-28,Investment Inquiry,High,24,21.0,False,Closed Without Resolution,Branch
2915,SR-00002915,4859,9975,1,44,2024-03-18,Fraud Support,Low,72,50.3,False,Escalated,Online Banking
2916,SR-00002916,6177,12708,5,204,2025-08-22,Dispute,Medium,48,35.2,False,Resolved,Phone
2917,SR-00002917,1094,2250,4,148,2025-12-01,Digital Banking Support,Low,72,131.4,True,Closed Without Resolution,Mobile App
2918,SR-00002918,6940,14247,1,11,2024-07-01,Digital Banking Support,Medium,48,21.4,False,Resolved,Online Banking
2919,SR-00002919,2947,6014,4,145,2024-06-06,Mortgage Inquiry,Medium,48,89.6,True,Resolved,Email
2920,SR-00002920,1315,2721,6,224,2024-06-15,Account Maintenance,Low,72,67.1,False,Open,Phone
2921,SR-00002921,3767,7697,5,184,2024-06-11,Mortgage Inquiry,Urgent,8,5.5,False,Resolved,Online Banking
2922,SR-00002922,3527,7198,4,142,2025-11-27,Card Replacement,Low,72,29.8,False,Resolved,Mobile App
2923,SR-00002923,3200,6551,3,101,2025-12-25,Digital Banking Support,Medium,48,44.2,False,Resolved,Branch
2924,SR-00002924,2219,4536,3,116,2024-01-31,Investment Inquiry,High,24,39.8,True,Resolved,Phone
2925,SR-00002925,6475,13299,1,3,2025-11-23,Digital Banking Support,Low,72,120.3,True,Resolved,Phone
2926,SR-00002926,1826,3739,2,85,2024-12-06,Dispute,Low,72,52.2,False,Resolved,Phone
2927,SR-00002927,4406,9009,4,157,2023-08-12,Mortgage Inquiry,Low,72,169.2,True,Resolved,Phone
2928,SR-00002928,4943,10142,1,10,2024-08-10,Dispute,Low,72,35.0,False,Resolved,Phone
2929,SR-00002929,3831,7835,4,146,2023-05-09,Fraud Support,High,24,22.9,False,Resolved,Online Banking
2930,SR-00002930,4217,8639,5,206,2023-01-03,Fraud Support,Medium,48,33.8,False,Resolved,Phone
2931,SR-00002931,6853,14056,4,158,2023-02-04,Fraud Support,Medium,48,28.4,False,Resolved,Phone
2932,SR-00002932,1373,2836,5,207,2025-02-23,Fraud Support,High,24,8.1,False,Resolved,Phone
2933,SR-00002933,1177,2420,3,114,2023-03-30,Complaint,High,24,19.8,False,Resolved,Mobile App
2934,SR-00002934,2425,4949,4,148,2024-10-23,Complaint,Medium,48,70.5,True,Resolved,Phone
2935,SR-00002935,3128,6388,2,79,2024-02-15,Dispute,Medium,48,15.7,False,Resolved,Branch
2936,SR-00002936,3725,7606,5,202,2025-08-15,Account Maintenance,Medium,48,76.2,True,Resolved,Phone
2937,SR-00002937,4499,9210,3,124,2024-07-13,Complaint,Low,72,63.1,False,Open,Mobile App
2938,SR-00002938,1078,2212,2,58,2023-05-21,Fraud Support,Medium,48,27.9,False,Resolved,Branch
2939,SR-00002939,4368,8933,5,193,2025-04-14,Dispute,Low,72,208.7,True,Escalated,Mobile App
2940,SR-00002940,4480,9176,4,136,2023-10-07,Account Maintenance,Low,72,56.5,False,Resolved,Branch
2941,SR-00002941,6358,13060,2,84,2025-04-16,Card Replacement,Low,72,60.8,False,Resolved,Phone
2942,SR-00002942,3755,7671,5,189,2025-10-06,Account Maintenance,Low,72,19.3,False,Open,Mobile App
2943,SR-00002943,290,607,4,134,2024-03-07,Account Maintenance,Medium,48,115.5,True,Resolved,Email
2944,SR-00002944,6626,13619,4,133,2024-12-18,Investment Inquiry,Low,72,126.6,True,Resolved,Email
2945,SR-00002945,5941,12215,5,206,2024-11-27,Card Replacement,High,24,9.4,False,Resolved,Mobile App
2946,SR-00002946,2730,5565,1,4,2024-06-27,Mortgage Inquiry,High,24,7.4,False,Closed Without Resolution,Branch
2947,SR-00002947,3255,6649,3,91,2025-10-17,Complaint,Low,72,46.8,False,Resolved,Mobile App
2948,SR-00002948,1975,4041,3,108,2025-05-06,Complaint,High,24,16.7,False,Resolved,Online Banking
2949,SR-00002949,5010,10278,2,61,2025-08-05,Mortgage Inquiry,Medium,48,87.8,True,Resolved,Online Banking
2950,SR-00002950,5441,11176,3,113,2023-01-02,Complaint,Medium,48,26.1,False,Resolved,Email
2951,SR-00002951,607,1255,1,10,2023-06-08,Dispute,Low,72,48.6,False,Escalated,Mobile App
2952,SR-00002952,4894,10036,6,219,2023-02-12,Fraud Support,Medium,48,28.8,False,Resolved,Online Banking
2953,SR-00002953,3903,7988,2,52,2023-11-08,Dispute,Low,72,76.0,True,Resolved,Phone
2954,SR-00002954,2852,5808,4,144,2024-04-08,Card Replacement,Medium,48,44.0,False,Resolved,Mobile App
2955,SR-00002955,2479,5058,2,51,2023-04-13,Mortgage Inquiry,Medium,48,53.8,True,Resolved,Phone
2956,SR-00002956,421,871,5,172,2024-03-13,Dispute,Low,72,51.7,False,Resolved,Online Banking
2957,SR-00002957,1428,2936,5,187,2025-03-04,Account Maintenance,Medium,48,27.3,False,Resolved,Phone
2958,SR-00002958,5950,12235,2,60,2024-10-01,Card Replacement,Low,72,34.7,False,Resolved,Email
2959,SR-00002959,2304,4701,4,149,2023-02-09,Complaint,Low,72,38.0,False,Escalated,Branch
2960,SR-00002960,5919,12167,3,101,2023-10-07,Dispute,Medium,48,21.9,False,Resolved,Phone
2961,SR-00002961,3388,6910,2,75,2023-09-25,Digital Banking Support,Low,72,60.0,False,Resolved,Online Banking
2962,SR-00002962,2661,5416,5,203,2025-11-03,Card Replacement,Low,72,116.5,True,Resolved,Branch
2963,SR-00002963,5534,11356,1,8,2023-12-19,Dispute,Medium,48,38.2,False,Open,Online Banking
2964,SR-00002964,3125,6382,2,62,2025-01-22,Account Maintenance,Medium,48,19.1,False,Closed Without Resolution,Phone
2965,SR-00002965,3087,6305,5,201,2025-10-17,Investment Inquiry,Low,72,33.6,False,Resolved,Email
2966,SR-00002966,4756,9753,1,11,2024-09-17,Investment Inquiry,Medium,48,14.3,False,Resolved,Phone
2967,SR-00002967,5397,11083,1,8,2024-03-06,Fraud Support,Medium,48,28.9,False,Resolved,Phone
2968,SR-00002968,5756,11811,1,37,2023-01-14,Dispute,Medium,48,49.1,True,Resolved,Branch
2969,SR-00002969,440,908,3,117,2023-06-21,Card Replacement,Medium,48,36.6,False,Resolved,Branch
2970,SR-00002970,6794,13940,5,186,2023-09-06,Dispute,Medium,48,57.8,True,Resolved,Phone
2971,SR-00002971,3552,7251,1,37,2023-03-04,Investment Inquiry,Medium,48,62.7,True,Resolved,Mobile App
2972,SR-00002972,5217,10713,5,178,2025-08-18,Fraud Support,Low,72,27.4,False,Resolved,Branch
2973,SR-00002973,6288,12921,3,95,2025-04-02,Investment Inquiry,Medium,48,28.8,False,Resolved,Branch
2974,SR-00002974,3444,7035,5,196,2025-08-10,Investment Inquiry,Medium,48,8.6,False,Closed Without Resolution,Phone
2975,SR-00002975,113,228,4,163,2024-06-25,Investment Inquiry,Urgent,8,5.5,False,Closed Without Resolution,Mobile App
2976,SR-00002976,1680,3430,3,113,2025-01-29,Dispute,Low,72,152.7,True,Closed Without Resolution,Branch
2977,SR-00002977,5232,10743,6,210,2023-06-18,Digital Banking Support,High,24,37.9,True,Resolved,Online Banking
2978,SR-00002978,5638,11559,4,158,2025-05-29,Account Maintenance,Urgent,8,5.0,False,Resolved,Phone
2979,SR-00002979,2821,5749,5,199,2023-11-16,Complaint,Low,72,107.4,True,Resolved,Email
2980,SR-00002980,3978,8139,3,102,2024-12-20,Account Maintenance,Medium,48,36.3,False,Resolved,Branch
2981,SR-00002981,104,212,5,175,2025-05-18,Investment Inquiry,Urgent,8,10.0,True,Resolved,Online Banking
2982,SR-00002982,2803,5716,5,173,2024-06-22,Account Maintenance,Low,72,73.7,True,Resolved,Branch
2983,SR-00002983,3092,6312,2,79,2023-01-07,Card Replacement,Low,72,97.9,True,Resolved,Email
2984,SR-00002984,4732,9695,5,172,2025-05-17,Dispute,Medium,48,90.4,True,Resolved,Online Banking
2985,SR-00002985,3901,7983,5,206,2025-05-25,Dispute,Medium,48,69.6,True,Resolved,Online Banking
2986,SR-00002986,3570,7282,5,184,2024-02-13,Digital Banking Support,Low,72,65.9,False,Resolved,Online Banking
2987,SR-00002987,3872,7919,4,159,2025-06-20,Card Replacement,Low,72,68.5,False,Resolved,Phone
2988,SR-00002988,6585,13532,1,16,2024-02-11,Fraud Support,Low,72,52.6,False,Resolved,Mobile App
2989,SR-00002989,3004,6130,4,166,2025-03-09,Complaint,Medium,48,16.6,False,Resolved,Branch
2990,SR-00002990,2989,6100,2,86,2025-03-26,Account Maintenance,Medium,48,32.9,False,Resolved,Online Banking
2991,SR-00002991,533,1087,4,166,2025-03-15,Card Replacement,High,24,3.8,False,Resolved,Phone
2992,SR-00002992,6759,13871,2,85,2025-04-01,Account Maintenance,Low,72,62.2,False,Resolved,Branch
2993,SR-00002993,5751,11800,4,150,2023-09-24,Digital Banking Support,Medium,48,9.9,False,Resolved,Phone
2994,SR-00002994,2784,5678,5,192,2024-02-17,Digital Banking Support,High,24,32.8,True,Resolved,Mobile App
2995,SR-00002995,1147,2358,5,206,2025-03-17,Account Maintenance,Medium,48,45.3,False,Resolved,Phone
2996,SR-00002996,5917,12163,3,100,2025-02-28,Card Replacement,Medium,48,23.7,False,Resolved,Online Banking
2997,SR-00002997,5856,12027,4,133,2025-09-10,Mortgage Inquiry,Low,72,13.3,False,Resolved,Branch
2998,SR-00002998,6188,12731,6,224,2025-03-09,Fraud Support,Medium,48,36.9,False,Resolved,Branch
2999,SR-00002999,948,1947,3,109,2025-11-18,Account Maintenance,Medium,48,65.3,True,Resolved,Branch
3000,SR-00003000,524,1070,2,69,2025-12-16,Account Maintenance,Low,72,73.3,True,Escalated,Phone
3001,SR-00003001,5033,10322,5,173,2025-08-11,Dispute,Low,72,90.2,True,Resolved,Phone
3002,SR-00003002,4908,10061,3,120,2024-04-24,Account Maintenance,High,24,18.2,False,Resolved,Mobile App
3003,SR-00003003,4919,10087,4,157,2023-12-24,Fraud Support,Medium,48,69.5,True,Resolved,Mobile App
3004,SR-00003004,5540,11370,1,32,2023-03-28,Dispute,Medium,48,91.2,True,Resolved,Branch
3005,SR-00003005,183,380,3,95,2025-12-06,Dispute,Urgent,8,7.2,False,Resolved,Online Banking
3006,SR-00003006,3794,7753,3,94,2024-05-27,Account Maintenance,Low,72,113.9,True,Resolved,Online Banking
3007,SR-00003007,176,365,5,198,2023-04-08,Fraud Support,Medium,48,62.1,True,Resolved,Mobile App
3008,SR-00003008,2761,5628,4,167,2024-12-13,Card Replacement,Medium,48,35.2,False,Resolved,Mobile App
3009,SR-00003009,4982,10218,3,113,2024-09-08,Dispute,Medium,48,36.8,False,Resolved,Phone
3010,SR-00003010,4503,9218,1,24,2025-01-31,Mortgage Inquiry,Low,72,33.6,False,Resolved,Mobile App
3011,SR-00003011,160,337,2,88,2025-11-22,Fraud Support,Medium,48,98.3,True,Resolved,Branch
3012,SR-00003012,3242,6630,6,223,2025-05-29,Complaint,Low,72,99.4,True,Escalated,Phone
3013,SR-00003013,3367,6869,4,136,2023-04-03,Digital Banking Support,Low,72,165.4,True,Resolved,Email
3014,SR-00003014,4843,9940,2,67,2024-10-29,Digital Banking Support,Medium,48,20.4,False,Resolved,Online Banking
3015,SR-00003015,211,440,3,102,2023-12-06,Account Maintenance,Medium,48,20.7,False,Resolved,Online Banking
3016,SR-00003016,6468,13286,1,6,2025-02-16,Fraud Support,Medium,48,85.6,True,Resolved,Branch
3017,SR-00003017,10,22,3,124,2024-03-20,Dispute,Low,72,64.4,False,Resolved,Phone
3018,SR-00003018,4767,9776,1,4,2025-02-02,Digital Banking Support,Low,72,26.3,False,Resolved,Phone
3019,SR-00003019,3262,6664,1,3,2025-11-21,Mortgage Inquiry,Medium,48,34.7,False,Resolved,Phone
3020,SR-00003020,4079,8343,5,201,2023-07-01,Fraud Support,Low,72,42.8,False,Escalated,Branch
3021,SR-00003021,1905,3905,3,121,2024-11-23,Complaint,Low,72,39.7,False,Resolved,Branch
3022,SR-00003022,2176,4447,3,117,2024-05-04,Card Replacement,Medium,48,29.5,False,Resolved,Mobile App
3023,SR-00003023,5783,11867,3,97,2025-07-13,Digital Banking Support,Medium,48,67.9,True,Escalated,Branch
3024,SR-00003024,3540,7226,5,200,2025-11-29,Fraud Support,Medium,48,35.5,False,Resolved,Mobile App
3025,SR-00003025,4865,9986,1,31,2023-03-06,Complaint,Medium,48,22.8,False,Resolved,Branch
3026,SR-00003026,6565,13493,5,194,2024-01-19,Mortgage Inquiry,Low,72,34.1,False,Resolved,Phone
3027,SR-00003027,3830,7833,4,148,2025-05-11,Card Replacement,Low,72,42.9,False,Resolved,Email
3028,SR-00003028,4230,8663,3,124,2025-09-30,Digital Banking Support,Low,72,39.1,False,Resolved,Branch
3029,SR-00003029,5671,11624,2,49,2025-11-04,Dispute,Low,72,21.5,False,Resolved,Email
3030,SR-00003030,144,302,1,10,2025-10-27,Dispute,Low,72,36.4,False,Resolved,Mobile App
3031,SR-00003031,3654,7459,4,145,2023-09-30,Account Maintenance,Medium,48,127.4,True,Resolved,Online Banking
3032,SR-00003032,197,412,3,123,2025-09-16,Dispute,Low,72,49.6,False,Resolved,Mobile App
3033,SR-00003033,5021,10297,2,76,2024-11-20,Card Replacement,Medium,48,51.7,True,Resolved,Branch
3034,SR-00003034,1658,3383,2,89,2025-04-06,Card Replacement,High,24,20.4,False,Open,Email
3035,SR-00003035,3465,7080,2,71,2025-12-21,Digital Banking Support,Medium,48,46.7,False,Escalated,Phone
3036,SR-00003036,2253,4605,4,166,2024-08-23,Digital Banking Support,Medium,48,74.5,True,Resolved,Phone
3037,SR-00003037,5189,10653,2,83,2024-10-22,Digital Banking Support,Low,72,45.6,False,Resolved,Branch
3038,SR-00003038,6841,14034,6,217,2025-09-12,Mortgage Inquiry,Low,72,159.2,True,Resolved,Phone
3039,SR-00003039,711,1463,3,125,2023-12-11,Complaint,High,24,71.5,True,Resolved,Email
3040,SR-00003040,4147,8486,5,196,2025-08-25,Digital Banking Support,Medium,48,102.7,True,Resolved,Phone
3041,SR-00003041,2337,4769,2,54,2023-06-10,Digital Banking Support,Medium,48,77.8,True,Resolved,Mobile App
3042,SR-00003042,3729,7613,3,116,2023-11-28,Account Maintenance,Medium,48,43.0,False,Resolved,Phone
3043,SR-00003043,4284,8759,3,110,2023-01-30,Investment Inquiry,Low,72,57.6,False,Escalated,Branch
3044,SR-00003044,4618,9468,2,69,2023-11-24,Account Maintenance,Medium,48,37.5,False,Resolved,Online Banking
3045,SR-00003045,3927,8036,4,167,2025-11-07,Investment Inquiry,Low,72,106.7,True,Resolved,Branch
3046,SR-00003046,5240,10755,2,81,2024-08-19,Investment Inquiry,Low,72,49.4,False,Resolved,Phone
3047,SR-00003047,5157,10590,6,216,2024-07-03,Card Replacement,Medium,48,49.5,True,Resolved,Online Banking
3048,SR-00003048,1049,2158,4,139,2025-07-13,Account Maintenance,Urgent,8,5.2,False,Open,Online Banking
3049,SR-00003049,5627,11531,3,117,2025-11-09,Dispute,High,24,11.1,False,Resolved,Email
3050,SR-00003050,3866,7905,3,127,2023-10-21,Card Replacement,Low,72,95.5,True,Resolved,Phone
3051,SR-00003051,639,1319,5,182,2025-04-14,Card Replacement,High,24,10.8,False,Escalated,Phone
3052,SR-00003052,4626,9476,6,210,2025-11-01,Dispute,Low,72,47.8,False,Escalated,Mobile App
3053,SR-00003053,4648,9522,2,52,2024-07-13,Fraud Support,Medium,48,25.1,False,Resolved,Branch
3054,SR-00003054,759,1570,3,104,2024-07-28,Investment Inquiry,Low,72,29.4,False,Resolved,Branch
3055,SR-00003055,5712,11705,3,111,2025-09-13,Fraud Support,Medium,48,26.8,False,Resolved,Branch
3056,SR-00003056,4499,9210,3,124,2025-02-16,Investment Inquiry,High,24,11.4,False,Resolved,Branch
3057,SR-00003057,2056,4206,1,27,2023-02-25,Dispute,Low,72,37.1,False,Escalated,Phone
3058,SR-00003058,6222,12800,4,158,2025-01-08,Complaint,Low,72,16.7,False,Resolved,Branch
3059,SR-00003059,2448,4997,4,150,2023-12-27,Account Maintenance,High,24,18.8,False,Closed Without Resolution,Mobile App
3060,SR-00003060,732,1510,5,179,2024-11-22,Dispute,Medium,48,40.7,False,Open,Branch
3061,SR-00003061,2407,4911,2,84,2025-11-22,Digital Banking Support,Low,72,81.5,True,Resolved,Email
3062,SR-00003062,4916,10080,5,202,2024-02-12,Investment Inquiry,Low,72,60.6,False,Closed Without Resolution,Mobile App
3063,SR-00003063,3994,8170,3,128,2023-02-24,Fraud Support,Medium,48,15.2,False,Resolved,Online Banking
3064,SR-00003064,363,761,2,74,2024-08-18,Complaint,Low,72,45.9,False,Resolved,Phone
3065,SR-00003065,1690,3457,1,11,2025-04-09,Card Replacement,Medium,48,29.4,False,Resolved,Mobile App
3066,SR-00003066,5130,10531,4,150,2023-03-14,Account Maintenance,High,24,22.5,False,Resolved,Mobile App
3067,SR-00003067,394,820,2,59,2024-01-03,Dispute,High,24,20.8,False,Resolved,Phone
3068,SR-00003068,5976,12290,4,135,2024-06-26,Account Maintenance,Medium,48,73.1,True,Resolved,Online Banking
3069,SR-00003069,2346,4787,1,22,2024-10-15,Investment Inquiry,High,24,18.1,False,Resolved,Phone
3070,SR-00003070,3012,6146,3,97,2023-05-30,Account Maintenance,Medium,48,18.6,False,Resolved,Mobile App
3071,SR-00003071,4758,9756,5,197,2024-03-19,Digital Banking Support,Medium,48,23.1,False,Escalated,Branch
3072,SR-00003072,1098,2257,6,223,2024-11-04,Digital Banking Support,Medium,48,57.6,True,Resolved,Email
3073,SR-00003073,3013,6151,1,23,2023-01-04,Account Maintenance,Low,72,20.8,False,Resolved,Phone
3074,SR-00003074,2981,6082,1,32,2023-02-06,Dispute,Low,72,22.7,False,Resolved,Phone
3075,SR-00003075,1399,2884,4,163,2024-12-14,Digital Banking Support,Medium,48,18.8,False,Resolved,Online Banking
3076,SR-00003076,5331,10943,1,13,2025-11-07,Investment Inquiry,Low,72,23.0,False,Resolved,Mobile App
3077,SR-00003077,1780,3636,4,159,2024-05-07,Card Replacement,Low,72,49.7,False,Resolved,Mobile App
3078,SR-00003078,6080,12506,4,144,2023-09-20,Account Maintenance,Medium,48,41.0,False,Resolved,Phone
3079,SR-00003079,5300,10882,5,208,2024-05-07,Card Replacement,Medium,48,7.6,False,Resolved,Phone
3080,SR-00003080,719,1482,3,118,2023-03-14,Complaint,Low,72,82.9,True,Resolved,Online Banking
3081,SR-00003081,1282,2644,4,150,2025-11-11,Card Replacement,Low,72,61.9,False,Closed Without Resolution,Email
3082,SR-00003082,4750,9742,2,70,2025-01-21,Dispute,High,24,10.1,False,Resolved,Branch
3083,SR-00003083,5001,10255,2,62,2023-09-02,Dispute,Medium,48,24.9,False,Escalated,Branch
3084,SR-00003084,88,184,3,129,2023-05-25,Account Maintenance,Medium,48,51.9,True,Resolved,Phone
3085,SR-00003085,4327,8844,4,136,2024-03-06,Investment Inquiry,Medium,48,34.6,False,Resolved,Phone
3086,SR-00003086,2333,4761,1,31,2024-02-01,Card Replacement,Low,72,42.7,False,Open,Branch
3087,SR-00003087,222,462,4,131,2024-10-25,Digital Banking Support,High,24,17.5,False,Resolved,Online Banking
3088,SR-00003088,6370,13084,4,166,2024-08-19,Account Maintenance,Low,72,105.7,True,Escalated,Branch
3089,SR-00003089,1774,3625,1,44,2024-12-06,Mortgage Inquiry,High,24,19.9,False,Resolved,Mobile App
3090,SR-00003090,1260,2593,1,35,2023-02-21,Dispute,High,24,18.5,False,Resolved,Branch
3091,SR-00003091,6169,12694,2,71,2025-06-15,Digital Banking Support,Low,72,8.9,False,Resolved,Online Banking
3092,SR-00003092,236,493,5,201,2024-03-19,Account Maintenance,Medium,48,16.5,False,Escalated,Mobile App
3093,SR-00003093,773,1598,2,62,2025-07-12,Card Replacement,Medium,48,16.0,False,Resolved,Phone
3094,SR-00003094,970,1997,2,67,2023-03-16,Card Replacement,Low,72,176.3,True,Resolved,Mobile App
3095,SR-00003095,4901,10049,5,203,2025-07-23,Complaint,Low,72,65.8,False,Resolved,Mobile App
3096,SR-00003096,4447,9110,2,83,2023-03-14,Mortgage Inquiry,Medium,48,55.2,True,Escalated,Phone
3097,SR-00003097,2898,5903,2,72,2024-12-27,Investment Inquiry,Medium,48,120.3,True,Resolved,Online Banking
3098,SR-00003098,4951,10159,6,216,2024-07-03,Investment Inquiry,Low,72,155.4,True,Open,Branch
3099,SR-00003099,5200,10676,1,28,2025-07-04,Digital Banking Support,High,24,20.3,False,Resolved,Mobile App
3100,SR-00003100,169,353,2,81,2024-12-16,Dispute,Low,72,72.8,True,Resolved,Phone
3101,SR-00003101,2892,5890,4,133,2023-08-19,Digital Banking Support,Medium,48,24.9,False,Resolved,Online Banking
3102,SR-00003102,607,1254,5,206,2024-07-03,Card Replacement,High,24,6.1,False,Resolved,Email
3103,SR-00003103,3442,7031,5,193,2023-10-27,Investment Inquiry,Medium,48,36.4,False,Resolved,Email
3104,SR-00003104,6444,13236,2,60,2023-05-06,Account Maintenance,Low,72,63.8,False,Closed Without Resolution,Mobile App
3105,SR-00003105,5433,11162,1,27,2025-08-17,Card Replacement,Medium,48,22.9,False,Resolved,Phone
3106,SR-00003106,5312,10903,2,88,2025-12-27,Complaint,Medium,48,27.5,False,Resolved,Phone
3107,SR-00003107,2680,5462,2,48,2024-10-01,Dispute,Medium,48,31.2,False,Resolved,Online Banking
3108,SR-00003108,3204,6559,3,121,2024-06-23,Card Replacement,High,24,15.2,False,Escalated,Mobile App
3109,SR-00003109,1778,3632,1,36,2024-06-23,Digital Banking Support,Low,72,56.1,False,Resolved,Phone
3110,SR-00003110,2568,5232,5,193,2025-10-14,Digital Banking Support,High,24,11.3,False,Open,Email
3111,SR-00003111,2647,5388,2,86,2025-09-13,Digital Banking Support,Medium,48,28.5,False,Resolved,Mobile App
3112,SR-00003112,2107,4309,4,168,2025-04-15,Digital Banking Support,Low,72,45.7,False,Resolved,Branch
3113,SR-00003113,2783,5677,2,77,2025-08-27,Complaint,Medium,48,101.5,True,Resolved,Mobile App
3114,SR-00003114,5066,10392,2,82,2023-03-07,Dispute,Low,72,51.4,False,Resolved,Phone
3115,SR-00003115,1471,3012,1,11,2024-11-28,Complaint,Low,72,18.9,False,Resolved,Branch
3116,SR-00003116,4150,8492,3,105,2025-03-10,Investment Inquiry,Low,72,150.0,True,Resolved,Mobile App
3117,SR-00003117,1247,2565,6,218,2024-11-08,Mortgage Inquiry,Medium,48,49.8,True,Resolved,Mobile App
3118,SR-00003118,3272,6680,1,45,2023-09-05,Mortgage Inquiry,Medium,48,44.4,False,Resolved,Branch
3119,SR-00003119,230,483,5,207,2023-05-21,Card Replacement,High,24,45.7,True,Resolved,Mobile App
3120,SR-00003120,4342,8877,2,70,2023-05-14,Investment Inquiry,Low,72,124.7,True,Resolved,Mobile App
3121,SR-00003121,5989,12321,1,40,2024-07-29,Dispute,Medium,48,48.3,True,Resolved,Mobile App
3122,SR-00003122,6440,13225,1,22,2025-02-01,Dispute,Medium,48,53.8,True,Resolved,Mobile App
3123,SR-00003123,228,477,3,105,2024-10-14,Complaint,Medium,48,30.9,False,Resolved,Branch
3124,SR-00003124,318,659,3,107,2023-08-31,Card Replacement,Low,72,29.2,False,Escalated,Online Banking
3125,SR-00003125,3539,7223,2,80,2025-02-05,Account Maintenance,Medium,48,32.1,False,Resolved,Online Banking
3126,SR-00003126,6559,13477,3,92,2024-12-09,Complaint,Medium,48,31.4,False,Escalated,Online Banking
3127,SR-00003127,3741,7639,4,135,2025-11-06,Digital Banking Support,Medium,48,20.3,False,Resolved,Branch
3128,SR-00003128,1120,2301,5,176,2025-02-13,Fraud Support,Low,72,70.2,False,Resolved,Phone
3129,SR-00003129,818,1682,2,72,2025-07-01,Mortgage Inquiry,Medium,48,59.5,True,Resolved,Mobile App
3130,SR-00003130,529,1082,5,192,2024-07-13,Account Maintenance,Medium,48,40.5,False,Resolved,Online Banking
3131,SR-00003131,2778,5668,5,184,2024-05-18,Mortgage Inquiry,Medium,48,28.0,False,Resolved,Phone
3132,SR-00003132,4658,9542,1,28,2025-09-18,Card Replacement,Low,72,151.6,True,Resolved,Online Banking
3133,SR-00003133,5661,11603,6,212,2024-08-12,Card Replacement,Medium,48,62.6,True,Resolved,Online Banking
3134,SR-00003134,3589,7319,1,36,2023-08-01,Digital Banking Support,Medium,48,15.5,False,Resolved,Branch
3135,SR-00003135,1136,2336,2,65,2025-12-04,Dispute,Medium,48,19.1,False,Resolved,Branch
3136,SR-00003136,3637,7418,1,6,2024-07-04,Card Replacement,Medium,48,49.4,True,Closed Without Resolution,Phone
3137,SR-00003137,3330,6800,1,44,2024-03-08,Account Maintenance,Medium,48,53.6,True,Resolved,Online Banking
3138,SR-00003138,6837,14026,2,53,2025-08-13,Investment Inquiry,High,24,16.1,False,Escalated,Email
3139,SR-00003139,6070,12488,1,4,2025-05-20,Mortgage Inquiry,Medium,48,62.5,True,Resolved,Mobile App
3140,SR-00003140,3104,6336,4,161,2024-03-23,Digital Banking Support,Medium,48,51.5,True,Closed Without Resolution,Phone
3141,SR-00003141,4941,10134,1,19,2023-01-17,Investment Inquiry,Low,72,69.5,False,Escalated,Phone
3142,SR-00003142,6554,13468,1,2,2025-10-25,Card Replacement,Medium,48,51.5,True,Open,Mobile App
3143,SR-00003143,5325,10931,2,61,2023-11-09,Mortgage Inquiry,Urgent,8,4.7,False,Open,Online Banking
3144,SR-00003144,220,457,4,169,2025-03-08,Digital Banking Support,Low,72,15.8,False,Closed Without Resolution,Mobile App
3145,SR-00003145,3840,7856,5,208,2024-04-08,Complaint,Medium,48,26.5,False,Resolved,Mobile App
3146,SR-00003146,4822,9895,3,122,2023-03-03,Dispute,Medium,48,111.5,True,Resolved,Online Banking
3147,SR-00003147,4040,8262,2,86,2025-06-23,Card Replacement,Medium,48,177.3,True,Resolved,Branch
3148,SR-00003148,1118,2298,2,86,2024-04-18,Digital Banking Support,Low,72,72.5,True,Resolved,Email
3149,SR-00003149,2684,5469,6,215,2023-11-27,Account Maintenance,Urgent,8,9.8,True,Resolved,Email
