target_id,branch_id,institution_id,date_key,month_end_date,deposit_balance_target,loan_originations_target,new_accounts_target,service_sla_target
3063,128,3,20250331,2025-03-31,1601629.63,1079794.6,86,0.88
3064,128,3,20250430,2025-04-30,2624344.4,562901.94,35,0.88
3065,128,3,20250531,2025-05-31,2355033.88,926053.16,14,0.88
3066,128,3,20250630,2025-06-30,2678811.33,1384598.95,63,0.88
3067,128,3,20250731,2025-07-31,2201658.56,898422.1,68,0.88
3068,128,3,20250831,2025-08-31,2429882.12,1668224.61,59,0.88
3069,128,3,20250930,2025-09-30,1565515.82,1176157.73,13,0.88
3070,128,3,20251031,2025-10-31,2102890.86,1018736.05,63,0.88
3071,128,3,20251130,2025-11-30,3196402.32,1691788.03,28,0.88
3072,128,3,20251231,2025-12-31,2760975.82,869088.17,27,0.88
3073,129,3,20240131,2024-01-31,2038311.03,882614.18,66,0.88
3074,129,3,20240229,2024-02-29,3098157.31,494333.32,58,0.88
3075,129,3,20240331,2024-03-31,1961245.89,1508938.27,23,0.88
3076,129,3,20240430,2024-04-30,2294773.11,1681500.23,42,0.88
3077,129,3,20240531,2024-05-31,1921024.26,782450.85,21,0.88
3078,129,3,20240630,2024-06-30,2716912.77,1814816.88,66,0.88
3079,129,3,20240731,2024-07-31,3330348.83,1127331.94,28,0.88
3080,129,3,20240831,2024-08-31,3618332.29,1269554.96,66,0.88
3081,129,3,20240930,2024-09-30,2288944.53,784165.57,42,0.88
3082,129,3,20241031,2024-10-31,2165344.66,1417442.92,52,0.88
3083,129,3,20241130,2024-11-30,2760692.41,2208770.83,65,0.88
3084,129,3,20241231,2024-12-31,2311398.85,1173934.0,27,0.88
3085,129,3,20250131,2025-01-31,2672602.92,849515.29,35,0.88
3086,129,3,20250228,2025-02-28,2518246.64,1272686.01,36,0.88
3087,129,3,20250331,2025-03-31,3454223.77,1610551.44,52,0.88
3088,129,3,20250430,2025-04-30,2861205.87,1578612.9,54,0.88
3089,129,3,20250531,2025-05-31,3402542.73,1080389.33,60,0.88
3090,129,3,20250630,2025-06-30,1716039.06,1103899.03,15,0.88
3091,129,3,20250731,2025-07-31,3032160.82,1337803.23,36,0.88
3092,129,3,20250831,2025-08-31,4202281.13,1437560.15,59,0.88
3093,129,3,20250930,2025-09-30,3548439.89,1362649.67,40,0.88
3094,129,3,20251031,2025-10-31,1247631.01,1664404.84,31,0.88
3095,129,3,20251130,2025-11-30,2720222.06,1124658.27,28,0.88
3096,129,3,20251231,2025-12-31,1933826.82,1129461.51,49,0.88
3097,130,3,20240131,2024-01-31,1670311.55,1040662.41,14,0.88
3098,130,3,20240229,2024-02-29,1786693.24,841226.47,43,0.88
3099,130,3,20240331,2024-03-31,1506086.07,1102990.98,54,0.88
3100,130,3,20240430,2024-04-30,3910151.73,1082767.18,14,0.88
3101,130,3,20240531,2024-05-31,3765363.4,1384577.49,41,0.88
3102,130,3,20240630,2024-06-30,2793509.5,1456715.92,36,0.88
3103,130,3,20240731,2024-07-31,1821885.65,1206109.57,52,0.88
3104,130,3,20240831,2024-08-31,2591281.6,1472441.49,47,0.88
3105,130,3,20240930,2024-09-30,2324211.93,1324220.88,47,0.88
3106,130,3,20241031,2024-10-31,1453926.27,1496041.77,57,0.88
3107,130,3,20241130,2024-11-30,2633382.2,517749.91,45,0.88
3108,130,3,20241231,2024-12-31,1862685.4,1311356.43,69,0.88
3109,130,3,20250131,2025-01-31,3457792.82,1209974.68,29,0.88
3110,130,3,20250228,2025-02-28,3751089.54,1700217.01,46,0.88
3111,130,3,20250331,2025-03-31,2200977.31,1489758.32,52,0.88
3112,130,3,20250430,2025-04-30,2522051.56,1522253.38,38,0.88
3113,130,3,20250531,2025-05-31,2172380.08,1914952.45,68,0.88
3114,130,3,20250630,2025-06-30,2600787.49,1646580.64,66,0.88
3115,130,3,20250731,2025-07-31,1823090.97,758433.18,10,0.88
3116,130,3,20250831,2025-08-31,2934866.14,1450186.09,38,0.88
3117,130,3,20250930,2025-09-30,1914877.18,841529.43,26,0.88
3118,130,3,20251031,2025-10-31,1909295.07,1524700.17,55,0.88
3119,130,3,20251130,2025-11-30,3768600.09,1387373.54,52,0.88
3120,130,3,20251231,2025-12-31,1746835.99,942411.0,5,0.88
3121,131,4,20240131,2024-01-31,2628585.97,821439.17,33,0.88
3122,131,4,20240229,2024-02-29,2531558.51,929109.55,57,0.88
3123,131,4,20240331,2024-03-31,2655643.41,1616005.81,41,0.88
3124,131,4,20240430,2024-04-30,2431172.83,1282103.11,22,0.88
3125,131,4,20240531,2024-05-31,2256544.86,1601405.26,48,0.88
3126,131,4,20240630,2024-06-30,3322069.15,911311.04,66,0.88
3127,131,4,20240731,2024-07-31,2790604.04,1155745.75,59,0.88
3128,131,4,20240831,2024-08-31,2470621.25,410123.08,39,0.88
3129,131,4,20240930,2024-09-30,2887263.02,682584.69,69,0.88
3130,131,4,20241031,2024-10-31,3572242.3,1301471.45,41,0.88
3131,131,4,20241130,2024-11-30,2656670.93,2054866.61,43,0.88
3132,131,4,20241231,2024-12-31,1727402.58,1921489.59,25,0.88
3133,131,4,20250131,2025-01-31,3265292.11,1077990.7,26,0.88
3134,131,4,20250228,2025-02-28,3226698.94,1130719.53,92,0.88
3135,131,4,20250331,2025-03-31,2294347.35,1287104.46,38,0.88
3136,131,4,20250430,2025-04-30,4046601.1,731925.48,45,0.88
3137,131,4,20250531,2025-05-31,1907610.1,1308264.13,38,0.88
3138,131,4,20250630,2025-06-30,2896294.09,1101182.49,26,0.88
3139,131,4,20250731,2025-07-31,1664474.41,1001320.45,47,0.88
3140,131,4,20250831,2025-08-31,3559910.13,1780153.53,41,0.88
3141,131,4,20250930,2025-09-30,2085883.61,860070.87,28,0.88
3142,131,4,20251031,2025-10-31,2155455.73,1352189.85,31,0.88
3143,131,4,20251130,2025-11-30,2049673.38,970350.1,62,0.88
3144,131,4,20251231,2025-12-31,2460029.39,949078.26,62,0.88
3145,132,4,20240131,2024-01-31,2488234.36,1073304.28,38,0.88
3146,132,4,20240229,2024-02-29,3199073.34,1392359.06,31,0.88
3147,132,4,20240331,2024-03-31,1230496.63,1099619.98,41,0.88
3148,132,4,20240430,2024-04-30,2552205.67,1774418.8,53,0.88
3149,132,4,20240531,2024-05-31,1520136.14,1500294.02,59,0.88
3150,132,4,20240630,2024-06-30,3912203.02,1528827.48,58,0.88
3151,132,4,20240731,2024-07-31,2940754.76,1263241.52,53,0.88
3152,132,4,20240831,2024-08-31,3517781.67,728554.76,30,0.88
3153,132,4,20240930,2024-09-30,4113158.04,1110390.4,75,0.88
3154,132,4,20241031,2024-10-31,2161369.4,1266241.37,27,0.88
3155,132,4,20241130,2024-11-30,2154186.87,1160492.77,47,0.88
3156,132,4,20241231,2024-12-31,2683991.75,1387118.33,73,0.88
3157,132,4,20250131,2025-01-31,3056931.66,1684393.97,65,0.88
3158,132,4,20250228,2025-02-28,1556931.29,1227079.88,34,0.88
3159,132,4,20250331,2025-03-31,3564173.17,1545464.04,35,0.88
3160,132,4,20250430,2025-04-30,1595874.52,1563218.23,56,0.88
3161,132,4,20250531,2025-05-31,2167632.3,948517.78,45,0.88
3162,132,4,20250630,2025-06-30,979219.32,1596700.97,53,0.88
3163,132,4,20250731,2025-07-31,1319916.12,965164.06,67,0.88
3164,132,4,20250831,2025-08-31,1949373.23,1221578.46,50,0.88
3165,132,4,20250930,2025-09-30,2839906.59,1702538.1,50,0.88
3166,132,4,20251031,2025-10-31,1944780.84,1527528.1,33,0.88
3167,132,4,20251130,2025-11-30,2331461.44,818125.14,28,0.88
3168,132,4,20251231,2025-12-31,1539237.55,1714843.73,24,0.88
3169,133,4,20240131,2024-01-31,1550568.87,1191464.28,59,0.88
3170,133,4,20240229,2024-02-29,1399395.89,1269191.48,46,0.88
3171,133,4,20240331,2024-03-31,2205998.79,861801.27,59,0.88
3172,133,4,20240430,2024-04-30,2905242.28,1050931.99,64,0.88
3173,133,4,20240531,2024-05-31,3100838.7,2120185.84,26,0.88
3174,133,4,20240630,2024-06-30,2690235.53,1989465.39,34,0.88
3175,133,4,20240731,2024-07-31,3403546.64,1631341.01,34,0.88
3176,133,4,20240831,2024-08-31,1763304.48,1534147.04,31,0.88
3177,133,4,20240930,2024-09-30,2409710.23,1344910.13,62,0.88
3178,133,4,20241031,2024-10-31,2966630.84,1689156.46,60,0.88
3179,133,4,20241130,2024-11-30,1959529.52,991913.92,59,0.88
3180,133,4,20241231,2024-12-31,2575558.48,1509017.59,14,0.88
3181,133,4,20250131,2025-01-31,3143462.56,1025479.88,38,0.88
3182,133,4,20250228,2025-02-28,2621405.83,1213624.74,66,0.88
3183,133,4,20250331,2025-03-31,2570660.24,1102559.75,38,0.88
3184,133,4,20250430,2025-04-30,2866074.87,1609779.62,83,0.88
3185,133,4,20250531,2025-05-31,2457704.55,1050380.88,45,0.88
3186,133,4,20250630,2025-06-30,2668854.71,1036550.72,43,0.88
3187,133,4,20250731,2025-07-31,1399204.47,1066191.12,49,0.88
3188,133,4,20250831,2025-08-31,2889102.55,1414696.04,47,0.88
3189,133,4,20250930,2025-09-30,2578452.07,2427298.42,41,0.88
3190,133,4,20251031,2025-10-31,2184540.28,1643651.49,51,0.88
3191,133,4,20251130,2025-11-30,2345134.79,1055519.25,46,0.88
3192,133,4,20251231,2025-12-31,1633360.37,1396204.27,46,0.88
3193,134,4,20240131,2024-01-31,1793548.71,2200107.3,35,0.88
3194,134,4,20240229,2024-02-29,3020821.28,1210680.05,36,0.88
3195,134,4,20240331,2024-03-31,2943682.36,1144969.75,45,0.88
3196,134,4,20240430,2024-04-30,1809305.95,1500926.3,24,0.88
3197,134,4,20240531,2024-05-31,2508530.18,1255286.8,49,0.88
3198,134,4,20240630,2024-06-30,2256974.22,1352651.15,57,0.88
3199,134,4,20240731,2024-07-31,2204306.66,1713501.34,28,0.88
3200,134,4,20240831,2024-08-31,3931777.29,1459756.48,27,0.88
3201,134,4,20240930,2024-09-30,3414693.06,1460527.65,59,0.88
3202,134,4,20241031,2024-10-31,2927726.77,1455670.98,50,0.88
3203,134,4,20241130,2024-11-30,2790328.01,1409440.67,29,0.88
3204,134,4,20241231,2024-12-31,3015979.51,1098731.37,42,0.88
3205,134,4,20250131,2025-01-31,2284530.59,1338157.17,35,0.88
3206,134,4,20250228,2025-02-28,3148258.03,1062700.86,43,0.88
3207,134,4,20250331,2025-03-31,1904892.77,1878537.44,50,0.88
3208,134,4,20250430,2025-04-30,2878809.64,1377735.76,40,0.88
3209,134,4,20250531,2025-05-31,3010376.28,1115901.05,48,0.88
3210,134,4,20250630,2025-06-30,1908649.67,1590971.48,44,0.88
3211,134,4,20250731,2025-07-31,2192835.49,1544298.03,57,0.88
3212,134,4,20250831,2025-08-31,2284978.12,586231.38,43,0.88
3213,134,4,20250930,2025-09-30,2559108.56,1361632.49,33,0.88
3214,134,4,20251031,2025-10-31,2899017.59,1297010.3,13,0.88
3215,134,4,20251130,2025-11-30,2216126.95,1022481.18,68,0.88
3216,134,4,20251231,2025-12-31,2428118.02,1247003.56,42,0.88
3217,135,4,20240131,2024-01-31,2518901.0,1713681.61,30,0.88
3218,135,4,20240229,2024-02-29,2869251.18,908618.38,61,0.88
3219,135,4,20240331,2024-03-31,2420493.16,1057437.99,38,0.88
3220,135,4,20240430,2024-04-30,2378570.96,876409.16,43,0.88
3221,135,4,20240531,2024-05-31,3298446.57,1438574.91,40,0.88
3222,135,4,20240630,2024-06-30,2267707.89,782630.81,48,0.88
3223,135,4,20240731,2024-07-31,2806830.74,2064701.35,66,0.88
3224,135,4,20240831,2024-08-31,1791398.37,934589.77,57,0.88
3225,135,4,20240930,2024-09-30,1386219.1,459298.81,75,0.88
3226,135,4,20241031,2024-10-31,1763552.41,740001.49,10,0.88
3227,135,4,20241130,2024-11-30,3305845.17,1394255.73,50,0.88
3228,135,4,20241231,2024-12-31,3268125.83,1292984.91,38,0.88
3229,135,4,20250131,2025-01-31,3987246.52,1068313.92,66,0.88
3230,135,4,20250228,2025-02-28,3070797.13,1520522.79,44,0.88
3231,135,4,20250331,2025-03-31,2673448.36,1106490.73,27,0.88
3232,135,4,20250430,2025-04-30,2229168.16,1337829.94,78,0.88
3233,135,4,20250531,2025-05-31,2381610.97,1266854.02,38,0.88
3234,135,4,20250630,2025-06-30,2067690.48,796400.64,73,0.88
3235,135,4,20250731,2025-07-31,1601456.12,977838.97,37,0.88
3236,135,4,20250831,2025-08-31,2218373.41,888647.4,42,0.88
3237,135,4,20250930,2025-09-30,1303110.95,1374923.71,40,0.88
3238,135,4,20251031,2025-10-31,1600778.09,1465119.51,26,0.88
3239,135,4,20251130,2025-11-30,2132288.27,625176.68,39,0.88
3240,135,4,20251231,2025-12-31,1347316.58,1185483.02,45,0.88
3241,136,4,20240131,2024-01-31,3310985.25,1229564.85,37,0.88
3242,136,4,20240229,2024-02-29,3579808.05,977189.32,51,0.88
3243,136,4,20240331,2024-03-31,2743720.16,496200.6,33,0.88
3244,136,4,20240430,2024-04-30,2212641.57,1975020.7,42,0.88
3245,136,4,20240531,2024-05-31,2590083.78,1206750.08,48,0.88
3246,136,4,20240630,2024-06-30,3242846.16,1322870.46,23,0.88
3247,136,4,20240731,2024-07-31,3519784.92,1474802.66,48,0.88
3248,136,4,20240831,2024-08-31,2291796.44,1017200.71,23,0.88
3249,136,4,20240930,2024-09-30,2640097.91,1426673.27,48,0.88
3250,136,4,20241031,2024-10-31,3454945.39,1669656.7,33,0.88
3251,136,4,20241130,2024-11-30,2210651.57,1078066.67,33,0.88
3252,136,4,20241231,2024-12-31,2920863.17,2490069.31,40,0.88
3253,136,4,20250131,2025-01-31,3388280.62,1544022.59,45,0.88
3254,136,4,20250228,2025-02-28,1914986.56,337963.96,40,0.88
3255,136,4,20250331,2025-03-31,2332139.41,1040354.5,45,0.88
3256,136,4,20250430,2025-04-30,1790812.15,840018.42,51,0.88
3257,136,4,20250531,2025-05-31,1428542.49,1544520.51,17,0.88
3258,136,4,20250630,2025-06-30,2923357.89,1098780.11,30,0.88
3259,136,4,20250731,2025-07-31,3086789.32,1787900.82,46,0.88
3260,136,4,20250831,2025-08-31,2112149.49,1540653.44,41,0.88
3261,136,4,20250930,2025-09-30,3098879.96,950873.04,18,0.88
3262,136,4,20251031,2025-10-31,2698836.91,1629209.41,37,0.88
3263,136,4,20251130,2025-11-30,2137535.76,1078632.88,23,0.88
3264,136,4,20251231,2025-12-31,1961071.62,489490.48,54,0.88
3265,137,4,20240131,2024-01-31,2665890.84,1423467.68,55,0.88
3266,137,4,20240229,2024-02-29,4152377.49,968196.71,45,0.88
3267,137,4,20240331,2024-03-31,3890862.35,1274880.6,43,0.88
3268,137,4,20240430,2024-04-30,1110120.63,1915609.97,52,0.88
3269,137,4,20240531,2024-05-31,1327314.44,1455945.02,43,0.88
3270,137,4,20240630,2024-06-30,2886791.25,1292805.69,48,0.88
3271,137,4,20240731,2024-07-31,1989638.51,950046.75,33,0.88
3272,137,4,20240831,2024-08-31,1947799.44,767514.31,27,0.88
3273,137,4,20240930,2024-09-30,2279377.1,750580.01,62,0.88
3274,137,4,20241031,2024-10-31,1847656.41,856372.92,42,0.88
3275,137,4,20241130,2024-11-30,1939904.33,1708003.84,63,0.88
3276,137,4,20241231,2024-12-31,2308885.93,995611.81,27,0.88
3277,137,4,20250131,2025-01-31,1803101.19,1113435.03,61,0.88
3278,137,4,20250228,2025-02-28,2338514.84,1430560.31,41,0.88
3279,137,4,20250331,2025-03-31,2699554.06,1412713.95,43,0.88
3280,137,4,20250430,2025-04-30,1586911.24,593319.35,56,0.88
3281,137,4,20250531,2025-05-31,1996537.55,385672.36,44,0.88
3282,137,4,20250630,2025-06-30,2572480.92,1412757.86,32,0.88
3283,137,4,20250731,2025-07-31,2741730.53,1093221.65,37,0.88
3284,137,4,20250831,2025-08-31,1902211.23,950517.16,42,0.88
3285,137,4,20250930,2025-09-30,1242036.78,961396.21,53,0.88
3286,137,4,20251031,2025-10-31,2890023.56,427904.58,33,0.88
3287,137,4,20251130,2025-11-30,3735786.35,1350465.12,39,0.88
3288,137,4,20251231,2025-12-31,3302918.94,1705553.11,33,0.88
3289,138,4,20240131,2024-01-31,2299422.91,1050071.0,39,0.88
3290,138,4,20240229,2024-02-29,3990388.11,1182970.55,36,0.88
3291,138,4,20240331,2024-03-31,2278604.45,1238225.68,42,0.88
3292,138,4,20240430,2024-04-30,3096170.84,1040367.52,42,0.88
3293,138,4,20240531,2024-05-31,3395309.28,992419.38,39,0.88
3294,138,4,20240630,2024-06-30,2512351.69,1186826.34,44,0.88
3295,138,4,20240731,2024-07-31,2609401.62,475530.65,31,0.88
3296,138,4,20240831,2024-08-31,3405200.24,1315139.38,63,0.88
3297,138,4,20240930,2024-09-30,998102.97,1743907.21,20,0.88
3298,138,4,20241031,2024-10-31,2554870.65,887758.34,25,0.88
3299,138,4,20241130,2024-11-30,2350014.85,1043019.17,48,0.88
3300,138,4,20241231,2024-12-31,2347548.51,1395646.01,34,0.88
3301,138,4,20250131,2025-01-31,2512590.79,1264408.68,28,0.88
3302,138,4,20250228,2025-02-28,2889927.19,554856.99,29,0.88
3303,138,4,20250331,2025-03-31,3487657.46,630226.12,42,0.88
3304,138,4,20250430,2025-04-30,2609117.78,1066314.83,43,0.88
3305,138,4,20250531,2025-05-31,2151221.13,1323588.93,62,0.88
3306,138,4,20250630,2025-06-30,3276459.23,1581721.85,40,0.88
3307,138,4,20250731,2025-07-31,2634940.72,962492.32,61,0.88
3308,138,4,20250831,2025-08-31,1667742.47,739025.51,33,0.88
3309,138,4,20250930,2025-09-30,3411452.9,1054085.91,22,0.88
3310,138,4,20251031,2025-10-31,2226257.83,1298131.13,29,0.88
3311,138,4,20251130,2025-11-30,2217683.89,1632670.85,53,0.88
3312,138,4,20251231,2025-12-31,2312455.9,1008275.58,42,0.88
3313,139,4,20240131,2024-01-31,1565593.81,1821896.9,62,0.88
3314,139,4,20240229,2024-02-29,2539009.0,1057871.04,41,0.88
3315,139,4,20240331,2024-03-31,4799669.8,1209073.2,10,0.88
3316,139,4,20240430,2024-04-30,2230254.8,646369.11,45,0.88
3317,139,4,20240531,2024-05-31,2264365.09,1014703.71,61,0.88
3318,139,4,20240630,2024-06-30,820137.06,985112.56,33,0.88
3319,139,4,20240731,2024-07-31,2192302.74,1056287.78,44,0.88
3320,139,4,20240831,2024-08-31,2361314.14,1246239.64,51,0.88
3321,139,4,20240930,2024-09-30,3499808.35,981489.12,33,0.88
3322,139,4,20241031,2024-10-31,2959469.29,728290.42,66,0.88
3323,139,4,20241130,2024-11-30,2027413.36,1422726.7,41,0.88
3324,139,4,20241231,2024-12-31,945297.42,1517492.34,30,0.88
3325,139,4,20250131,2025-01-31,3258967.03,1402209.18,40,0.88
3326,139,4,20250228,2025-02-28,3111399.6,1040814.3,71,0.88
3327,139,4,20250331,2025-03-31,3102056.87,395978.76,43,0.88
3328,139,4,20250430,2025-04-30,1181412.09,1755608.36,34,0.88
3329,139,4,20250531,2025-05-31,1315482.38,993674.47,45,0.88
3330,139,4,20250630,2025-06-30,4022614.4,691256.68,42,0.88
3331,139,4,20250731,2025-07-31,2503266.55,1098453.3,49,0.88
3332,139,4,20250831,2025-08-31,2465395.7,349316.67,45,0.88
3333,139,4,20250930,2025-09-30,2267265.99,868727.53,45,0.88
3334,139,4,20251031,2025-10-31,2709654.27,1124272.67,17,0.88
3335,139,4,20251130,2025-11-30,2182624.55,1361831.41,38,0.88
3336,139,4,20251231,2025-12-31,2257744.9,1800019.25,49,0.88
3337,140,4,20240131,2024-01-31,2561883.43,1368559.61,61,0.88
3338,140,4,20240229,2024-02-29,2879906.0,671240.56,53,0.88
3339,140,4,20240331,2024-03-31,2940134.32,1461717.29,64,0.88
3340,140,4,20240430,2024-04-30,2743926.51,1370066.27,40,0.88
3341,140,4,20240531,2024-05-31,1174316.26,1084911.42,58,0.88
3342,140,4,20240630,2024-06-30,3104280.16,1289833.89,81,0.88
3343,140,4,20240731,2024-07-31,2789093.8,1510601.2,54,0.88
3344,140,4,20240831,2024-08-31,3216758.97,961990.9,35,0.88
3345,140,4,20240930,2024-09-30,1358610.56,948722.75,40,0.88
3346,140,4,20241031,2024-10-31,1898110.01,593611.62,29,0.88
3347,140,4,20241130,2024-11-30,2360377.2,611163.43,28,0.88
3348,140,4,20241231,2024-12-31,3183419.01,1083124.83,22,0.88
3349,140,4,20250131,2025-01-31,1048168.36,765791.56,31,0.88
3350,140,4,20250228,2025-02-28,3418837.6,1711534.13,22,0.88
3351,140,4,20250331,2025-03-31,3112314.66,1261970.2,70,0.88
3352,140,4,20250430,2025-04-30,2695868.87,745141.35,62,0.88
3353,140,4,20250531,2025-05-31,3356735.61,1251755.35,47,0.88
3354,140,4,20250630,2025-06-30,2417460.17,1258046.73,31,0.88
3355,140,4,20250731,2025-07-31,3285785.25,994024.09,47,0.88
3356,140,4,20250831,2025-08-31,2993282.82,1338484.53,48,0.88
3357,140,4,20250930,2025-09-30,3024341.38,1636562.95,44,0.88
3358,140,4,20251031,2025-10-31,3494448.29,1181258.53,28,0.88
3359,140,4,20251130,2025-11-30,3194878.01,1355467.87,17,0.88
3360,140,4,20251231,2025-12-31,2870978.15,1528098.34,31,0.88
3361,141,4,20240131,2024-01-31,2773787.54,1309597.42,35,0.88
3362,141,4,20240229,2024-02-29,2829248.27,1401513.2,65,0.88
3363,141,4,20240331,2024-03-31,1706829.66,1326398.7,53,0.88
3364,141,4,20240430,2024-04-30,3289295.5,1440065.41,39,0.88
3365,141,4,20240531,2024-05-31,2270811.65,1505442.48,69,0.88
3366,141,4,20240630,2024-06-30,2140350.67,519523.17,35,0.88
3367,141,4,20240731,2024-07-31,2593541.08,1153641.87,67,0.88
3368,141,4,20240831,2024-08-31,3934838.02,1010401.26,29,0.88
3369,141,4,20240930,2024-09-30,1711377.35,1368854.79,40,0.88
3370,141,4,20241031,2024-10-31,2469961.54,1051661.48,50,0.88
3371,141,4,20241130,2024-11-30,2549933.42,1353070.06,29,0.88
3372,141,4,20241231,2024-12-31,2233758.67,1206107.87,55,0.88
3373,141,4,20250131,2025-01-31,2321470.96,1447190.85,51,0.88
3374,141,4,20250228,2025-02-28,2089824.23,1162117.73,44,0.88
3375,141,4,20250331,2025-03-31,2908617.12,1456857.91,34,0.88
3376,141,4,20250430,2025-04-30,2313625.17,1101064.34,43,0.88
3377,141,4,20250531,2025-05-31,2188309.86,1560808.53,45,0.88
3378,141,4,20250630,2025-06-30,2673171.5,967147.1,51,0.88
3379,141,4,20250731,2025-07-31,2902965.38,1043550.46,33,0.88
3380,141,4,20250831,2025-08-31,1294177.71,1092662.61,22,0.88
3381,141,4,20250930,2025-09-30,1926613.55,1563186.35,58,0.88
3382,141,4,20251031,2025-10-31,1958653.66,1203024.16,48,0.88
3383,141,4,20251130,2025-11-30,3616943.63,1386686.2,43,0.88
3384,141,4,20251231,2025-12-31,2728526.43,1613861.25,11,0.88
3385,142,4,20240131,2024-01-31,2107329.25,1330610.3,59,0.88
3386,142,4,20240229,2024-02-29,2175030.17,1505751.45,68,0.88
3387,142,4,20240331,2024-03-31,4084366.54,1080855.11,74,0.88
3388,142,4,20240430,2024-04-30,1697255.3,754974.05,26,0.88
3389,142,4,20240531,2024-05-31,2559817.58,1495814.05,40,0.88
3390,142,4,20240630,2024-06-30,1026008.23,1571827.91,79,0.88
3391,142,4,20240731,2024-07-31,3244557.66,1293021.36,46,0.88
3392,142,4,20240831,2024-08-31,2972608.31,558852.01,32,0.88
3393,142,4,20240930,2024-09-30,1506007.31,860244.55,38,0.88
3394,142,4,20241031,2024-10-31,1442615.38,1620300.03,65,0.88
3395,142,4,20241130,2024-11-30,2801379.59,1428335.13,29,0.88
3396,142,4,20241231,2024-12-31,3297451.57,1120658.66,52,0.88
3397,142,4,20250131,2025-01-31,1880128.74,1240593.25,33,0.88
3398,142,4,20250228,2025-02-28,2733113.74,1328695.43,43,0.88
3399,142,4,20250331,2025-03-31,3172062.3,1618113.2,47,0.88
3400,142,4,20250430,2025-04-30,1923481.26,1228791.96,19,0.88
3401,142,4,20250531,2025-05-31,2651688.9,1242318.64,23,0.88
3402,142,4,20250630,2025-06-30,2425805.58,1517595.78,50,0.88
3403,142,4,20250731,2025-07-31,2796584.2,1307979.4,32,0.88
3404,142,4,20250831,2025-08-31,1911072.17,1083347.57,54,0.88
3405,142,4,20250930,2025-09-30,2966118.92,1262581.94,10,0.88
3406,142,4,20251031,2025-10-31,2379156.82,1165431.01,51,0.88
3407,142,4,20251130,2025-11-30,1843412.56,1456559.05,55,0.88
3408,142,4,20251231,2025-12-31,2823527.26,1117261.97,76,0.88
3409,143,4,20240131,2024-01-31,2019430.77,1254145.68,57,0.88
3410,143,4,20240229,2024-02-29,1275871.27,984062.45,24,0.88
3411,143,4,20240331,2024-03-31,2483026.45,1364659.98,77,0.88
3412,143,4,20240430,2024-04-30,2442934.7,716215.01,39,0.88
3413,143,4,20240531,2024-05-31,1614672.1,865922.67,60,0.88
3414,143,4,20240630,2024-06-30,3793051.45,1543823.2,39,0.88
3415,143,4,20240731,2024-07-31,1135942.47,997667.92,37,0.88
3416,143,4,20240831,2024-08-31,2487967.1,1100781.66,41,0.88
3417,143,4,20240930,2024-09-30,2739325.73,1609731.9,59,0.88
3418,143,4,20241031,2024-10-31,3079426.46,1222523.02,52,0.88
3419,143,4,20241130,2024-11-30,2530422.14,671180.54,33,0.88
3420,143,4,20241231,2024-12-31,2420374.24,1205202.28,56,0.88
3421,143,4,20250131,2025-01-31,3807369.83,1283874.96,66,0.88
3422,143,4,20250228,2025-02-28,2208902.67,1532006.25,71,0.88
3423,143,4,20250331,2025-03-31,2661889.84,1261295.41,33,0.88
3424,143,4,20250430,2025-04-30,2810991.54,1348101.25,47,0.88
3425,143,4,20250531,2025-05-31,2470101.19,1441942.91,61,0.88
3426,143,4,20250630,2025-06-30,2338005.63,473466.08,65,0.88
3427,143,4,20250731,2025-07-31,2651519.27,1073600.54,44,0.88
3428,143,4,20250831,2025-08-31,2757553.45,1178449.99,39,0.88
3429,143,4,20250930,2025-09-30,3098025.34,1164064.14,33,0.88
3430,143,4,20251031,2025-10-31,3309116.65,622723.17,69,0.88
3431,143,4,20251130,2025-11-30,2323096.09,1453252.89,42,0.88
3432,143,4,20251231,2025-12-31,2571459.63,1655597.58,50,0.88
3433,144,4,20240131,2024-01-31,1404103.36,1198680.29,19,0.88
3434,144,4,20240229,2024-02-29,2031943.46,1423165.51,17,0.88
3435,144,4,20240331,2024-03-31,3241148.79,1539024.06,44,0.88
3436,144,4,20240430,2024-04-30,3129691.48,1710494.84,51,0.88
3437,144,4,20240531,2024-05-31,1518803.16,1308150.24,39,0.88
3438,144,4,20240630,2024-06-30,2462221.51,946426.33,15,0.88
3439,144,4,20240731,2024-07-31,2709495.9,713183.74,62,0.88
3440,144,4,20240831,2024-08-31,2470779.68,1267924.75,39,0.88
3441,144,4,20240930,2024-09-30,1458627.3,1793127.29,61,0.88
3442,144,4,20241031,2024-10-31,1489362.76,1085091.29,27,0.88
3443,144,4,20241130,2024-11-30,1795008.67,871464.15,59,0.88
3444,144,4,20241231,2024-12-31,3718590.11,671616.03,51,0.88
3445,144,4,20250131,2025-01-31,2102870.32,1778190.91,21,0.88
3446,144,4,20250228,2025-02-28,2468276.93,1242006.44,6,0.88
3447,144,4,20250331,2025-03-31,2382734.22,731819.09,63,0.88
3448,144,4,20250430,2025-04-30,1463076.32,1928343.45,22,0.88
3449,144,4,20250531,2025-05-31,2360056.09,1579970.08,50,0.88
3450,144,4,20250630,2025-06-30,2494342.21,999848.94,59,0.88
3451,144,4,20250731,2025-07-31,2221107.47,951930.32,52,0.88
3452,144,4,20250831,2025-08-31,3455676.11,443938.33,28,0.88
