loan_payment_id,loan_id,account_id,customer_id,institution_id,date_key,due_date,paid_date,amount_due,amount_paid,days_late,principal_component,interest_component,payment_status
11521,666,5476,2687,5,20240831,2024-08-31,2024-08-31,2341.29,2341.29,0,490.17,1851.13,Paid
11522,666,5476,2687,5,20240930,2024-09-30,2024-09-30,2341.29,2341.29,0,492.78,1848.51,Paid
11523,666,5476,2687,5,20241031,2024-10-31,2024-10-31,2341.29,2341.29,0,495.41,1845.88,Paid
11524,666,5476,2687,5,20241130,2024-11-30,2024-11-30,2341.29,2341.29,0,498.05,1843.24,Paid
11525,666,5476,2687,5,20241231,2024-12-31,2024-12-31,2341.29,2341.29,0,500.71,1840.59,Paid
11526,666,5476,2687,5,20250131,2025-01-31,2025-01-31,2341.29,2341.29,0,503.38,1837.92,Paid
11527,666,5476,2687,5,20250228,2025-02-28,2025-03-05,2341.29,2341.29,5,506.06,1835.23,Paid
11528,666,5476,2687,5,20250331,2025-03-31,2025-03-31,2341.29,2341.29,0,508.76,1832.53,Paid
11529,666,5476,2687,5,20250430,2025-04-30,2025-04-30,2341.29,2341.29,0,511.47,1829.82,Paid
11530,666,5476,2687,5,20250531,2025-05-31,2025-05-31,2341.29,2341.29,0,514.2,1827.09,Paid
11531,666,5476,2687,5,20250630,2025-06-30,2025-06-30,2341.29,2341.29,0,516.94,1824.35,Paid
11532,666,5476,2687,5,20250731,2025-07-31,2025-07-31,2341.29,2341.29,0,519.7,1821.59,Paid
11533,666,5476,2687,5,20250831,2025-08-31,2025-08-31,2341.29,2341.29,0,522.47,1818.82,Paid
11534,666,5476,2687,5,20250930,2025-09-30,2025-09-30,2341.29,2341.29,0,525.26,1816.04,Paid
11535,666,5476,2687,5,20251031,2025-10-31,2025-10-31,2341.29,2341.29,0,528.06,1813.23,Paid
11536,666,5476,2687,5,20251130,2025-11-30,2025-11-30,2341.29,2341.29,0,530.88,1810.42,Paid
11537,666,5476,2687,5,20251231,2025-12-31,2025-12-31,2341.29,2341.29,0,533.71,1807.59,Paid
11538,667,5479,2690,4,20250930,2025-09-30,2025-09-30,2227.95,2227.95,0,515.01,1712.94,Paid
11539,667,5479,2690,4,20251031,2025-10-31,2025-10-31,2227.95,2227.95,0,517.53,1710.42,Paid
11540,667,5479,2690,4,20251130,2025-11-30,2025-11-30,2227.95,2227.95,0,520.06,1707.88,Paid
11541,667,5479,2690,4,20251231,2025-12-31,2025-12-31,2227.95,2227.95,0,522.61,1705.34,Paid
11542,668,5482,2691,5,20240831,2024-08-31,2024-08-31,10917.12,10917.12,0,8675.34,2241.78,Paid
11543,668,5482,2691,5,20240930,2024-09-30,2024-09-30,10917.12,10917.12,0,8730.9,2186.22,Paid
11544,668,5482,2691,5,20241031,2024-10-31,2024-10-31,10917.12,10917.12,0,8786.82,2130.29,Paid
11545,668,5482,2691,5,20241130,2024-11-30,2024-12-31,10917.12,10917.12,31,8843.1,2074.01,Partial
11546,668,5482,2691,5,20241231,2024-12-31,2024-12-31,10917.12,10917.12,0,8899.75,2017.37,Paid
11547,668,5482,2691,5,20250131,2025-01-31,2025-01-31,10917.12,10917.12,0,8956.75,1960.37,Paid
11548,668,5482,2691,5,20250228,2025-02-28,2025-02-28,10917.12,10917.12,0,9014.12,1903.0,Paid
11549,668,5482,2691,5,20250331,2025-03-31,2025-03-31,10917.12,10917.12,0,9071.85,1845.26,Paid
11550,668,5482,2691,5,20250430,2025-04-30,2025-04-30,10917.12,10917.12,0,9129.96,1787.16,Paid
11551,668,5482,2691,5,20250531,2025-05-31,2025-05-31,10917.12,10917.12,0,9188.44,1728.68,Paid
11552,668,5482,2691,5,20250630,2025-06-30,2025-06-30,10917.12,10917.12,0,9247.29,1669.83,Paid
11553,668,5482,2691,5,20250731,2025-07-31,2025-07-31,10917.12,10917.12,0,9306.52,1610.6,Paid
11554,668,5482,2691,5,20250831,2025-08-31,2025-08-31,10917.12,10917.12,0,9366.13,1550.99,Paid
11555,668,5482,2691,5,20250930,2025-09-30,2025-09-30,10917.12,10917.12,0,9426.12,1491.0,Paid
11556,668,5482,2691,5,20251031,2025-10-31,2026-01-01,10917.12,10917.12,62,9486.5,1430.62,Partial
11557,668,5482,2691,5,20251130,2025-11-30,2025-11-30,10917.12,10917.12,0,9547.26,1369.86,Paid
11558,668,5482,2691,5,20251231,2025-12-31,2025-12-31,10917.12,10917.12,0,9608.41,1308.71,Paid
11559,669,5496,2697,3,20240531,2024-05-31,2024-05-31,4849.92,4849.92,0,3582.46,1267.46,Paid
11560,669,5496,2697,3,20240630,2024-06-30,2024-06-30,4849.92,4849.92,0,3612.73,1237.19,Paid
11561,669,5496,2697,3,20240731,2024-07-31,2024-08-05,4849.92,4849.92,5,3643.26,1206.67,Paid
11562,669,5496,2697,3,20240831,2024-08-31,2024-08-31,4849.92,4849.92,0,3674.04,1175.88,Paid
11563,669,5496,2697,3,20240930,2024-09-30,2024-09-30,4849.92,4849.92,0,3705.09,1144.84,Paid
11564,669,5496,2697,3,20241031,2024-10-31,2024-10-31,4849.92,4849.92,0,3736.39,1113.53,Paid
11565,669,5496,2697,3,20241130,2024-11-30,2024-11-30,4849.92,4849.92,0,3767.96,1081.96,Paid
11566,669,5496,2697,3,20241231,2024-12-31,2024-12-31,4849.92,4849.92,0,3799.8,1050.12,Paid
11567,669,5496,2697,3,20250131,2025-01-31,2025-01-31,4849.92,4849.92,0,3831.91,1018.01,Paid
11568,669,5496,2697,3,20250228,2025-02-28,2025-02-28,4849.92,4849.92,0,3864.29,985.63,Paid
11569,669,5496,2697,3,20250331,2025-03-31,2025-03-31,4849.92,4849.92,0,3896.94,952.98,Paid
11570,669,5496,2697,3,20250430,2025-04-30,2025-04-30,4849.92,4849.92,0,3929.87,920.05,Paid
11571,669,5496,2697,3,20250531,2025-05-31,2025-05-31,4849.92,4849.92,0,3963.08,886.85,Paid
11572,669,5496,2697,3,20250630,2025-06-30,2025-07-15,4849.92,4849.92,15,3996.56,853.36,Paid
11573,669,5496,2697,3,20250731,2025-07-31,2025-07-31,4849.92,4849.92,0,4030.33,819.59,Paid
11574,669,5496,2697,3,20250831,2025-08-31,2025-08-31,4849.92,4849.92,0,4064.39,785.53,Paid
11575,669,5496,2697,3,20250930,2025-09-30,2025-09-30,4849.92,4849.92,0,4098.73,751.19,Paid
11576,669,5496,2697,3,20251031,2025-10-31,2025-10-31,4849.92,4849.92,0,4133.37,716.56,Paid
11577,669,5496,2697,3,20251130,2025-11-30,2025-11-30,4849.92,4849.92,0,4168.29,681.63,Paid
11578,669,5496,2697,3,20251231,2025-12-31,2026-03-03,4849.92,4849.92,62,4203.51,646.41,Paid
11579,670,5503,2700,2,20230131,2023-01-31,2023-01-31,2244.49,2244.49,0,508.91,1735.59,Paid
11580,670,5503,2700,2,20230228,2023-02-28,2023-02-28,2244.49,2244.49,0,511.43,1733.06,Paid
11581,670,5503,2700,2,20230331,2023-03-31,2023-03-31,2244.49,2244.49,0,513.97,1730.53,Paid
11582,670,5503,2700,2,20230430,2023-04-30,2023-04-30,2244.49,2244.49,0,516.52,1727.98,Paid
11583,670,5503,2700,2,20230531,2023-05-31,2023-05-31,2244.49,2244.49,0,519.08,1725.42,Paid
11584,670,5503,2700,2,20230630,2023-06-30,2023-06-30,2244.49,2244.49,0,521.65,1722.84,Paid
11585,670,5503,2700,2,20230731,2023-07-31,2023-07-31,2244.49,2244.49,0,524.24,1720.25,Paid
11586,670,5503,2700,2,20230831,2023-08-31,2023-08-31,2244.49,2244.49,0,526.84,1717.66,Paid
11587,670,5503,2700,2,20230930,2023-09-30,2023-09-30,2244.49,2244.49,0,529.45,1715.04,Paid
11588,670,5503,2700,2,20231031,2023-10-31,2023-10-31,2244.49,2244.49,0,532.08,1712.42,Paid
11589,670,5503,2700,2,20231130,2023-11-30,2024-01-31,2244.49,2244.49,62,534.71,1709.78,Partial
11590,670,5503,2700,2,20231231,2023-12-31,2023-12-31,2244.49,2244.49,0,537.37,1707.13,Paid
11591,670,5503,2700,2,20240131,2024-01-31,2024-01-31,2244.49,2244.49,0,540.03,1704.46,Paid
11592,670,5503,2700,2,20240229,2024-02-29,2024-02-29,2244.49,2244.49,0,542.71,1701.78,Paid
11593,670,5503,2700,2,20240331,2024-03-31,2024-03-31,2244.49,2244.49,0,545.4,1699.09,Paid
11594,670,5503,2700,2,20240430,2024-04-30,2024-04-30,2244.49,2244.49,0,548.1,1696.39,Paid
11595,670,5503,2700,2,20240531,2024-05-31,2024-05-31,2244.49,2244.49,0,550.82,1693.67,Paid
11596,670,5503,2700,2,20240630,2024-06-30,2024-06-30,2244.49,2244.49,0,553.55,1690.94,Paid
11597,670,5503,2700,2,20240731,2024-07-31,2024-07-31,2244.49,2244.49,0,556.3,1688.19,Paid
11598,670,5503,2700,2,20240831,2024-08-31,2024-08-31,2244.49,2244.49,0,559.06,1685.44,Paid
11599,670,5503,2700,2,20240930,2024-09-30,2024-09-30,2244.49,2244.49,0,561.83,1682.66,Paid
11600,670,5503,2700,2,20241031,2024-10-31,2024-10-31,2244.49,2244.49,0,564.62,1679.88,Paid
11601,670,5503,2700,2,20241130,2024-11-30,2024-11-30,2244.49,2244.49,0,567.42,1677.08,Paid
11602,670,5503,2700,2,20241231,2024-12-31,2024-12-31,2244.49,2244.49,0,570.23,1674.26,Paid
11603,671,5507,2701,3,20250131,2025-01-31,2025-01-31,879.56,879.56,0,602.04,277.52,Paid
11604,671,5507,2701,3,20250228,2025-02-28,2025-02-28,879.56,879.56,0,606.81,272.75,Paid
11605,671,5507,2701,3,20250331,2025-03-31,2025-03-31,879.56,879.56,0,611.62,267.94,Paid
11606,671,5507,2701,3,20250430,2025-04-30,2025-04-30,879.56,879.56,0,616.47,263.09,Paid
11607,671,5507,2701,3,20250531,2025-05-31,2025-05-31,879.56,879.56,0,621.36,258.2,Paid
11608,671,5507,2701,3,20250630,2025-06-30,2025-06-30,879.56,879.56,0,626.29,253.27,Paid
11609,671,5507,2701,3,20250731,2025-07-31,2025-07-31,879.56,879.56,0,631.26,248.31,Paid
11610,671,5507,2701,3,20250831,2025-08-31,2025-08-31,879.56,879.56,0,636.26,243.3,Paid
11611,671,5507,2701,3,20250930,2025-09-30,2025-09-30,879.56,879.56,0,641.31,238.25,Paid
11612,671,5507,2701,3,20251031,2025-10-31,2025-10-31,879.56,879.56,0,646.39,233.17,Paid
11613,671,5507,2701,3,20251130,2025-11-30,2025-11-30,879.56,879.56,0,651.52,228.04,Paid
11614,671,5507,2701,3,20251231,2025-12-31,2025-12-31,879.56,879.56,0,656.68,222.88,Paid
11615,672,5515,2706,2,20231130,2023-11-30,2023-11-30,141.23,141.23,0,44.16,97.07,Paid
11616,672,5515,2706,2,20231231,2023-12-31,2023-12-31,141.23,141.23,0,44.33,96.9,Paid
11617,672,5515,2706,2,20240131,2024-01-31,2024-01-31,141.23,141.23,0,44.5,96.73,Paid
11618,672,5515,2706,2,20240229,2024-02-29,2024-02-29,141.23,141.23,0,44.68,96.55,Paid
11619,672,5515,2706,2,20240331,2024-03-31,2024-03-31,141.23,141.23,0,44.85,96.38,Paid
11620,672,5515,2706,2,20240430,2024-04-30,2024-04-30,141.23,141.23,0,45.02,96.21,Paid
11621,672,5515,2706,2,20240531,2024-05-31,2024-05-31,141.23,141.23,0,45.2,96.03,Paid
11622,672,5515,2706,2,20240630,2024-06-30,2024-06-30,141.23,141.23,0,45.37,95.86,Paid
11623,672,5515,2706,2,20240731,2024-07-31,2024-07-31,141.23,141.23,0,45.55,95.68,Paid
11624,672,5515,2706,2,20240831,2024-08-31,2024-08-31,141.23,141.23,0,45.73,95.5,Paid
11625,672,5515,2706,2,20240930,2024-09-30,2024-09-30,141.23,141.23,0,45.9,95.33,Paid
11626,672,5515,2706,2,20241031,2024-10-31,2024-10-31,141.23,141.23,0,46.08,95.15,Paid
11627,672,5515,2706,2,20241130,2024-11-30,2024-11-30,141.23,141.23,0,46.26,94.97,Paid
11628,672,5515,2706,2,20241231,2024-12-31,2024-12-31,141.23,141.23,0,46.44,94.79,Paid
11629,672,5515,2706,2,20250131,2025-01-31,2025-01-31,141.23,141.23,0,46.62,94.61,Paid
11630,672,5515,2706,2,20250228,2025-02-28,2025-02-28,141.23,141.23,0,46.8,94.43,Paid
11631,672,5515,2706,2,20250331,2025-03-31,2025-03-31,141.23,141.23,0,46.98,94.25,Paid
11632,672,5515,2706,2,20250430,2025-04-30,2025-04-30,141.23,141.23,0,47.17,94.06,Paid
11633,672,5515,2706,2,20250531,2025-05-31,2025-05-31,141.23,141.23,0,47.35,93.88,Paid
11634,672,5515,2706,2,20250630,2025-06-30,2025-06-30,141.23,141.23,0,47.53,93.7,Paid
11635,672,5515,2706,2,20250731,2025-07-31,2025-08-15,141.23,141.23,15,47.72,93.51,Paid
11636,672,5515,2706,2,20250831,2025-08-31,2025-08-31,141.23,141.23,0,47.9,93.33,Paid
11637,672,5515,2706,2,20250930,2025-09-30,2025-09-30,141.23,141.23,0,48.09,93.14,Paid
11638,672,5515,2706,2,20251031,2025-10-31,2025-10-31,141.23,141.23,0,48.28,92.95,Paid
11639,673,5518,2707,2,20230131,2023-01-31,2023-01-31,108.0,108.0,0,17.92,90.09,Paid
11640,673,5518,2707,2,20230228,2023-02-28,2023-02-28,108.0,108.0,0,18.03,89.98,Paid
11641,673,5518,2707,2,20230331,2023-03-31,2023-03-31,108.0,108.0,0,18.13,89.87,Paid
11642,673,5518,2707,2,20230430,2023-04-30,2023-04-30,108.0,108.0,0,18.24,89.76,Paid
11643,673,5518,2707,2,20230531,2023-05-31,2023-05-31,108.0,108.0,0,18.35,89.65,Paid
11644,673,5518,2707,2,20230630,2023-06-30,2023-06-30,108.0,108.0,0,18.46,89.54,Paid
11645,673,5518,2707,2,20230731,2023-07-31,2023-07-31,108.0,108.0,0,18.57,89.43,Paid
11646,673,5518,2707,2,20230831,2023-08-31,2023-08-31,108.0,108.0,0,18.69,89.32,Paid
11647,673,5518,2707,2,20230930,2023-09-30,2023-09-30,108.0,108.0,0,18.8,89.21,Paid
11648,673,5518,2707,2,20231031,2023-10-31,2023-10-31,108.0,108.0,0,18.91,89.09,Paid
11649,673,5518,2707,2,20231130,2023-11-30,2023-11-30,108.0,108.0,0,19.02,88.98,Paid
11650,673,5518,2707,2,20231231,2023-12-31,2023-12-31,108.0,108.0,0,19.14,88.87,Paid
11651,673,5518,2707,2,20240131,2024-01-31,2024-01-31,108.0,108.0,0,19.25,88.75,Paid
11652,673,5518,2707,2,20240229,2024-02-29,2024-05-01,108.0,108.0,62,19.37,88.63,Paid
11653,673,5518,2707,2,20240331,2024-03-31,2024-03-31,108.0,108.0,0,19.49,88.52,Paid
11654,673,5518,2707,2,20240430,2024-04-30,2024-04-30,108.0,108.0,0,19.6,88.4,Paid
11655,673,5518,2707,2,20240531,2024-05-31,2024-05-31,108.0,108.0,0,19.72,88.28,Paid
11656,673,5518,2707,2,20240630,2024-06-30,2024-06-30,108.0,108.0,0,19.84,88.17,Paid
11657,673,5518,2707,2,20240731,2024-07-31,2024-07-31,108.0,108.0,0,19.96,88.05,Paid
11658,673,5518,2707,2,20240831,2024-08-31,2024-08-31,108.0,108.0,0,20.08,87.93,Paid
11659,673,5518,2707,2,20240930,2024-09-30,2024-09-30,108.0,108.0,0,20.2,87.81,Paid
11660,673,5518,2707,2,20241031,2024-10-31,2024-10-31,108.0,108.0,0,20.32,87.68,Paid
11661,673,5518,2707,2,20241130,2024-11-30,2024-11-30,108.0,108.0,0,20.44,87.56,Paid
11662,673,5518,2707,2,20241231,2024-12-31,2024-12-31,108.0,108.0,0,20.56,87.44,Paid
11663,674,5520,2709,1,20240930,2024-09-30,2024-09-30,193.15,193.15,0,75.84,117.31,Paid
11664,674,5520,2709,1,20241031,2024-10-31,2024-10-31,193.15,193.15,0,76.44,116.71,Paid
11665,674,5520,2709,1,20241130,2024-11-30,2024-11-30,193.15,193.15,0,77.03,116.12,Paid
11666,674,5520,2709,1,20241231,2024-12-31,2024-12-31,193.15,193.15,0,77.64,115.51,Paid
11667,674,5520,2709,1,20250131,2025-01-31,2025-01-31,193.15,193.15,0,78.24,114.91,Paid
11668,674,5520,2709,1,20250228,2025-02-28,2025-02-28,193.15,193.15,0,78.86,114.29,Paid
11669,674,5520,2709,1,20250331,2025-03-31,2025-03-31,193.15,193.15,0,79.47,113.68,Paid
11670,674,5520,2709,1,20250430,2025-04-30,2025-04-30,193.15,193.15,0,80.09,113.06,Paid
11671,674,5520,2709,1,20250531,2025-05-31,2025-05-31,193.15,193.15,0,80.72,112.43,Paid
11672,674,5520,2709,1,20250630,2025-06-30,2025-07-05,193.15,193.15,5,81.35,111.8,Paid
11673,674,5520,2709,1,20250731,2025-07-31,2025-07-31,193.15,193.15,0,81.99,111.16,Paid
11674,674,5520,2709,1,20250831,2025-08-31,2025-08-31,193.15,193.15,0,82.63,110.52,Paid
11675,674,5520,2709,1,20250930,2025-09-30,2025-09-30,193.15,193.15,0,83.27,109.87,Paid
11676,674,5520,2709,1,20251031,2025-10-31,2025-10-31,193.15,193.15,0,83.93,109.22,Paid
11677,674,5520,2709,1,20251130,2025-11-30,2025-11-30,193.15,193.15,0,84.58,108.57,Paid
11678,674,5520,2709,1,20251231,2025-12-31,2025-12-31,193.15,193.15,0,85.24,107.91,Paid
11679,675,5524,2711,1,20230131,2023-01-31,2023-01-31,3574.64,3574.64,0,782.49,2792.14,Paid
11680,675,5524,2711,1,20230228,2023-02-28,2023-02-28,3574.64,3574.64,0,786.46,2788.17,Paid
11681,675,5524,2711,1,20230331,2023-03-31,2023-03-31,3574.64,3574.64,0,790.46,2784.18,Paid
11682,675,5524,2711,1,20230430,2023-04-30,2023-04-30,3574.64,3574.64,0,794.47,2780.17,Paid
11683,675,5524,2711,1,20230531,2023-05-31,2023-05-31,3574.64,3574.64,0,798.5,2776.13,Paid
11684,675,5524,2711,1,20230630,2023-06-30,2023-07-05,3574.64,3574.64,5,802.56,2772.08,Paid
11685,675,5524,2711,1,20230731,2023-07-31,2023-07-31,3574.64,3574.64,0,806.63,2768.01,Paid
11686,675,5524,2711,1,20230831,2023-08-31,2023-08-31,3574.64,3574.64,0,810.73,2763.91,Paid
11687,675,5524,2711,1,20230930,2023-09-30,2023-09-30,3574.64,3574.64,0,814.84,2759.79,Paid
11688,675,5524,2711,1,20231031,2023-10-31,2023-11-15,3574.64,3574.64,15,818.98,2755.66,Paid
11689,675,5524,2711,1,20231130,2023-11-30,2023-11-30,3574.64,3574.64,0,823.14,2751.5,Paid
11690,675,5524,2711,1,20231231,2023-12-31,2023-12-31,3574.64,3574.64,0,827.31,2747.32,Paid
11691,675,5524,2711,1,20240131,2024-01-31,2024-01-31,3574.64,3574.64,0,831.51,2743.12,Paid
11692,675,5524,2711,1,20240229,2024-02-29,2024-02-29,3574.64,3574.64,0,835.74,2738.9,Paid
11693,675,5524,2711,1,20240331,2024-03-31,2024-03-31,3574.64,3574.64,0,839.98,2734.66,Paid
11694,675,5524,2711,1,20240430,2024-04-30,2024-04-30,3574.64,3574.64,0,844.24,2730.39,Paid
11695,675,5524,2711,1,20240531,2024-05-31,2024-05-31,3574.64,3574.64,0,848.53,2726.11,Paid
11696,675,5524,2711,1,20240630,2024-06-30,2024-06-30,3574.64,3574.64,0,852.84,2721.8,Paid
11697,675,5524,2711,1,20240731,2024-07-31,2024-07-31,3574.64,3574.64,0,857.17,2717.47,Paid
11698,675,5524,2711,1,20240831,2024-08-31,2024-08-31,3574.64,3574.64,0,861.52,2713.12,Paid
11699,675,5524,2711,1,20240930,2024-09-30,2024-09-30,3574.64,3574.64,0,865.89,2708.75,Paid
11700,675,5524,2711,1,20241031,2024-10-31,2024-10-31,3574.64,3574.64,0,870.29,2704.35,Paid
11701,675,5524,2711,1,20241130,2024-11-30,2024-11-30,3574.64,3574.64,0,874.71,2699.93,Paid
11702,675,5524,2711,1,20241231,2024-12-31,2024-12-31,3574.64,3574.64,0,879.15,2695.49,Paid
11703,676,5529,2714,5,20240430,2024-04-30,2024-04-30,426.11,426.11,0,190.47,235.63,Paid
11704,676,5529,2714,5,20240531,2024-05-31,2024-05-31,426.11,426.11,0,191.76,234.35,Paid
11705,676,5529,2714,5,20240630,2024-06-30,2024-06-30,426.11,426.11,0,193.05,233.06,Paid
11706,676,5529,2714,5,20240731,2024-07-31,2024-07-31,426.11,426.11,0,194.35,231.76,Paid
11707,676,5529,2714,5,20240831,2024-08-31,2024-08-31,426.11,426.11,0,195.65,230.45,Paid
11708,676,5529,2714,5,20240930,2024-09-30,2024-09-30,426.11,426.11,0,196.97,229.14,Paid
11709,676,5529,2714,5,20241031,2024-10-31,2024-10-31,426.11,426.11,0,198.3,227.81,Paid
11710,676,5529,2714,5,20241130,2024-11-30,2024-11-30,426.11,426.11,0,199.63,226.47,Paid
11711,676,5529,2714,5,20241231,2024-12-31,2024-12-31,426.11,426.11,0,200.98,225.13,Paid
11712,676,5529,2714,5,20250131,2025-01-31,2025-01-31,426.11,426.11,0,202.33,223.78,Paid
11713,676,5529,2714,5,20250228,2025-02-28,2025-02-28,426.11,426.11,0,203.69,222.41,Paid
11714,676,5529,2714,5,20250331,2025-03-31,2025-03-31,426.11,426.11,0,205.06,221.04,Paid
11715,676,5529,2714,5,20250430,2025-04-30,2025-04-30,426.11,426.11,0,206.44,219.66,Paid
11716,676,5529,2714,5,20250531,2025-05-31,2025-05-31,426.11,426.11,0,207.83,218.27,Paid
11717,676,5529,2714,5,20250630,2025-06-30,2025-06-30,426.11,426.11,0,209.23,216.87,Paid
11718,676,5529,2714,5,20250731,2025-07-31,2025-08-15,426.11,426.11,15,210.64,215.47,Paid
11719,676,5529,2714,5,20250831,2025-08-31,2025-08-31,426.11,426.11,0,212.06,214.05,Paid
11720,676,5529,2714,5,20250930,2025-09-30,2025-09-30,426.11,426.11,0,213.49,212.62,Paid
11721,676,5529,2714,5,20251031,2025-10-31,2025-10-31,426.11,426.11,0,214.92,211.18,Paid
11722,676,5529,2714,5,20251130,2025-11-30,2025-11-30,426.11,426.11,0,216.37,209.74,Paid
11723,676,5529,2714,5,20251231,2025-12-31,2025-12-31,426.11,426.11,0,217.83,208.28,Paid
11724,677,5530,2714,5,20230630,2023-06-30,2023-06-30,3495.91,3495.91,0,811.21,2684.7,Paid
11725,677,5530,2714,5,20230731,2023-07-31,2023-07-31,3495.91,3495.91,0,815.17,2680.74,Paid
11726,677,5530,2714,5,20230831,2023-08-31,2023-08-31,3495.91,3495.91,0,819.15,2676.76,Paid
11727,677,5530,2714,5,20230930,2023-09-30,2023-09-30,3495.91,3495.91,0,823.15,2672.76,Paid
11728,677,5530,2714,5,20231031,2023-10-31,2023-10-31,3495.91,3495.91,0,827.17,2668.74,Paid
11729,677,5530,2714,5,20231130,2023-11-30,2023-11-30,3495.91,3495.91,0,831.21,2664.7,Paid
11730,677,5530,2714,5,20231231,2023-12-31,2023-12-31,3495.91,3495.91,0,835.26,2660.65,Paid
11731,677,5530,2714,5,20240131,2024-01-31,2024-01-31,3495.91,3495.91,0,839.34,2656.57,Paid
11732,677,5530,2714,5,20240229,2024-02-29,2024-02-29,3495.91,3495.91,0,843.44,2652.47,Paid
11733,677,5530,2714,5,20240331,2024-03-31,2024-03-31,3495.91,3495.91,0,847.56,2648.36,Paid
11734,677,5530,2714,5,20240430,2024-04-30,2024-04-30,3495.91,3495.91,0,851.69,2644.22,Paid
11735,677,5530,2714,5,20240531,2024-05-31,2024-05-31,3495.91,3495.91,0,855.85,2640.06,Paid
11736,677,5530,2714,5,20240630,2024-06-30,2024-06-30,3495.91,3495.91,0,860.03,2635.88,Paid
11737,677,5530,2714,5,20240731,2024-07-31,2024-07-31,3495.91,3495.91,0,864.23,2631.69,Paid
11738,677,5530,2714,5,20240831,2024-08-31,2024-08-31,3495.91,3495.91,0,868.44,2627.47,Paid
11739,677,5530,2714,5,20240930,2024-09-30,2024-09-30,3495.91,3495.91,0,872.68,2623.23,Paid
11740,677,5530,2714,5,20241031,2024-10-31,2024-10-31,3495.91,3495.91,0,876.94,2618.97,Paid
11741,677,5530,2714,5,20241130,2024-11-30,2024-11-30,3495.91,3495.91,0,881.22,2614.69,Paid
11742,677,5530,2714,5,20241231,2024-12-31,2024-12-31,3495.91,3495.91,0,885.52,2610.39,Paid
11743,677,5530,2714,5,20250131,2025-01-31,2025-02-15,3495.91,3495.91,15,889.85,2606.06,Paid
11744,677,5530,2714,5,20250228,2025-02-28,2025-02-28,3495.91,3495.91,0,894.19,2601.72,Paid
11745,677,5530,2714,5,20250331,2025-03-31,2025-03-31,3495.91,3495.91,0,898.56,2597.36,Paid
11746,677,5530,2714,5,20250430,2025-04-30,2025-04-30,3495.91,3495.91,0,902.94,2592.97,Paid
11747,677,5530,2714,5,20250531,2025-05-31,2025-05-31,3495.91,3495.91,0,907.35,2588.56,Paid
11748,678,5532,2714,1,20230131,2023-01-31,2023-01-31,3558.37,3558.37,0,788.33,2770.04,Paid
11749,678,5532,2714,1,20230228,2023-02-28,2023-02-28,3558.37,3558.37,0,792.3,2766.07,Paid
11750,678,5532,2714,1,20230331,2023-03-31,2023-03-31,3558.37,3558.37,0,796.29,2762.08,Paid
11751,678,5532,2714,1,20230430,2023-04-30,2023-08-03,3558.37,1145.48,95,0.0,1145.48,Paid
11752,678,5532,2714,1,20230531,2023-05-31,2023-05-31,3558.37,3558.37,0,800.3,2758.07,Paid
11753,678,5532,2714,1,20230630,2023-06-30,2023-06-30,3558.37,3558.37,0,804.33,2754.04,Paid
11754,678,5532,2714,1,20230731,2023-07-31,2023-07-31,3558.37,3558.37,0,808.38,2749.99,Paid
11755,678,5532,2714,1,20230831,2023-08-31,2023-08-31,3558.37,3558.37,0,812.46,2745.92,Paid
11756,678,5532,2714,1,20230930,2023-09-30,2023-09-30,3558.37,3558.37,0,816.55,2741.83,Paid
11757,678,5532,2714,1,20231031,2023-10-31,2023-10-31,3558.37,3558.37,0,820.66,2737.71,Paid
11758,678,5532,2714,1,20231130,2023-11-30,2023-11-30,3558.37,3558.37,0,824.79,2733.58,Paid
11759,678,5532,2714,1,20231231,2023-12-31,2023-12-31,3558.37,3558.37,0,828.95,2729.43,Paid
11760,678,5532,2714,1,20240131,2024-01-31,2024-01-31,3558.37,3558.37,0,833.12,2725.25,Paid
11761,678,5532,2714,1,20240229,2024-02-29,2024-02-29,3558.37,3558.37,0,837.32,2721.06,Paid
11762,678,5532,2714,1,20240331,2024-03-31,2024-03-31,3558.37,3558.37,0,841.54,2716.84,Paid
11763,678,5532,2714,1,20240430,2024-04-30,2024-04-30,3558.37,3558.37,0,845.77,2712.6,Paid
11764,678,5532,2714,1,20240531,2024-05-31,2024-05-31,3558.37,3558.37,0,850.03,2708.34,Paid
11765,678,5532,2714,1,20240630,2024-06-30,2024-06-30,3558.37,3558.37,0,854.31,2704.06,Paid
11766,678,5532,2714,1,20240731,2024-07-31,2024-07-31,3558.37,3558.37,0,858.62,2699.76,Paid
11767,678,5532,2714,1,20240831,2024-08-31,2024-08-31,3558.37,3558.37,0,862.94,2695.43,Paid
11768,678,5532,2714,1,20240930,2024-09-30,2024-09-30,3558.37,3558.37,0,867.29,2691.09,Paid
11769,678,5532,2714,1,20241031,2024-10-31,2024-10-31,3558.37,3558.37,0,871.66,2686.72,Paid
11770,678,5532,2714,1,20241130,2024-11-30,2024-11-30,3558.37,3558.37,0,876.05,2682.33,Paid
11771,678,5532,2714,1,20241231,2024-12-31,2024-12-31,3558.37,3558.37,0,880.46,2677.92,Paid
11772,679,5534,2715,1,20250930,2025-09-30,2025-09-30,2169.97,2169.97,0,537.04,1632.93,Paid
11773,679,5534,2715,1,20251031,2025-10-31,2025-10-31,2169.97,2169.97,0,539.54,1630.42,Paid
